Statistical power of p-uniform publication bias test based on the Monte-Carlo simulation study. The columns denote the ID of the datasets and the rows reflect the severity of publication bias (=pub).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;97;98;103;105;106
"mu = 0; pub = 0";0,007;0,003;0,001;0,005;0,003;0,003;0,004;0,004;0,004;0,006;0,002;0,001;0,002;0,003;0,002;0,004;0,011;0,002;0,003;0,004;0,004;0,003;0,003;0,001;0,001;0,002;0,004;0,003;0,002;0;0,004;0,004;0,005;0,003;0,002;0,008;0,004;0,009;0,001;0,001;0,001;0;0,003;0,002;0,004;0,006;0,004;0,001;0,002;0,002;0,004;0,001;0,001;0,005;0,003;0,008;0,004;0,003;0,004;0,008;0,004;0,004;0,001;0,003;0,002;0,003;0,004;0,003;0,004;0,001;0,002;0,006;0,003;0,002;0,006;0,004;0,002;0,005;0,007;0,004;0,002;0,001;0,009;0,008;0,007;0,003;0,003;0,001;0,002;0,001;0,002;0,003;0,004;0,006;0,002;0,001;0,005;0,001
"mu = 0; pub = 0.25";0,007;0,005;0,004;0,006;0,004;0,002;0,003;0,005;0,004;0,004;0,003;0,002;0,003;0,008;0,002;0,003;0,014;0,004;0,003;0,005;0,008;0,006;0,002;0,003;0,004;0,006;0,005;0,005;0,003;0,001;0,003;0,003;0,009;0,006;0,002;0,004;0,007;0,008;0,003;0,002;0,003;0,005;0,003;0,001;0,007;0,005;0,003;0,004;0,006;0,002;0,001;0,003;0,004;0,005;0,002;0,01;0,003;0,002;0,01;0,008;0,003;0,007;0,002;0,004;0,006;0,001;0,005;0,003;0,004;0,003;0,003;0,004;0,004;0,003;0,005;0,003;0,004;0,008;0,009;0,003;0,005;0,004;0,011;0,011;0,01;0,004;0,004;0,001;0,002;0,004;0,005;0,008;0,007;0,01;0,005;0,003;0,004;0,004
"mu = 0; pub = 0.5";0,011;0,007;0,005;0,013;0,005;0,009;0,005;0,005;0,006;0,008;0,008;0,009;0,005;0,013;0,006;0,008;0,022;0,005;0,005;0,003;0,008;0,01;0,004;0,005;0,004;0,006;0,008;0,007;0,007;0,003;0,005;0,009;0,012;0,008;0,006;0,007;0,01;0,015;0,005;0,008;0,005;0,006;0,008;0,005;0,004;0,009;0,01;0,005;0,006;0,007;0,005;0,005;0,005;0,013;0,005;0,014;0,008;0,005;0,011;0,011;0,005;0,007;0,003;0,006;0,008;0,004;0,009;0,008;0,006;0,003;0,003;0,008;0,006;0,005;0,009;0,008;0,007;0,011;0,01;0,005;0,004;0,007;0,019;0,011;0,012;0,006;0,005;0,005;0,009;0,006;0,006;0,011;0,009;0,015;0,005;0,004;0,008;0,004
"mu = 0; pub = 0.75";0,016;0,017;0,013;0,017;0,014;0,015;0,012;0,013;0,014;0,015;0,013;0,009;0,01;0,025;0,011;0,014;0,032;0,011;0,011;0,012;0,019;0,014;0,009;0,011;0,01;0,009;0,015;0,014;0,014;0,012;0,01;0,017;0,024;0,011;0,012;0,017;0,019;0,025;0,01;0,011;0,011;0,01;0,015;0,012;0,013;0,012;0,014;0,013;0,014;0,012;0,011;0,011;0,009;0,02;0,012;0,023;0,009;0,012;0,021;0,014;0,01;0,013;0,007;0,01;0,014;0,012;0,016;0,013;0,011;0,011;0,008;0,015;0,012;0,01;0,016;0,014;0,011;0,02;0,022;0,014;0,011;0,011;0,033;0,026;0,026;0,009;0,015;0,009;0,011;0,01;0,013;0,012;0,012;0,024;0,01;0,01;0,016;0,01
"mu = 0; pub = 0.85";0,026;0,025;0,015;0,028;0,024;0,027;0,017;0,017;0,02;0,024;0,019;0,02;0,015;0,034;0,016;0,021;0,041;0,018;0,019;0,015;0,028;0,023;0,018;0,02;0,02;0,015;0,018;0,016;0,019;0,018;0,018;0,026;0,032;0,023;0,024;0,022;0,03;0,038;0,016;0,019;0,016;0,023;0,017;0,02;0,016;0,023;0,025;0,022;0,021;0,021;0,017;0,014;0,017;0,028;0,017;0,035;0,022;0,019;0,032;0,029;0,019;0,022;0,017;0,019;0,025;0,022;0,029;0,021;0,019;0,016;0,018;0,021;0,018;0,016;0,026;0,024;0,024;0,03;0,031;0,023;0,018;0,017;0,041;0,039;0,034;0,021;0,024;0,017;0,021;0,017;0,02;0,025;0,023;0,034;0,018;0,021;0,026;0,018
"mu = 0; pub = 0.95";0,072;0,065;0,051;0,076;0,062;0,066;0,055;0,058;0,063;0,07;0,059;0,056;0,052;0,079;0,058;0,06;0,101;0,057;0,059;0,053;0,07;0,065;0,059;0,056;0,061;0,054;0,058;0,053;0,051;0,061;0,055;0,072;0,091;0,062;0,069;0,074;0,081;0,098;0,055;0,053;0,052;0,063;0,061;0,06;0,055;0,072;0,072;0,065;0,065;0,061;0,06;0,055;0,052;0,071;0,056;0,083;0,055;0,052;0,09;0,071;0,053;0,068;0,055;0,058;0,065;0,062;0,073;0,069;0,058;0,057;0,054;0,066;0,055;0,061;0,07;0,06;0,066;0,066;0,06;0,062;0,068;0,065;0,112;0,096;0,081;0,057;0,069;0,057;0,059;0,052;0,053;0,066;0,059;0,098;0,061;0,055;0,075;0,062
"mu = 0; pub = 1";0,904;0,541;0,507;0,949;0,888;0,607;0,666;0,807;0,822;0,654;0,806;0,712;0,513;0,745;0,508;0,545;0,992;0,587;0,74;0,586;0,707;0,548;0,719;0,553;0,835;0,733;0,455;0,591;0,364;0,667;0,631;0,968;0,998;0,752;0,846;0,886;0,966;1;0,734;0,593;0,69;0,674;0,809;0,796;0,525;0,934;0,957;0,883;0,923;0,815;0,865;0,712;0,781;0,818;0,705;0,942;0,585;0,495;0,962;0,792;0,697;0,901;0,74;0,552;0,77;0,735;0,922;0,856;0,778;0,727;0,67;0,818;0,678;0,656;0,79;0,53;0,855;0,292;0,171;0,844;0,854;0,847;1;1;0,931;0,784;0,758;0,788;0,767;0,432;0,545;0,938;0,616;1;0,804;0,699;0,95;0,812
