Statistical power of the rank-correlation test based on the Monte-Carlo simulation study. The columns denote the ID of the datasets and the rows reflect the severity of publication bias (=pub).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;97;98;103;105;106
"mu = 0; pub = 0";0,03;0,031;0,012;0,038;0,028;0,035;0,013;0,031;0,03;0,035;0,03;0,015;0,012;0,033;0,015;0,024;0,032;0,022;0,017;0,014;0,021;0,037;0,026;0,024;0,042;0,018;0,02;0,03;0,018;0,025;0,026;0,038;0,038;0,028;0,031;0,041;0,034;0,051;0,015;0,018;0,017;0,027;0,029;0,029;0,014;0,042;0,044;0,03;0,029;0,027;0,031;0,018;0,015;0,036;0,015;0,036;0,025;0,012;0,036;0,031;0,016;0,032;0,017;0,024;0,035;0,025;0,04;0,042;0,027;0,014;0,015;0,035;0,027;0,028;0,029;0,021;0,041;0,028;0,031;0,031;0,028;0,03;0,042;0,044;0,031;0,014;0,034;0,017;0,028;0,01;0,024;0,042;0,02;0,039;0,029;0,017;0,043;0,032
"mu = 0; pub = 0.25";0,034;0,032;0,012;0,04;0,03;0,03;0,014;0,027;0,028;0,037;0,029;0,017;0,013;0,033;0,014;0,024;0,034;0,023;0,017;0,012;0,026;0,037;0,024;0,024;0,044;0,016;0,02;0,03;0,021;0,025;0,024;0,038;0,033;0,029;0,034;0,041;0,038;0,047;0,015;0,016;0,015;0,028;0,026;0,029;0,012;0,046;0,044;0,03;0,033;0,032;0,032;0,017;0,017;0,034;0,016;0,039;0,026;0,014;0,034;0,029;0,014;0,03;0,017;0,023;0,032;0,03;0,035;0,041;0,03;0,018;0,016;0,039;0,03;0,03;0,029;0,018;0,045;0,026;0,028;0,032;0,031;0,028;0,048;0,043;0,03;0,015;0,034;0,015;0,027;0,011;0,02;0,046;0,021;0,035;0,025;0,015;0,044;0,029
"mu = 0; pub = 0.5";0,032;0,028;0,014;0,036;0,026;0,033;0,014;0,025;0,03;0,035;0,03;0,016;0,013;0,034;0,016;0,027;0,034;0,023;0,016;0,011;0,025;0,039;0,024;0,027;0,042;0,016;0,024;0,028;0,018;0,028;0,024;0,039;0,038;0,031;0,028;0,041;0,037;0,044;0,017;0,017;0,014;0,029;0,026;0,025;0,011;0,041;0,044;0,03;0,028;0,028;0,031;0,017;0,018;0,034;0,017;0,044;0,026;0,014;0,037;0,03;0,017;0,03;0,016;0,024;0,034;0,025;0,039;0,042;0,03;0,016;0,016;0,036;0,023;0,029;0,033;0,02;0,035;0,027;0,028;0,03;0,03;0,029;0,049;0,045;0,029;0,018;0,03;0,018;0,027;0,011;0,022;0,042;0,019;0,042;0,027;0,017;0,048;0,03
"mu = 0; pub = 0.75";0,034;0,033;0,012;0,038;0,032;0,038;0,012;0,027;0,029;0,042;0,026;0,017;0,013;0,037;0,015;0,028;0,041;0,022;0,015;0,012;0,028;0,038;0,026;0,025;0,043;0,019;0,022;0,032;0,021;0,028;0,025;0,039;0,04;0,03;0,032;0,044;0,039;0,052;0,017;0,018;0,014;0,028;0,027;0,025;0,012;0,046;0,042;0,032;0,03;0,031;0,029;0,017;0,018;0,038;0,013;0,04;0,026;0,018;0,032;0,031;0,014;0,031;0,016;0,024;0,037;0,027;0,037;0,04;0,026;0,015;0,016;0,038;0,024;0,028;0,036;0,018;0,044;0,026;0,031;0,032;0,028;0,03;0,048;0,046;0,031;0,015;0,037;0,017;0,03;0,011;0,022;0,044;0,022;0,042;0,028;0,015;0,043;0,029
"mu = 0; pub = 0.85";0,034;0,038;0,014;0,04;0,03;0,037;0,015;0,031;0,028;0,045;0,031;0,017;0,013;0,04;0,016;0,026;0,056;0,024;0,017;0,012;0,028;0,041;0,027;0,026;0,045;0,016;0,022;0,031;0,023;0,027;0,027;0,039;0,042;0,032;0,03;0,044;0,041;0,052;0,018;0,016;0,018;0,028;0,029;0,026;0,014;0,043;0,043;0,028;0,032;0,031;0,03;0,016;0,017;0,043;0,016;0,044;0,03;0,014;0,042;0,034;0,016;0,031;0,016;0,028;0,038;0,026;0,04;0,04;0,027;0,019;0,018;0,04;0,028;0,03;0,038;0,022;0,043;0,033;0,035;0,032;0,031;0,029;0,048;0,048;0,04;0,016;0,033;0,015;0,03;0,011;0,025;0,04;0,024;0,04;0,03;0,016;0,044;0,027
"mu = 0; pub = 0.95";0,062;0,071;0,022;0,054;0,035;0,067;0,019;0,038;0,036;0,074;0,034;0,018;0,02;0,089;0,02;0,045;0,175;0,04;0,019;0,022;0,066;0,063;0,04;0,039;0,049;0,016;0,043;0,038;0,04;0,037;0,038;0,053;0,069;0,04;0,039;0,068;0,071;0,087;0,018;0,017;0,019;0,044;0,039;0,037;0,022;0,049;0,044;0,035;0,032;0,037;0,033;0,017;0,016;0,074;0,018;0,076;0,035;0,02;0,072;0,064;0,018;0,034;0,019;0,042;0,066;0,038;0,056;0,06;0,037;0,017;0,02;0,063;0,038;0,04;0,063;0,043;0,061;0,067;0,062;0,037;0,035;0,034;0,08;0,084;0,094;0,017;0,075;0,019;0,033;0,02;0,04;0,054;0,044;0,064;0,035;0,022;0,07;0,036
"mu = 0; pub = 1";0,98;0,995;0,683;0,925;0,663;0,825;0,591;0,621;0,731;0,965;0,473;0,231;0,671;0,993;0,542;0,894;1;0,967;0,181;0,62;1;0,943;0,837;0,579;0,502;0,151;0,935;0,502;0,893;0,663;0,867;0,928;0,999;0,663;0,684;0,983;0,999;1;0,246;0,378;0,438;0,828;0,71;0,721;0,722;0,731;0,513;0,595;0,346;0,516;0,302;0,333;0,113;0,995;0,384;0,996;0,62;0,448;0,998;0,99;0,447;0,541;0,26;0,833;0,995;0,712;0,929;0,885;0,733;0,329;0,392;0,966;0,867;0,763;0,989;0,934;0,951;0,879;0,639;0,549;0,392;0,47;0,999;1;1;0,14;0,999;0,127;0,559;0,696;0,935;0,828;0,981;0,998;0,54;0,331;0,992;0,58
