"effect_size_id","k","r","cilb","ciub","p","i2","n","sig999"
"47594_001",15,0.179127462832928,0.104067261046528,0.254187664619329,2.90595795083433e-06,81.8689737319598,3842,TRUE
"47733_001",8,-0.14572490832432,-0.239475328744379,-0.0519744879042609,0.00231482098008962,99.5107553693985,179186,FALSE
"47484_006",6,-0.0213622194543683,-0.0883589844761593,0.0456345455674228,0.532008259099127,0,853,FALSE
"47484_007",3,-0.0149478324637626,-0.102290734907447,0.0723950699799222,0.737302610195775,0,505,FALSE
"47484_008",5,0.143677978754458,-0.0494580624777922,0.336814019986708,0.144824394503988,82.8182176587344,826,FALSE
"47484_009",1,0.451136088266239,0.275502584791768,0.626769591740709,4.79331081597722e-07,0,80,TRUE
"47484_011",1,-0.0179970847083967,-0.127356174324857,0.0913620049080633,0.747037010863314,0,322,FALSE
"47484_010",5,-0.138946644769638,-0.22385893123808,-0.0540343583011957,0.00134035234568142,21.4994452988799,826,FALSE
"47484_012",2,-0.0394739694026932,-0.28579512234563,0.206847183540244,0.753450996461475,0,65,FALSE
"47484_013",1,-0.0129989016392153,-0.173002250285138,0.147004447006707,0.873487443057634,0,151,FALSE
"47448_001",7,-0.0954579199542102,-0.174871300565365,-0.0160445393430551,0.0184753222076068,87.1396815544814,6184,FALSE
"8365_001",5,-0.0759905533017986,-0.159973297086575,0.00799219048297749,0.0761550559343569,0,541,FALSE
"14243_003",4,0.0772173688968579,-0.112860513785851,0.267295251579567,0.425905855520598,13.0906291112757,124,FALSE
"15101_001",7,-0.0427418412919102,-0.123809805969959,0.0383261233861391,0.301435010510328,0,588,FALSE
"16550_001",5,0.0837371397117401,-0.100519413944722,0.267993693368203,0.37307712935555,98.31611144165,7888,FALSE
"16550_003",9,0.10970568425753,0.0245291737940127,0.194882194721046,0.0115897494241883,97.8764548656365,25716,FALSE
"16712_013",38,0.125878701236093,0.0581100427803098,0.193647359691876,0.000272016799599254,93.3804988709092,18078,TRUE
"17314_004",12,0.382882556935616,0.226218990219855,0.539546123651378,1.66688294288619e-06,91.2833516181076,1064,TRUE
"18648_001",11,0.280951015970588,0.130727264407291,0.431174767533884,0.000246799877621636,73.0510365248724,851,TRUE
"42288_001",50,0.129283983803269,0.0701873212567236,0.188380646349815,1.80488806197175e-05,57.9657198821477,3083,TRUE
"42168_002",15,0.334644952469608,0.246951416275899,0.422338488663317,7.46820073824233e-14,68.9716892830237,1474,TRUE
"42162_001",5,0.109298327879755,-0.0278606793267574,0.246457335086267,0.118325063449287,50.6005132594948,561,FALSE
"41430_001",25,0.321282896576271,0.209859971523194,0.432705821629347,1.5908487857628e-08,88.0654552738352,2008,TRUE
"39489_017",10,-0.116237851977533,-0.180478531370788,-0.051997172584278,0.000390559276212105,16.0228398285009,1233,TRUE
"39489_027",6,-0.0899989579683527,-0.161208999815014,-0.0187889161216913,0.0132453108866009,0,748,FALSE
