"effect_size_id","ok","k","pooled_r","cilb95","ciub95","cilb999","ciub999","i2","tau2","n_pooled","review_id","Study.Level.Available.","Value","Value...CI.lower.bound","Value...CI.upper.bound","p.value","Statistical.Test","k..number.of.effects.informing.this.test.","Combined.N","Exposure...Author.Description","exposure","Outcome...Author.Description","cat","Outcome.Level.2","Outcome.Level.3","outcome","Benefit.or.Risk.","Moderator.Level.Recoded","Moderator.Category.Recoded","Use.Moderator","I2.calculated","Value_raw_SE","Value_raw_SD"
"41430_001",TRUE,25,0.321282896576271,0.209859971523194,0.432705821629347,0.134218176877247,0.508347616275294,88.0654552738352,0.0682009289607644,2008,41430,TRUE,0.37,-999,-999,"-999","Cohen's d",17,2008," ","Video games: Numeracy","  ","education","education_numeracy","education_numeracy_general","Numeracy: General","Benefit","overall","overall",TRUE,NA,NA,NA
"55544_001",TRUE,13,0.256113885731849,0.103118422962757,0.409109348500941,-0.000745762715626541,0.512973534179325,83.084008754027,0.0599098225207539,982,55544,TRUE,0.55,0.19,0.9,"-999","Cohen's d",13,982,"digital-based interventions for mathematics","Intervention: Mathematics","mathematics achievement","education","education_numeracy","education_numeracy_mathematics","Numeracy: Mathematics","Benefit","Overall","Overall",TRUE,90.14,NA,NA
"61485_001",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,61485,TRUE,0.13,0.02,0.24,"0.002","d",24,3866,"Video games for mathematics","Video games: Educational","Mathematics achievement","education","education_numeracy","education_numeracy_mathematics","Numeracy: Mathematics","Benefit","Overall","Overall",TRUE,-999,NA,NA
"61471_006",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,61471,TRUE,0.249,0.04,0.474,"0.03","d",2,-999,"One-to-one laptop programs","Computer use: Educational","Science","education","education_science","education_science_general","Science: General","Benefit","Overall","Overall",TRUE,0,NA,NA
"48113_005",TRUE,5,-0.0289698982443978,-0.0681081416218,0.0101683451330045,-0.0946779607765777,0.0367381642877822,46.7003822848808,0.000887436959419405,5240,48113,TRUE,-0.06,-0.15,0.03,"0.16","Standard mean difference",5,5240," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_fat intake","Diet: Fat consumption","Risk","overall","overall",TRUE,52,NA,NA
"59740_001",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,59740,TRUE,-0.14,-0.24,-0.05,"-999","Standardized mean difference",2,2840,"computer-based nutrition interventions within schools","Intervention: Nutrition (in schools)","fat consumption","health behaviour","health behaviour_dietary","health behaviour_dietary_fat intake","Diet: Fat consumption","Risk","Overall","Overall",TRUE,0,NA,NA
"59588_020",TRUE,3,-0.00136413558519385,-0.267075831316869,0.264347560146481,-0.447459800899321,0.444731529728933,97.4192224808552,0.0524936193354438,2438,59588,TRUE,3.43,-19.99,26.85,"-999","Mean difference",3,2438,"Digital-based Intervention","Intervention: To promote health","fat intake","health behaviour","health behaviour_dietary","health behaviour_dietary_fat intake","Diet: Fat consumption","Risk","RCTs","Study Design",TRUE,98,NA,NA
"59207_001",TRUE,32,0.106848060524979,0.0535177716170609,0.160178349432898,0.0173133840544455,0.196382736995513,70.6590076522477,0.0137391496952829,5764,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","food intake","health behaviour","health behaviour_dietary","health behaviour_dietary_unhealthy food","Diet: Food intake","Risk","Overall","Overall",TRUE,-999,NA,NA
"59207_002",TRUE,26,0.0933726243666654,0.0340974392440707,0.15264780948926,-0.00614276606832839,0.192888014801659,53.661207433266,0.0115885068228026,2520,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","food intake","health behaviour","health behaviour_dietary","health behaviour_dietary_unhealthy food","Diet: Food intake","Risk","RCTs","Study Design",TRUE,-999,NA,NA
"59207_003",TRUE,6,0.14930727608877,0.0225067618550082,0.276107790322532,-0.0635744324243729,0.362188984601913,90.6350720554807,0.0212522179311042,3167,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","food intake","health behaviour","health behaviour_dietary","health behaviour_dietary_unhealthy food","Diet: Food intake","Risk","Non-randomised studies","Study Design",TRUE,-999,NA,NA
"59207_004",TRUE,32,0.107890787391335,0.054264773443755,0.161516801338914,0.0178596267221867,0.197921948060483,70.3663769482889,0.0137566436474952,5687,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","food intake","health behaviour","health behaviour_dietary","health behaviour_dietary_unhealthy food","Diet: Food intake","Risk","More vs less marketing exposure","Marketing manipulation type",TRUE,-999,NA,NA
"59207_007",TRUE,9,0.17663823383415,0.0793096169069448,0.273966850761356,0.0132360395773707,0.34004042809093,59.7567504532555,0.0130614855442484,929,59207,TRUE,0.32,0.12,0.51,"-999","Standardized mean difference",9,-999,"Digitalfood marketing","Advertising: Food marketing (digital)","food intake","health behaviour","health behaviour_dietary","health behaviour_dietary_unhealthy food","Diet: Food intake","Risk","Overall","Overall",TRUE,62.1,NA,NA
"59207_006",TRUE,23,0.080149760056679,0.0188733857028923,0.141426134410466,-0.0227253689816525,0.18302488909501,69.8320921587917,0.0121272723674818,4758,59207,TRUE,0.21,0.05,0.36,"-999","Standardized mean difference",22,-999,"Television food marketing","Advertising: Food marketing (TV)","food intake","health behaviour","health behaviour_dietary","health behaviour_dietary_unhealthy food","Diet: Food intake","Risk","Overall","Overall",TRUE,81.2,NA,NA
"6739_002",TRUE,13,0.23343380126226,0.0964123436241173,0.370455258900402,0.00339244708293759,0.463475155441582,90.4172043432497,0.056566945500544,1756,6739,TRUE,0.56,0.18,0.94,"0.003","std. mean difference",13,1575," ","Advertising: Unhealthy food","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_unhealthy food","Diet: Food intake","Risk","overall","overall",TRUE,98,NA,NA
"47594_001",TRUE,15,0.179127462832928,0.104067261046528,0.254187664619329,0.0531110653901511,0.305143860275706,81.8689737319598,0.0167385813906135,3842,47594,TRUE,0.3,0.22,0.37,"-999","Hedge's g",15,2815," ","Advertising: Advergames","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_food intake","Diet: Food intake (calories)","Risk","overall","overall",TRUE,89,NA,NA
"47934_002",TRUE,7,-0.0237241547986119,-0.0907407893721709,0.0432924797749471,-0.13623644036016,0.0887881307629365,0,0,861,47934,TRUE,53.17,31.49,74.85,"-999","Mean difference",5,861," ","Advertising: Advergames","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_food intake","Diet: Food intake (calories)","Risk","overall","overall",TRUE,99.7,NA,NA
"47427_017",TRUE,13,-0.017481616680886,-0.0663271544898446,0.0313639211280726,-0.0994869745049458,0.0645237411431738,0,0,1621,47427,TRUE,25.51,14.37,36.66,"","Mean difference",13,1621," ","Advertising: Food portrayed in media","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_food intake","Diet: Food intake (calories)","Risk","overall","overall",TRUE,88,NA,NA
"47934_003",TRUE,19,-0.0256314559192146,-0.0736356885001629,0.0223727766617337,-0.106224370778022,0.0549614589395928,0,0,1681,47934,TRUE,57.68,36.61,78.75,"-999","Mean difference",16,1681," ","Advertising: General","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_food intake","Diet: Food intake (calories)","Risk","overall","overall",TRUE,99.7,NA,NA
"59588_019",TRUE,4,-0.0578126505834063,-0.168574170445618,0.0529488692788052,-0.243766956275818,0.128141655109006,73.1992678482692,0.00895887248517054,1562,59588,TRUE,-44.89,-118.54,28.77,"-999","Mean difference",4,1562,"Digital-based Intervention","Intervention: To promote health","Daily energy intake","health behaviour","health behaviour_dietary","health behaviour_dietary_food intake","Diet: Food intake (calories)","Risk","RCTs","Study Design",TRUE,71,NA,NA
"47934_001",TRUE,12,-0.027641310799123,-0.0964360665534344,0.0411534449551884,-0.143138832478911,0.087856210880665,0,0,820,47934,TRUE,60,3.06,116.94,"-999","Mean difference",11,820," ","TV advertising: General","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_food intake","Diet: Food intake (calories)","Risk","overall","overall",TRUE,99.8,NA,NA
"60135_001",TRUE,4,0.0268645583845094,-0.0621199705371357,0.115849087306154,-0.122528988341606,0.176258105110625,0,0,486,60135,TRUE,0.05,-0.13,0.23,"0.57","Standardized mean difference",4,486,"Eating with/without TV","TV programs and movies: Mealtime","Energy intake","health behaviour","health behaviour_dietary","health behaviour_dietary_food intake","Diet: Food intake (calories)","Risk","Parallel RCT","Study design",TRUE,0,NA,NA
"59207_015",TRUE,10,0.207105182495675,0.0880175320374853,0.326192832953865,0.00717237744711871,0.407037987544232,93.2894052141477,0.0328691502385581,4132,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","Food preference","health behaviour","health behaviour_dietary","health behaviour_dietary_food preference","Diet: Food preference","Risk","Overall","Overall",TRUE,-999,NA,NA
"59207_016",TRUE,6,0.235547443180559,0.036767179574486,0.434327706786632,-0.0981789804926229,0.569273866853741,94.2318271893178,0.0566020264663149,1682,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","Food preference","health behaviour","health behaviour_dietary","health behaviour_dietary_food preference","Diet: Food preference","Risk","RCTs","Study Design",TRUE,-999,NA,NA
"59207_017",TRUE,4,0.14350423637377,0.104104894189246,0.182903578558294,0.0773578226212755,0.209650650126264,0.0169800333565155,2.99942590513443e-07,2370,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","Food preference","health behaviour","health behaviour_dietary","health behaviour_dietary_food preference","Diet: Food preference","Risk","Non-randomised studies","Study Design",TRUE,-999,NA,NA
"59207_018",TRUE,9,0.143073833786907,0.0804263010222177,0.205721366551596,0.0378967066303581,0.248250960943456,72.0944584328772,0.00592175633756261,3984,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","Food preference","health behaviour","health behaviour_dietary","health behaviour_dietary_food preference","Diet: Food preference","Risk","More vs less marketing exposure","Marketing manipulation type",TRUE,-999,NA,NA
"59207_019",TRUE,1,0.675056185208989,0.544725000433238,0.80538736998474,0.45624693624605,0.893865434171928,0,0,68,59207,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Food marketing","Advertising: Food marketing","Food preference","health behaviour","health behaviour_dietary","health behaviour_dietary_food preference","Diet: Food preference","Risk","More vs less marketing power","Marketing manipulation type",TRUE,-999,NA,NA
"59207_021",TRUE,4,0.187508487971595,0.1048726226616,0.270144353281589,0.0487735285910466,0.326243447352143,63.6215462102147,0.00425540335275066,1785,59207,TRUE,0.36,0.2,0.53,"-999","Standardized mean difference",4,-999,"Digital food marketing","Advertising: Food marketing (digital)","Food preference","health behaviour","health behaviour_dietary","health behaviour_dietary_food preference","Diet: Food preference","Risk","Overall","Overall",TRUE,45.4,NA,NA
"59207_020",TRUE,6,0.211791275977705,0.0119255833321583,0.411656968623251,-0.123757443052788,0.547339995008198,95.5539510474897,0.057727800969683,2267,59207,TRUE,0.44,-0.15,1.03,"-999","Standardized mean difference",5,-999,"Television food marketing","Advertising: Food marketing (TV)","Food preference","health behaviour","health behaviour_dietary","health behaviour_dietary_food preference","Diet: Food preference","Risk","Overall","Overall",TRUE,97.9,NA,NA
"47491_001",TRUE,4,0.116569803681436,-0.0510525274174689,0.284192134780341,-0.164846470100437,0.397986077463309,82.5056560002435,0.0228501012009629,955,47491,TRUE,0.13,-999,-999,"-999","Hedge's g",4,955," ","Intervention: Fruit and vegetable","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_fruit and veg intake","Diet: Fruit and vegetable intake","Benefit","children","age",TRUE,35.28,NA,NA
"47491_002",TRUE,4,0.158929859913371,0.0855444467194613,0.23231527310728,0.0357252165011065,0.282134503325635,55.7982450235897,0.00297100737316473,1868,47491,TRUE,0.35,0.16,0.55,"","Hedge's g",4,1697," ","Intervention: Fruit and vegetable","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_fruit and veg intake","Diet: Fruit and vegetable intake","Benefit","adolescence","age",TRUE,61.08,NA,NA
"48113_002",TRUE,7,0.0112467598989787,-0.124807639897844,0.147301159695801,-0.21717102889707,0.239664548695028,90.5826130658652,0.0237864801633846,4651,48113,TRUE,0.12,-0.02,0.26,"-999","Standard mean difference",7,4651," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_fruit and veg intake","Diet: Fruit and vegetable intake","Benefit","overall","overall",TRUE,54,NA,NA
"48113_004",TRUE,6,0.0337790154622691,-0.0058762766807301,0.0734343076052683,-0.0327971052577662,0.100355136182304,58.5326987673464,0.00141868123015903,6034,48113,TRUE,0.11,0.03,0.19,"0.007","Standard mean difference",6,7390," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_fruit and veg intake","Diet: Fruit and vegetable intake","Benefit","overall","overall",TRUE,42,NA,NA
"59740_002",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,59740,TRUE,0.09,-0.08,0.26,"-999","Standardized mean difference",3,-999,"computer-based nutrition interventions within schools","Intervention: Nutrition (in schools)","fruit and vegetable consumption","health behaviour","health behaviour_dietary","health behaviour_dietary_fruit and veg intake","Diet: Fruit and vegetable intake","Benefit","Overall","Overall",TRUE,77.11,NA,NA
"59588_017",TRUE,6,0.29909620499884,0.0452148533210091,0.55297755667667,-0.127137838541121,0.7253302485388,96.8795338400219,0.0931408301896049,1328,59588,TRUE,0.63,0.21,1.04,"0.003","Mean difference",6,1328,"Digital-based Intervention","Intervention: To promote health","Fruit and vegetable intake","health behaviour","health behaviour_dietary","health behaviour_dietary_fruit and veg intake","Diet: Fruit and vegetable intake","Benefit","RCTs","Study Design",TRUE,70,NA,NA
"48113_001",TRUE,3,0.0339473583716753,-0.00347231481037266,0.0713670315537232,-0.0288754464657895,0.0967701632091401,0,0,2739,48113,TRUE,0.07,-0.01,0.15,"-999","Standard mean difference",3,2739," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_fruit intake","Diet: Fruit intake","Benefit","overall","overall",TRUE,0,NA,NA
"59588_018",TRUE,4,-0.0101798859140949,-0.136181232440863,0.115821460612673,-0.221719894924823,0.201360123096633,86.7326042243201,0.0133079074421128,2455,59588,TRUE,0,-0.25,0.25,"-999","Mean difference",4,2455,"Digital-based Intervention","Intervention: To promote health","Fruit intake","health behaviour","health behaviour_dietary","health behaviour_dietary_fruit intake","Diet: Fruit intake","Benefit","RCTs","Study Design",TRUE,87,NA,NA
"52906_001",TRUE,4,0.227979309581217,0.046239593624257,0.409719025538178,-0.0771382324997729,0.533096851662208,88.6900816651204,0.0298280506106119,980,52906,TRUE,-999,-999,-999,"-999","standardized mean difference",4,980,"Nutrition interventions with gamification","Intervention: Nutrition (with gamification)","Nutritional knowledge","health behaviour","health behaviour_dietary","health behaviour_dietary_nutritional knowledge","Diet: Nutritional knowledge","Benefit","Overall","Overall",TRUE,-999,NA,NA
"47484_005",TRUE,3,-0.228106216088411,-0.481261188510408,0.0250487563335849,-0.653120762547111,0.196908330370288,91.0183373892323,0.043904708563646,758,47484,TRUE,-0.4,-0.759,-0.04,"0.029","Standarised mean difference",3,758," ","Intervention: To promote health (via mobile phone)","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_sugary beverage","Diet: Sugary drinks","Risk","overall","overall",TRUE,76.11,NA,NA
"48113_006",TRUE,5,-0.0104711917680386,-0.0489560724721629,0.0280136889360856,-0.0750823426433011,0.0541399591072239,53.8400155133666,0.00102494113657233,5812,48113,TRUE,-0.02,-0.1,0.06,"0.58","Standard mean difference",5,5812," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_sugary beverage or snacks","Diet: Sugary drinks and snacks","Risk","overall","overall",TRUE,54,NA,NA
"19816_122",TRUE,4,-0.200111614713101,-0.637610520381066,0.237387290954863,-0.934615848185905,0.534392618759703,99.0105305410642,0.19341674021016,2298,19816,TRUE,-0.28,-0.72,0.16,"0.212","Standardized mean difference",4,1174," ","Advertising: Unhealthy food","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_food choice","Diet: Unhealthy food choice","Risk","older than 8","age",TRUE,87.7,NA,NA
"19816_131",TRUE,8,0.220628464485483,0.121044831020007,0.320212097950959,0.0534403883157368,0.387816540655229,47.9888581527882,0.00966452259270217,710,19816,TRUE,0.46,0.21,0.72,"0.001","Standardized mean difference",8,879," ","Advertising: Unhealthy food","  ","health behaviour","health behaviour_dietary","health behaviour_dietary_food choice","Diet: Unhealthy food choice","Risk","younger than 8","age",TRUE,72.7,NA,NA
"35660_003",TRUE,33,0.113697770032504,0.0525850507954478,0.174810489269561,0.0110973968267258,0.216298143238283,88.2276755949784,0.0239013109106091,9525,35660,TRUE,0.118,0.066,0.171,"-999","Cohen's d",33,7690," ","Intervention: Health behaviours","  ","health behaviour","health behaviour_general","health behaviour_general ","Healthy behavior: General","Benefit","overall","overall",TRUE,45.90294352,NA,NA
"51998_003",TRUE,7,0.154525051220286,0.0288063777772604,0.280243724663311,-0.0565403861423585,0.36559048858293,69.7674983125913,0.0178381474967634,913,51998,FALSE,0.32,0.061,0.575,"","Cohen's d",7,1278," ","Video games: Health promoting content","  ","health behaviour","health behaviour_general","health behaviour_general","Healthy behavior: General","Benefit","overall","overall",TRUE,NA,NA,NA
"53832_001",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,53832,TRUE,0.51,0.03,0.98,"0.03","Hedge's g",34,-999,"Serious games","Video games: Health promoting content","Mental health and health behavior","health behaviour","health behaviour_general","health behaviour_general","Healthy behavior: General","Benefit","Overall","Overall",TRUE,98.45,NA,NA
"59588_016",TRUE,7,0.16755519337946,-0.0101990163055529,0.345309403064472,-0.130871197726402,0.465981584485321,86.3045940129839,0.0470630852488091,851,59588,TRUE,-999,-999,-999,"-999","Mean difference",7,851,"Digital-based Intervention","Intervention: To promote health","Counts per minute","health behaviour","health behaviour_physical activity","health behaviour_physical activity_counts","Physical activity: Counts per minute","Benefit","RCTs","Study Design",TRUE,-999,NA,NA
"48113_013",TRUE,12,0.082958361198587,0.0148802687818887,0.151036453615285,-0.0313359751734621,0.197252697570636,90.8714964953451,0.0121168660823111,10408,48113,TRUE,0.14,0.05,0.23,"0.003","Standard mean difference",12,10408," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","overall","overall",TRUE,75,NA,NA
"48113_014",TRUE,8,0.131362297221683,0.035471921740824,0.227252672702543,-0.0296252751528212,0.292349869596188,91.6088247821159,0.0163418014154604,5538,48113,TRUE,0.23,0.1,0.36,"0.0007","Standard mean difference",5,5538," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","at least 13 years","age",TRUE,76,NA,NA
"48113_019",TRUE,4,0.0306810021650922,-0.0351718146657735,0.0965338189959578,-0.0798773835171094,0.141239387847294,73.9430989960564,0.00332652373016279,3435,48113,TRUE,0.07,-0.06,0.19,"0.29","Standard mean difference",2,3435," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","overall","overall",TRUE,59,NA,NA
"60366_001",TRUE,9,0.149226592328873,0.0134353098121859,0.285017874845561,-0.078749456491017,0.377202641148764,70.2023387633282,0.0252865500339839,1101,60366,TRUE,-999,-999,-999,"-999","Cohen's d",7,1081,"mobile health interventions for decreasing insufficent physical activity","Intervention: To increase physical activity (via mobile phone)","decreasing the amount of insufficient physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","Overall","Overall",TRUE,64,NA,NA
"47484_008",TRUE,5,0.143677978754458,-0.0494580624777922,0.336814019986708,-0.180572523551777,0.467928481060693,82.8182176587344,0.0354574445417008,826,47484,TRUE,0.235,-0.067,0.537,"-999","Standarised mean difference",5,792," ","Intervention: To promote health (via mobile phone app)","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","overall","overall",TRUE,66.77,NA,NA
"47484_003",TRUE,6,0.201629820546727,0.0108983950130764,0.392361246080377,-0.118583642151832,0.521843283245285,85.979380306879,0.0443061918193104,906,47484,TRUE,0.341,0.019,0.664,"0.038","Standarised mean difference",6,872," ","Intervention: To promote health (via mobile phone)","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","overall","overall",TRUE,72.26,NA,NA
"47484_009",TRUE,1,0.451136088266239,0.275502584791768,0.626769591740709,0.156270089356598,0.746002087175879,0,0,80,47484,TRUE,1.011,0.251,1.771,"-999","Standarised mean difference",1,80," ","Intervention: To promote health (via text message)","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","overall","overall",TRUE,0,NA,NA
"59852_001",TRUE,3,0.315923903177999,0.23175062402662,0.400097182329377,0.174607824255283,0.457239982100714,0.012501897953634,1.31134433325396e-06,438,59852,TRUE,0.63,-0.16,1.41,"-999","Standardized mean difference",3,438,"digital interventions incorportating game elements and gamification techniques, such as points, levels, rewards, leaderboards, narratives and teams, that target physical activity and sedentary behaviour","Intervention: To promote physical activity (via gamification)","Physical activity outcomes","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","Overall","Overall",TRUE,39,NA,NA
"53014_001",TRUE,16,0.188640794942952,0.0760121086651401,0.301269481220763,-0.000448242331845955,0.377729832217749,72.6910293486399,0.037458053983831,967,53014,TRUE,0.44,0.11,0.77,"-999","Standardized mean difference",8,518,"Smart phone interventions for physical activity","Intervention: To promote physical activity (via mobile phone)","physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","Overall","Overall",TRUE,73.9,NA,NA
"53014_002",TRUE,3,0.407575714765323,0.0983820581362951,0.716769371394351,-0.111520554538985,0.926671984069631,80.4725647790849,0.0595891780955578,131,53014,TRUE,32.35,10.36,54.33,"0.07","Weighted mean difference",3,131,"Smart phone interventions for physical activity","Intervention: To promote physical activity (via mobile phone)","physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","Total physical activity","Outcome",TRUE,61.8,NA,NA
"53014_003",TRUE,7,0.0722941948107834,-0.0181903396412224,0.162778729262789,-0.0796176677282608,0.224206057349828,0,0,467,53014,TRUE,3.91,-1.99,9.81,"0.94","Weighted mean difference",5,353,"Smart phone interventions for physical activity","Intervention: To promote physical activity (via mobile phone)","physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","MVPA","Outcome",TRUE,0,NA,NA
"53014_004",TRUE,6,0.206174062088759,0.0117427404475862,0.400605383729932,-0.120251048957207,0.532599173134725,76.4121401396692,0.0446227926162624,369,53014,TRUE,1185,303,2068,"0.12","Weighted mean difference",5,289,"Smart phone interventions for physical activity","Intervention: To promote physical activity (via mobile phone)","physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","Steps","Outcome",TRUE,43,NA,NA
"53014_005",TRUE,9,0.285968430207079,0.11157043645874,0.460366423955418,-0.00682330722994129,0.5787601676441,76.4059209596762,0.0529119821432335,390,53014,TRUE,0.76,0.23,1.3,"-999","Standardized mean difference",4,166,"Smart phone interventions for physical activity","Intervention: To promote physical activity (via mobile phone)","physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","App","Intervention",TRUE,76.4,NA,NA
"53014_006",TRUE,7,0.0730564931361931,-0.00843317044103969,0.154546156713426,-0.0637541413735491,0.209867127645935,0,0,577,53014,TRUE,0.18,-0.06,0.42,"0.99","Standardized mean difference",3,259,"Smart phone interventions for physical activity","Intervention: To promote physical activity (via mobile phone)","physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","SMS","Intervention",TRUE,0,NA,NA
"53014_007",TRUE,7,0.151224115670169,0.0601955655970271,0.24225266574331,-0.00160107892896236,0.304049310269299,0.00742319209625026,1.13877875674608e-06,439,53014,TRUE,0.64,0.1,1.18,"-999","Standardized mean difference",3,190,"Smart phone interventions for physical activity","Intervention: To promote physical activity (via mobile phone)","physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","Children","Age",TRUE,74.1,NA,NA
"53014_008",TRUE,9,0.20513992404647,0.0221591538881966,0.388120694204744,-0.102061187965837,0.512341036058778,82.5141928377212,0.0633187852574393,528,53014,TRUE,0.32,-0.12,0.75,"0.002","Standardized mean difference",5,328,"Smart phone interventions for physical activity","Intervention: To promote physical activity (via mobile phone)","physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","Adolescents","Age",TRUE,74.8,NA,NA
"59900_004",TRUE,3,-0.011859550578729,-0.0877078649571466,0.0639887637996886,-0.139199087411777,0.115479986254319,88.6207723590803,0.00390668256726007,6534,59900,TRUE,-999,-999,-999,"-999","-999",2,3703,"Video gaming","Video games: General","Physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","Overall","Overall",TRUE,-999,NA,NA
"47837_001",TRUE,7,0.126032335781914,-0.0890840772583371,0.341148748822165,-0.235120375734727,0.487185047298555,89.7707875024327,0.072935326978829,753,47837,TRUE,0.3,-0.15,0.75,"0.19","Standardised mean difference",7,648," ","Video games: Health promoting content","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","overall","overall",TRUE,83,NA,NA
"47837_002",TRUE,4,-0.142291084980722,-0.375844692766501,0.0912625228050582,-0.534397468423188,0.249815298461744,79.3792426011672,0.0448815056692548,309,47837,TRUE,-0.22,-0.69,0.26,"0.37","Standardised mean difference",4,171," ","Video games: Health promoting content","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity","Physical activity: General","Benefit","overall","overall",TRUE,52,NA,NA
"59080_004",TRUE,3,0.00145044001930534,-0.106933513647586,0.109834393686196,-0.180512238692558,0.183413118731169,0,0,330,59080,TRUE,-0.11,-13.87,13.65,"-999","Mean difference",3,330,"Active video games","Video games: Physically active","Light physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity_lpa","Physical activity: Light intensity","Benefit","Overall","Overall",TRUE,11,NA,NA
"48113_010",TRUE,6,0.178107785251376,0.0461981417759876,0.310017428726765,-0.0433514922767226,0.399567062779476,36.4190650925556,0.00985471726249831,324,48113,TRUE,0.33,0.05,0.61,"0.02","Standard mean difference",6,324," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_physical activity","health behaviour_physical activity_mvpa","Physical activity: Moderate-to-vigorous intensity","Benefit","overall","overall",TRUE,30,NA,NA
"59588_013",TRUE,7,-0.0315341869981659,-0.162144494717252,0.0990761207209203,-0.250812047381347,0.187743673385015,81.3762667313977,0.0240834853618157,1257,59588,TRUE,-0.55,-4.6,3.5,"-999","Mean difference",7,1257,"Digital-based Intervention","Intervention: To promote health","MVPA","health behaviour","health behaviour_physical activity","health behaviour_physical activity_mvpa","Physical activity: Moderate-to-vigorous intensity","Benefit","RCTs","Study Design",TRUE,68,NA,NA
"59588_014",TRUE,3,0.0663118182315241,0.0100254822612937,0.122598154201755,-0.0281856799820676,0.160809316445116,0.121082453855881,8.21740953300696e-06,1210,59588,TRUE,3.92,0.54,7.3,"0.02","Mean difference",3,1210,"Digital-based Intervention","Intervention: To promote health","MVPA","health behaviour","health behaviour_physical activity","health behaviour_physical activity_mvpa","Physical activity: Moderate-to-vigorous intensity","Benefit","Quasi-experimental","Study Design",TRUE,1,NA,NA
