handle,author_id,name,party,N_tweets,followers_count,following_count,tweet_count,created_at,congress,type,NG_unreliable_share,NG_score_mean,accuracy_mean,transparency_mean,independent_unreliable_share,avg_belief_score,avg_truth_score,avg_belief_score_2010_to_2013,avg_truth_score_2010_to_2013,avg_belief_score_2019_to_2022,avg_truth_score_2019_to_2022,LIWC_analytic_mean,LIWC_authentic_mean,LIWC_moral_mean,VADER_neg_mean,VADER_pos_mean,VADER_neu_mean,VADER_compound_mean,ideology_mean,ideology_std,ideology_count,state,pf_score
rep_stevewomack,234469322,Rep. Steve Womack,Republican,7663,27131,1924,11076,2011-01-05 18:53:03+00:00,118.0,official,0.0024096385542168677,90.64578313253013,3.922222222222222,2.7472222222222222,0.09722222222222222,-0.11294649911637868,-0.11025170010367749,-0.1641988679328239,-0.15349267645918152,-0.06583580660835406,-0.06284303469569824,82.58526556179042,27.357461829570667,0.4022275871068772,0.03102087955108965,0.15931410674670496,0.8096624037583192,0.36941979642437683,,,,AR,
AustinScottGA08,234797704,Rep. Austin Scott,Republican,3127,29156,701,3743,2011-01-06 16:01:46+00:00,118.0,official,0.012658227848101266,89.55274261603375,3.827777777777778,2.65,0.09444444444444444,-0.014698922097754641,-0.01704381356942554,-0.005270887707433522,-0.01892781164054818,0.003694065314079549,-0.0038642751857165805,81.28573712823793,29.012791813239527,0.47645666773265105,0.03984873680844259,0.164108410617205,0.7960399744163735,0.3443412855772306,0.7720487579339683,0.10386999556581253,9.0,GA,
RepLarryBucshon,234812598,"Larry Bucshon, MD",Republican,5189,25914,2115,7164,2011-01-06 16:45:56+00:00,118.0,official,0.002012072434607646,88.24044265593561,3.7142857142857144,2.585714285714286,0.12,-0.06345557791152209,-0.03911814127458738,-0.11775373279553886,-0.08668365772580786,-0.00931277631366609,-0.0007315866570426562,85.26861244941222,28.299926768163424,0.290136827905184,0.037629408363846595,0.13455347851223742,0.8278107535170554,0.2493715744844864,0.7429781754425441,0.06502815300699213,9.0,IN,
RepChuck,235190657,Chuck Fleischmann,Republican,3942,24358,974,4839,2011-01-07 15:46:29+00:00,118.0,official,0.027906976744186046,85.23372093023256,3.7238372093023258,2.5436046511627906,0.09883720930232558,0.003048952313579776,-0.010501121347870155,-0.011171107196737386,-0.023492311970865827,0.01175838359708698,-0.0029410552733805948,81.97368340943683,27.73717148655505,0.6255530187721968,0.05318594622019279,0.17105733130390666,0.7757465753424657,0.3171479959411466,,,,TN,
SenCoryGardner,235217558,Cory Gardner,Republican,5244,137207,280,5995,2011-01-07 17:02:56+00:00,116.0,official,0.005405405405405406,93.16126126126126,4.107784431137724,2.8642714570858283,0.02594810379241517,8.095211697730281e-05,0.025279774893969834,-0.0201916364458588,0.000591005370096648,0.0008832651326424696,0.0339898929292031,83.81410945842867,29.685701754385967,0.4428966437833715,0.05157398932112891,0.15216666666666667,0.7962622044241038,0.2958573798627002,0.7711619385514076,0.038306095617418476,8.0,CO,0.333
HawleyMO,2352629311,Josh Hawley,Republican,5481,1230828,943,6891,2014-02-20 03:13:57+00:00,117.0,official,0.07348560079443893,83.58639523336643,3.4093319194061507,2.4517497348886534,0.12089077412513255,0.05891970126599328,0.028897888861038338,,,0.08087364408029177,0.052351402194040574,75.97298850574713,25.452942893632546,0.6566995073891625,0.06713793103448276,0.1432234993614304,0.7896380222587119,0.16478009487319834,0.8293468018697404,0.031276192483213026,3.0,MO,0.479
DesJarlaisTN04,235312723,Scott DesJarlais,Republican,4421,23072,1971,6329,2011-01-07 21:47:44+00:00,118.0,official,0.0297723292469352,86.28984238178634,3.6254266211604094,2.5119453924914676,0.13993174061433447,-0.02323827145009524,-0.014641338686094015,-0.05395204391050843,-0.035619264680949815,0.028335035431290338,0.014736174817559637,81.25456684008142,27.08786699841665,0.5584935534946844,0.062343813616828773,0.13400452386337933,0.8036491743949332,0.16048491291562994,,,,TN,0.5
YoungKimCA,2355919591,Young Kim,Republican,2499,32182,210,2967,2014-02-22 06:41:55+00:00,117.0,official,0.01687116564417178,89.40030674846626,3.8998242530755713,2.7838312829525482,0.022847100175746926,-0.007006014801459055,-0.022315133734839034,,,0.028809450163088047,0.007852870020477234,77.97269707883153,27.438839535814328,0.5805922368947579,0.05172549019607843,0.18843857543017206,0.7598299319727891,0.38051568627450977,0.36915388905477914,0.07780002577139929,3.0,NJ,
davidcicilline,23593446,David Cicilline,Democrat,15337,150363,5054,23341,2009-03-10 13:53:21+00:00,116.0,official,0.007683863885839737,93.26728869374314,3.8785471055618617,2.765039727582293,0.009080590238365494,0.003289966730484119,-0.01900063578706708,-0.04969109190045815,-0.05600296939709291,0.05893832022781313,0.026323601818652245,76.83988262910798,29.158785211267606,0.7127445226917057,0.05324678881137119,0.1997555584534133,0.7469968051118211,0.279745152246202,,,,,0.522
EleanorNorton,23600262,Eleanor #DCStatehood Holmes Norton,Democrat,7321,71527,48185,9082,2009-03-10 14:47:46+00:00,118.0,official,0.0,93.8963133640553,4.2063882063882065,2.8894348894348894,0.019656019656019656,-0.02020303929745285,-0.006021045226364903,-0.05702047382314914,-0.05416954476447877,-0.019361661262864444,0.001064562874993757,84.79308743169399,32.69533606557377,0.40880054644808744,0.05142576150799071,0.10196803715339435,0.8466027865045759,0.14441554432454584,,,,DC,
DebDingell,2361650234,Debbie Dingell,Democrat,627,25631,425,742,2014-02-25 21:04:45+00:00,116.0,official,0.0,95.10416666666667,4.05,2.85,0.0,0.035720128495524764,0.011676230300901176,,,0.0457630117791649,0.04062605379772059,78.31966507177033,31.450653907496015,0.5189473684210526,0.040867623604465705,0.1831866028708134,0.7759266347687401,0.40230940988835723,,,,,
NormaJTorres,236279233,Rep. Norma Torres,Democrat,9732,80850,1083,13474,2011-01-10 06:30:14+00:00,118.0,official,0.0010362694300518134,93.81968911917099,4.193002257336343,2.899548532731377,0.0,-0.04902243172828266,-0.02976872141697477,-0.15252026663854593,-0.10652521346324915,-0.053551490845586,-0.03593102641676979,81.9415700780929,24.87193690916564,0.6687063296341965,0.05766933826551583,0.14019225236333746,0.8021349157418824,0.23868098027127005,0.1146286995490602,,1.0,CA,
SenGaryPeters,236511574,Senator Gary Peters,Democrat,8673,149563,1278,9725,2011-01-10 19:17:36+00:00,117.0,official,0.006435006435006435,95.07657657657657,4.124579124579125,2.962962962962963,0.0016835016835016834,0.0007586477276562945,0.022562452963623792,0.00044328451339545067,0.005909657328129184,-0.0008267407923381013,0.01929261325230477,83.51603827971867,26.481154156577883,0.6345635881471232,0.051147123256082096,0.1886564049348553,0.7601962412083477,0.4076140781736423,0.3693175814439057,0.08915304033869012,9.0,MI,0.5
RepJimmyGomez,2371339658,Rep. Jimmy Gomez,Democrat,6772,52399,3868,8950,2014-03-04 03:56:14+00:00,118.0,official,0.0,94.07727272727273,3.990228013029316,2.8338762214983713,0.003257328990228013,-0.017657493228803334,-0.023187380528857906,,,-0.019209451673574563,-0.023136132281368706,80.63305375073834,23.418885115180153,0.6076890135853515,0.062137034849379796,0.12763275251033668,0.8102308033077377,0.23988086237448314,0.23556260594102185,0.08573817190031846,5.0,CA,
MichaelJCloud,23725826,Michael Cloud,Republican,865,2901,260,1674,2009-03-11 05:06:29+00:00,116.0,official,0.0975609756097561,84.08536585365853,3.2708333333333335,2.375,0.16666666666666666,-0.005302891242756687,-0.03374999629941335,0.026354863415284032,-0.004104948474125668,0.0029632394478201446,-0.03279150961749445,77.4135028901734,32.00350289017341,0.566335260115607,0.030120231213872833,0.1633086705202312,0.8065653179190752,0.3573804624277456,0.6538729258530067,0.07018570068944967,4.0,TX,
RepMoBrooks,237299871,Mo Brooks,Republican,3671,117068,2055,5104,2011-01-12 14:46:14+00:00,117.0,official,0.16234887737478412,77.99654576856649,3.225473321858864,2.287435456110155,0.2117039586919105,-0.0179985576493726,-0.024546197226296782,-0.05750272743786881,-0.046053621528217306,-0.014541042044092506,-0.030256521212641822,84.5622309997276,23.789515118496322,0.7017788068646146,0.08041514573685644,0.16008989376191776,0.7594892399891038,0.20392399891037866,0.7893611180228564,0.07127534265462647,9.0,AL,
RandyFeenstra,23764160,Randy Feenstra,Republican,1328,8341,1948,1955,2009-03-11 13:45:07+00:00,117.0,official,0.015384615384615385,86.93076923076923,4.270833333333333,2.7291666666666665,0.041666666666666664,0.02779064543428401,-0.01021841731614204,,,0.02779064543428401,-0.01021841731614204,75.9532530120482,24.291739457831326,0.525007530120482,0.030449548192771084,0.2160941265060241,0.7534525602409639,0.5054488704819277,,,,IA,
RepSteveChabot,237750442,Archive: Rep. Steve Chabot,Republican,3750,36604,2802,5341,2011-01-13 15:03:08+00:00,117.0,official,0.0043859649122807015,91.79385964912281,4.217821782178218,2.8118811881188117,0.04455445544554455,-0.02507119776172456,-0.021182724348375998,-0.0017415687123591781,-0.0011484525658861896,-0.0327528008686251,-0.019514003620023607,82.714104,26.348752,0.34617600000000004,0.033739200000000004,0.14775893333333334,0.8185010666666667,0.31836712,,,,,
SteveChabot,23775782,Steve Chabot,Republican,1425,3595,214,2338,2009-03-11 15:14:08+00:00,116.0,official,0.04245283018867924,89.11084905660377,3.9285714285714284,2.642857142857143,0.08333333333333333,0.027082896707347003,9.88013098580973e-06,-0.12032256601540867,-0.12278466857071353,0.02918890718762297,0.0032601149603099073,81.55256842105264,31.974133333333334,0.4373684210526316,0.06558035087719298,0.1549838596491228,0.7794175438596491,0.2228801403508772,,,,,
RepHartzler,237763317,Archive: Rep. Vicky Hartzler,Republican,7679,33949,988,9229,2011-01-13 15:38:52+00:00,117.0,official,0.03594771241830065,85.72222222222223,3.610805860805861,2.532967032967033,0.12087912087912088,-0.023715182810207697,-0.02248323175823266,-0.02133314729508575,-0.01742324743936788,0.020901213203577643,0.009408105626608362,83.42077614272692,27.32025654382081,0.527792681338716,0.04979489516864175,0.15767547857793984,0.7925262403958849,0.28885348352650086,,,,,0.45
RepWalberg,237862972,Rep. Tim Walberg,Republican,4873,21915,1502,6302,2011-01-13 20:26:26+00:00,118.0,official,0.0,93.49891540130152,3.8563218390804597,2.7873563218390807,0.04885057471264368,-0.017658195808438058,0.00044723955982050993,-0.0398166781321177,-0.02130869803954452,0.026910836276252306,0.029360879484174762,87.18169095013339,23.79705520213421,0.4565729530063616,0.050027088036117384,0.18549394623435256,0.764480197003899,0.32576230248307,,,,MI,
RepRobWoodall,2382685057,Rob Woodall,Republican,1286,16791,712,1459,2014-03-10 21:01:47+00:00,116.0,official,0.0,94.0,4.076190476190476,2.7904761904761903,0.06666666666666667,-0.033629854317057055,-0.02732180446155946,,,-0.027213563721436802,-0.013971110403354966,83.7698833592535,26.07334370139969,0.3606687402799378,0.029938569206842923,0.1825692068429238,0.78748833592535,0.4455563763608087,0.593987131375755,0.07200913594659249,8.0,GA,0.667
ClyburnSC06,2389877058,Jim Clyburn,Democrat,564,19400,601,915,2014-03-14 21:27:09+00:00,116.0,official,0.0,93.2,4.260869565217392,2.9130434782608696,0.043478260869565216,0.0047151291007307755,-0.0019826369588445344,,,0.005765612778292583,-0.01245893120929639,76.63874113475177,33.71345744680851,0.5371631205673758,0.03362765957446809,0.15135106382978722,0.8150177304964539,0.3369732269503546,,,,,0.333
DougJones,239548513,Doug Jones,Democrat,1896,256197,693,2103,2011-01-17 21:52:04+00:00,116.0,official,0.0,94.95769230769231,4.0256410256410255,2.9316239316239314,0.0,0.07210792410275116,0.006622518983210824,,,0.07900274217630827,0.0011829861983947058,66.27684599156117,30.85690400843882,0.7132225738396625,0.05152162447257384,0.16453059071729959,0.783940400843882,0.344684388185654,0.5952741118992865,0.0718721025674225,3.0,AL,0.45
RepKenMarchant,23976316,Former Rep. Kenny Marchant,Republican,3702,23986,1929,5170,2009-03-12 16:19:18+00:00,116.0,official,0.010014306151645207,89.3319027181688,3.535919540229885,2.4913793103448274,0.13936781609195403,-0.024115591550509446,0.0063573801393942255,-0.025563121129568003,0.01069132276229616,-0.009652527681263273,0.00018503301690271298,87.65293354943273,20.98495948136143,0.424935170178282,0.059452998379254454,0.12254646137223121,0.8179959481361426,0.14856291193949217,0.8057902889891881,0.08667571223855094,8.0,TX,
RepKarenBass,239949176,Congressmember Bass,Democrat,5725,184056,2593,6789,2011-01-18 20:25:36+00:00,117.0,official,0.0,93.87855297157623,3.950268817204301,2.8266129032258065,0.0013440860215053765,0.019671476706142155,0.018517987862640282,-0.003749998712873893,0.006209335885407866,0.04077882672999328,0.030349767379894275,78.1660384279476,29.179048034934496,0.7108192139737991,0.07303406113537118,0.11986043668122272,0.8071081222707425,0.10103152838427946,,,,,
RepJeffDuncan,240393970,Rep. Jeff Duncan,Republican,9926,65078,13700,13305,2011-01-19 20:45:16+00:00,118.0,official,0.09333333333333334,81.86030303030303,3.334640522875817,2.3718954248366013,0.1738562091503268,0.037505433698967486,0.020619401149731813,0.047547495777210014,0.03396738228231927,0.02434089316223108,0.011597817705409455,70.81950231714688,32.30970884545638,0.4973735643763853,0.065190006044731,0.13732349385452347,0.7974867015917791,0.15715330445295186,0.9042892753793438,0.05902657840442982,9.0,SC,
RepMcKinley,240427862,David B. McKinley,Republican,6490,32965,1123,8666,2011-01-19 22:29:00+00:00,117.0,official,0.010978956999085087,90.18618481244282,3.7096100278551534,2.5940111420612815,0.11002785515320335,-0.028279104497764374,-0.002083266689060364,-0.05570271011639595,-0.024946698551695262,-0.004939617834397996,0.015984206206940653,84.43321109399076,23.87542372881356,0.3650169491525424,0.0511824345146379,0.14056656394453004,0.8082463790446842,0.2340884745762712,,,,,0.8
RepGosar,240760644,"Rep. Paul Gosar, DDS",Republican,10585,297321,4053,15668,2011-01-20 17:44:27+00:00,118.0,official,0.1344327836081959,81.33183408295852,3.13551151580075,2.2560257096946974,0.25977504017139796,-0.011105291346457293,-0.005067526151624547,-0.010480924592655202,0.0008309126631950159,0.025525603691326816,0.023384237215032102,79.88081152574398,27.69058762399622,0.554470477090222,0.06521067548417572,0.12203514407179972,0.8127529522909778,0.12310236183278225,,,,AZ,
PortmanPress,240790556,Portman Press Office,Republican,710,1959,4,777,2011-01-20 19:09:24+00:00,115.0,staff,0.008928571428571428,90.68303571428571,3.9642857142857144,2.7261904761904763,0.10714285714285714,-0.04985641184913715,-0.01521069751043767,-0.04985641184913715,-0.01521069751043767,,,89.86574647887323,18.69819718309859,0.20743661971830987,0.05959436619718309,0.10254225352112677,0.8378563380281691,0.10026915492957747,,,,,
RepYvetteClarke,240812994,Yvette D. Clarke,Democrat,10481,84376,3932,15642,2011-01-20 20:14:21+00:00,118.0,official,0.0014947683109118087,93.88116591928251,3.746095717884131,2.6760705289672546,0.0025188916876574307,-0.0011565027465669465,0.004132860190594584,0.030495643785210868,0.05793757425942882,0.022126632434134836,0.001906892026873297,79.8874515790478,24.768038355118787,0.8064984257227363,0.07264593073180041,0.138998855071081,0.7883560728938078,0.16614118881786089,,,,NY,
Norma4Congress,2409478435,Norma Torres,Democrat,1275,5566,190,2190,2014-03-24 19:45:00+00:00,116.0,official,0.0,93.05086848635236,4.052631578947368,2.8596491228070176,0.005012531328320802,0.03271908727277234,0.002061790072761701,,,0.03948158252764676,0.007835527189067444,76.3930376766091,21.725824175824176,0.8423861852433281,0.07693019607843136,0.13892313725490196,0.7841443137254902,0.18353482352941178,0.1146286995490602,,1.0,NY,
janschakowsky,24195214,Jan Schakowsky,Democrat,9323,54980,1607,15341,2009-03-13 16:03:17+00:00,117.0,official,0.0010395010395010396,94.1943866943867,4.019271948608137,2.8329764453961457,0.0021413276231263384,0.03192419725988398,0.033170480022588635,0.01297277893483862,0.017741650790799854,0.020575458644849415,0.03012940805669034,77.59260216668454,28.017570524509278,0.6925699882012227,0.07136275876863671,0.13072423039794057,0.7979150488040331,0.16670393650112625,,,,,0.833
AndyKimNJ,24215154,Andy Kim,Democrat,3499,109815,1184,3869,2009-03-13 17:54:05+00:00,116.0,official,0.002369668246445498,96.39454976303317,3.9569444444444444,2.8583333333333334,0.0,0.06441055814671037,0.011604699777406264,,,0.0720363683022251,0.013008438195517166,66.74537867962275,40.14275507287797,0.4443098028008002,0.05657302086310375,0.14587682194912832,0.7975427264932837,0.3022859674192626,0.36915388905477914,0.07780002577139929,3.0,NJ,
RepMcGovern,242426145,Rep. Jim McGovern,Democrat,11201,109585,710,15672,2011-01-24 19:18:36+00:00,118.0,official,0.00234192037470726,95.06362217017954,4.046141607000796,2.8552108194112966,0.0031821797931583136,0.007988773528817364,-0.011387526636997483,0.017303195904526388,0.012133486562940936,0.016741178908635933,-0.001229010006860683,78.94071964285713,24.65090714285714,1.04688125,0.07792679225069189,0.1543605928042139,0.7677136862780108,0.20061830193732702,,,,MA,
SenWhitehouse,242555999,Sheldon Whitehouse,Democrat,16912,584224,2017,21030,2011-01-25 01:52:03+00:00,117.0,official,0.001088613106901807,95.66998693664272,3.957572502685285,2.857465091299678,0.0030075187969924814,0.0514510471318695,0.042390960767612285,-0.04851153095291119,-0.040867274598082926,0.07957483196297503,0.06362341218982058,77.05706894512771,24.861362346263007,0.7159005439924314,0.06807284768211921,0.14166065515610216,0.7902675614947966,0.2049650248344371,,,,,0.71
RepFrankLucas,242772524,Frank Lucas,Republican,2094,23707,410,2632,2011-01-25 15:24:07+00:00,118.0,official,0.004132231404958678,93.40495867768595,4.07,2.905,0.025,-0.031006240671975816,-0.008327609527700952,0.006386486583622913,-0.024061735936536224,-0.0502793907735379,-0.016515258249257574,86.81434574976122,25.562664756446992,0.37898280802292267,0.036977077363896854,0.1628447946513849,0.8001671442215854,0.4240429799426934,,,,OK,
SenatorLeahy,242836537,Sen. Patrick Leahy,Democrat,11891,228188,2700,19100,2011-01-25 18:20:07+00:00,117.0,official,0.0,95.15838278931751,4.027380952380953,2.8444444444444446,0.006349206349206349,-0.0873723695151508,-0.06874928847377974,-0.09806114906317877,-0.059638153382921714,-0.04968573455076135,-0.050649844762846556,81.98465646287109,21.65642586830376,0.7335589941972921,0.05450206038180136,0.12790194264569843,0.8175943991253889,0.18338202842485912,,,,,
RepTipton,242873057,Rep. Scott Tipton,Republican,2683,24401,1320,3708,2011-01-25 20:01:25+00:00,116.0,official,0.0,94.15853658536585,3.7389380530973453,2.6415929203539825,0.14601769911504425,-0.02695876858865744,0.0036358967431781683,-0.04818306414666494,-0.015692213646342993,0.03125616548113809,0.04978103751821919,85.2839321654864,29.15721207603429,0.3841707044353336,0.04282855013045099,0.1549508013417816,0.8022150577711517,0.2891020872158032,0.7767928119849085,0.05531397609621124,8.0,CO,
HerreraBeutler,242926427,Jaime Herrera Beutler,Republican,2018,64081,918,2184,2011-01-25 22:36:44+00:00,117.0,official,0.0,93.79009433962264,4.6380952380952385,2.947619047619048,0.004761904761904762,0.005513264712996438,0.02728816774984472,-0.035816067792832966,-0.008721096707031195,0.015139959691016842,0.036367858009269276,81.05074826560951,30.09548067393459,0.4503072348860258,0.043439048562933597,0.16816005946481663,0.7884018830525272,0.39811427155599605,,,,WA,
GrothmanforWI,2432952828,Glenn Grothman,Republican,1703,2600,250,1893,2014-04-08 03:13:20+00:00,116.0,official,0.01764705882352941,85.94411764705882,3.4788135593220337,2.4152542372881354,0.13135593220338984,-0.008093711829040522,-0.031027538983179184,,,0.026667913249922053,-0.010438542088666642,81.29789782736349,31.04535525543159,0.3622254844392249,0.042085143863769825,0.18657839107457427,0.771331767469172,0.4160374633000587,0.8848356538804127,0.06269209228761205,7.0,WI,0.5
RepJimCosta,245451804,Rep. Jim Costa,Democrat,4260,29376,869,5401,2011-01-31 18:42:23+00:00,118.0,official,0.005917159763313609,94.28698224852072,4.153846153846154,2.909090909090909,0.006993006993006993,-0.03429240224618147,-0.013491248478087586,-0.07984370234717242,-0.05949007236810025,-0.009762015261344254,0.017055723512917884,82.75582394366197,24.108307511737088,0.6758028169014084,0.044951173708920183,0.17106455399061032,0.7839838028169015,0.39658894366197184,,,,CA,
TeamPelosi,2461810448,Nancy Pelosi,Democrat,6393,1020177,7772,11304,2014-04-24 15:17:41+00:00,116.0,official,0.017743979721166033,92.2382762991128,3.892998678996037,2.7476882430647294,0.018494055482166448,0.035416626709691326,0.007967203895096113,,,0.009692690039794411,-0.009750962238195651,75.29933677459721,16.59584702017832,0.7133411543876115,0.07462474581573597,0.14055670264351633,0.7848176130142344,0.21113333333333334,,,,,0.399
StevenHorsford,246478393,Steven Horsford,Democrat,2508,13606,6531,3937,2011-02-02 21:26:52+00:00,116.0,official,0.040268456375838924,94.62751677852349,4.097560975609756,2.934959349593496,0.0,0.0073127343951896046,-0.012426818456805008,0.011425470734332296,-0.006211896338878952,0.005830703700718434,-0.012418001088121178,77.48152312599682,27.783026315789474,0.6250717703349282,0.03984649122807018,0.19246331738437,0.7676822169059011,0.42151838118022333,0.27044520521065046,0.08159510777249439,5.0,NV,
SenatorDurbin,247334603,Senator Dick Durbin,Democrat,19920,741430,2413,22865,2011-02-04 15:50:42+00:00,117.0,official,0.0,95.7428417071853,4.106761565836299,2.9377224199288254,0.0005931198102016608,0.028478455327143517,0.0407566373487439,0.019583839995414656,0.037460445671099324,0.026140007933575935,0.028280732135960204,82.87818724899599,27.63720180722892,0.7514302208835342,0.07617324297188756,0.126809437751004,0.7970133534136545,0.14427717871485946,,,,,0.512
PeteSessions,24735461,Pete Sessions,Republican,6066,37130,1100,8572,2009-03-16 17:54:52+00:00,118.0,official,0.028225806451612902,87.72983870967742,3.7274725274725276,2.5538461538461537,0.14725274725274726,-0.0417128757988257,-0.024582275220017723,-0.09802042806614628,-0.06226481962658948,0.034650273878254645,0.022931481776658165,84.92960764919222,31.674812067260138,0.47679195515990763,0.0373712495878668,0.1446788658094296,0.817945763270689,0.267401137487636,,,,TX,
RepHankJohnson,24745957,Rep. Hank Johnson,Democrat,5893,55537,1599,8801,2009-03-16 18:52:49+00:00,118.0,official,0.010666666666666666,93.45333333333333,4.0606060606060606,2.8424242424242423,0.015151515151515152,-0.015590109815372894,-0.004883976456953677,-0.0037860298193969134,-0.0007387660302832033,-0.027104045940730775,-0.013441909590054006,80.9715509927032,24.00225352112676,0.7937010011878499,0.06,0.1472779568980146,0.7927262854233836,0.23577878839300867,0.21675663799414982,0.06285035144924171,9.0,GA,0.583
SherrodBrown,24768753,Sherrod Brown,Democrat,5415,90825,4701,6328,2009-03-16 21:01:17+00:00,116.0,official,0.0028129395218002813,93.45288326300985,4.007029876977153,2.8312829525483303,0.007029876977152899,0.04110257900003821,0.03801266018657144,0.013582465356281987,0.03414635969063711,0.05973949134834153,0.02440203685833043,77.98551061865189,21.619940904893813,0.5455032317636196,0.06117174515235457,0.14064856879039703,0.7981761772853185,0.20748703601108034,0.13072449756313367,0.03250416440749993,9.0,OH,0.649
sethmoulton,248495200,Seth Moulton,Democrat,9792,145150,2472,13001,2011-02-07 03:35:59+00:00,116.0,official,0.0006435006435006435,94.14527027027027,3.9922850844966935,2.896767083027186,0.0029390154298310064,0.04698724386380266,0.023253203251000262,-0.019250393427978775,-0.03179209498377818,0.08625338355511307,0.05079429424044149,71.91509599673202,27.028351715686274,0.6519812091503268,0.05995363562091503,0.16183517156862745,0.7782078227124183,0.24895242034313725,0.3339024092013541,0.06268122496960347,7.0,MA,0.563
TomGravesGA14,24852012,Archive: Tom Graves,Republican,962,2790,681,1571,2009-03-17 07:02:42+00:00,116.0,official,0.07954545454545454,87.54829545454545,3.3741496598639458,2.4149659863945576,0.19047619047619047,0.03934845783182859,0.017490041276511742,0.027453416074738703,0.0045913432930272564,0.04304522953335005,0.005838497617502654,75.16199584199583,27.12006237006237,0.4424428274428274,0.058480249480249484,0.16037525987525988,0.7811434511434512,0.22863160083160083,0.7333172843184576,0.06954635100831584,7.0,GA,
RepBarbaraLee,248735463,Rep. Barbara Lee,Democrat,11393,330307,16368,14811,2011-02-07 16:28:28+00:00,118.0,official,0.0012175324675324675,95.32873376623377,3.8914695945945947,2.811233108108108,0.004222972972972973,0.034332923914335844,0.02320328237559005,-0.010729770118164941,0.003542413544756094,0.05051008437425752,0.03361525118268004,79.1335872904415,26.263865531466692,1.0459124023523216,0.0926262617396647,0.14771113841832706,0.7596568068111998,0.1240778284911788,0.009170109092701198,0.012687151822663657,9.0,CA,0.75
SenJonKyl,24905240,U.S. Senator Jon Kyl,Republican,45,11101,0,146,2009-03-17 16:15:00+00:00,115.0,official,,,,,,0.06799917638122947,0.05360116623142648,0.06799917638122947,0.05360116623142648,,,82.58311111111111,34.78911111111111,0.29866666666666664,0.06973333333333333,0.02928888888888889,0.9009555555555555,-0.09509999999999999,,,,AZ,
RepSpeier,24913074,Jackie Speier,Democrat,7830,192243,2565,9022,2009-03-17 17:02:38+00:00,117.0,official,0.0010416666666666667,94.78541666666666,4.011930585683297,2.8579175704989153,0.006507592190889371,0.015181692174291177,0.0040670907315378145,0.0075698766329690866,0.012147335635550828,0.021738040711346263,-0.0011117415778127892,77.17032950191572,24.08983908045977,0.8965325670498084,0.09690421455938697,0.10989029374201788,0.7932040868454661,0.018564010217113666,,,,,
RepAnnaEshoo,249348006,Rep. Anna G. Eshoo,Democrat,2500,52457,926,3894,2011-02-08 21:36:03+00:00,118.0,official,0.0,95.08235294117647,4.094117647058823,2.9,0.011764705882352941,0.00164252309398296,0.025831958662764287,-0.009012130044813138,0.030114669060161556,-0.009267378426579476,0.010073395270742129,84.021304,29.86028,0.615644,0.0617216,0.13151880000000002,0.806756,0.18979768,,,,CA,
SanfordBishop,249410485,"Sanford Bishop, Jr.",Democrat,2359,26453,804,2827,2011-02-09 00:23:10+00:00,118.0,official,0.0,94.8943661971831,4.51063829787234,2.978723404255319,0.0,-0.08580617094587556,-0.06052460939764691,-0.11178144650830071,-0.08691170361132985,-0.05561165283176539,-0.031756644950299506,86.63758372191606,22.070856295040272,0.5852861381941501,0.032257312420517166,0.18327638830012716,0.784467571004663,0.4308039423484527,0.635455736823329,0.07105898294406691,6.0,GA,0.583
SenatorCarper,249787913,Senator Tom Carper,Democrat,10285,112800,1933,12212,2011-02-09 19:46:42+00:00,117.0,official,0.0,96.36165523996083,4.050399201596806,2.907185628742515,0.0029940119760479044,0.020088069798331522,0.03137628816024806,-0.04810302774647718,-0.021914665645820435,0.04225866160699638,0.04239914078478388,79.16890422946038,28.76372581429266,0.47810986874088474,0.052138842975206615,0.15402654350996597,0.793835683033544,0.29842619348565874,,,,,
RonWyden,250188760,Ron Wyden,Democrat,11369,513390,621,12971,2011-02-10 16:08:15+00:00,117.0,official,0.001265022137887413,95.71979759645794,4.040106951871658,2.891042780748663,0.004679144385026738,0.04851942144220981,0.04994665721594458,0.04309786178570907,0.07145438666230428,0.055315746456744884,0.04755422363105285,80.86562280084448,27.56207512315271,0.5865279732582688,0.07072090773155071,0.14341173366171167,0.7858625208901399,0.21116753452370482,,,,,0.6559999999999999
congbillposey,25086658,Bill Posey,Republican,650,33474,993,1543,2009-03-18 15:05:42+00:00,118.0,official,0.13636363636363635,80.45454545454545,2.7777777777777777,2.0,0.4444444444444444,-0.24129507873743913,-0.17747289509488234,-0.31319256095657266,-0.2534756910283072,-0.11969110084979336,-0.06486931537509633,92.44392307692308,18.05956923076923,0.49966153846153843,0.04535692307692307,0.13867538461538462,0.8159692307692308,0.18891938461538463,,,,FL,0.625
RepPeterDeFazio,252249233,Peter DeFazio,Democrat,2451,37902,895,3703,2011-02-14 20:20:20+00:00,117.0,official,0.002717391304347826,95.23641304347827,4.039877300613497,2.9079754601226995,0.003067484662576687,0.012963321231392605,0.03145696873611359,-0.0010517690190944913,0.009921349017067675,0.013411869545952838,0.04127106618650718,81.94442676458588,28.50937576499388,0.5179273765809874,0.07608527131782947,0.13409261525907792,0.7898266013871889,0.1772623419012648,,,,,0.542
