handle,author_id,name,party,N_tweets,followers_count,following_count,tweet_count,created_at,congress,type,NG_unreliable_share,NG_score_mean,accuracy_mean,transparency_mean,independent_unreliable_share,avg_belief_score,avg_truth_score,avg_belief_score_2010_to_2013,avg_truth_score_2010_to_2013,avg_belief_score_2019_to_2022,avg_truth_score_2019_to_2022,LIWC_analytic_mean,LIWC_authentic_mean,LIWC_moral_mean,VADER_neg_mean,VADER_pos_mean,VADER_neu_mean,VADER_compound_mean,ideology_mean,ideology_std,ideology_count,state,pf_score
Rep_Clyde,1357017361568694274,Rep. Andrew Clyde,Republican,1145,13979,638,2186,2021-02-03 17:25:52+00:00,118.0,official,0.042682926829268296,80.32317073170732,2.9430379746835444,2.1582278481012658,0.2721518987341772,0.030956249462888052,0.017384081702425797,,,0.030956249462888052,0.017384081702425797,79.67505676855896,22.73008733624454,0.8452489082969432,0.09273624454148473,0.09874410480349345,0.8085248908296943,-0.024326113537117906,0.6249994864564874,,1.0,GA,
WebsterCongress,136526394,Daniel Webster,Republican,367,2424,470,935,2010-04-24 05:33:40+00:00,116.0,official,0.0,91.5,3.875,2.875,0.0,-0.003089314471697333,-0.023211398548533813,0.00015628871102002837,-0.012608164698509212,0.040993439449481625,0.0006800999363443417,78.12267029972752,34.020108991825616,0.5053405994550408,0.028506811989100815,0.19349318801089918,0.7779891008174387,0.40674441416893736,,,,,
RepEllzey,1366523868253458437,Rep. Jake Ellzey,Republican,154,1974,120,244,2021-03-01 23:01:32+00:00,118.0,official,0.0,83.9,5.0,3.0,0.0,0.017750193230404946,-0.011094700763525782,,,0.017750193230404946,-0.011094700763525782,76.64253246753248,33.5975974025974,0.409025974025974,0.029902597402597406,0.15166233766233767,0.8184090909090909,0.40167012987012984,0.6344543410321596,,1.0,TX,
MattForMontana,1376252790,Matt Rosendale,Republican,1550,14071,766,1764,2013-04-24 05:42:15+00:00,117.0,official,0.024630541871921183,86.70935960591133,4.227777777777778,2.7111111111111112,0.07222222222222222,-0.029998828827607394,-0.06610870961226653,0.009467573032774406,-0.014393583713406174,0.03619970174526365,0.0019897971386124602,74.35775483870968,23.704045161290324,0.4944129032258065,0.04516580645161291,0.16918129032258064,0.7856587096774194,0.3838513548387097,,,,MT,0.017
RepTedDeutch,137794015,Ted Deutch,Democrat,9572,70896,2909,12762,2010-04-27 19:51:54+00:00,117.0,official,0.0021945866861741038,95.2117776152158,4.147786946736685,2.889722430607652,0.0007501875468867217,0.01902560467019014,0.015547287938733122,-0.020702129735555377,-0.0203998279951999,0.022553272838716547,0.016220395602148312,77.78286042624322,24.866442749686584,0.8204419139155871,0.09145497283744254,0.1356877350605934,0.7728517551190974,0.10506517969076473,0.2992615341020292,0.017592272040138253,8.0,FL,0.625
AOC,138203134,Alexandria Ocasio-Cortez,Democrat,9456,13473867,4149,14580,2010-04-28 22:38:40+00:00,116.0,official,0.0,93.4652278177458,3.8419811320754715,2.724056603773585,0.0023584905660377358,0.05351661475542122,0.014206644664732801,0.023168256792232493,0.007641610436369914,0.07756312387789718,0.03225847350466225,63.69898995240613,27.66916446324696,0.626653622421999,0.0551478426395939,0.1503249788494078,0.7945346869712352,0.21546270093062608,0.09425170681881738,0.006478105599776027,3.0,NY,0.183
joniernst,1383059977,Joni Ernst,Republican,3514,59112,133,4413,2013-04-26 22:53:06+00:00,116.0,official,0.11954765751211632,83.65428109854604,3.4565217391304346,2.375494071146245,0.2134387351778656,0.027260905237904073,-0.0033307146546460234,0.032442746905502105,-0.014279041732996217,0.044017241491483325,0.009461623190632951,76.99813602731929,29.89036994877632,0.4570660216277746,0.04966562322140011,0.17188133181559476,0.7784445076835516,0.3362207171314741,0.8729306721110023,0.06818843872479244,7.0,IA,0.357
TeamCalvert,138553197,Ken Calvert,Republican,324,1241,213,600,2010-04-29 21:56:33+00:00,116.0,official,0.0,93.33636363636364,3.807017543859649,2.736842105263158,0.07017543859649122,0.030908746973638827,0.013235572041062212,0.009252151956815953,0.02297920009476709,0.0512235136475052,0.010243248532950265,79.29950617283951,24.808827160493827,0.5999691358024691,0.05233024691358024,0.13250308641975309,0.8151635802469136,0.20501203703703705,,,,,
Rep_Stansbury,1404519992582942724,Rep. Melanie Stansbury,Democrat,4674,10767,227,3164,2021-06-14 19:25:16+00:00,118.0,official,0.0,94.07276995305165,4.0,2.911392405063291,0.0,-0.029398953976860414,-0.008144778148686752,,,-0.029398953976860414,-0.008144778148686752,79.78956354300385,31.341540436457,0.5385537013264869,0.041906290115532735,0.16536114676936245,0.7927299957210098,0.4629944801026958,0.1574279021423324,,1.0,NM,
rosadelauro,140519774,Rosa DeLauro,Democrat,6787,54285,3431,10200,2010-05-05 18:11:32+00:00,118.0,official,0.0013123359580052493,94.66633858267717,4.037292817679558,2.8701657458563536,0.008287292817679558,0.015070937372576015,0.03535194162478569,-0.03101472172548525,0.003373327698803545,0.021149110008874508,0.03841549183196168,80.88617209370855,23.8954943273906,0.6357551200825107,0.07213614262560779,0.14917135700604098,0.7786935317518786,0.21278597318402828,0.21954746139876263,0.016419323437640784,9.0,CT,
DustyJohnson,140529899,Dusty Johnson,Republican,888,4177,289,1198,2010-05-05 18:45:58+00:00,116.0,official,0.047619047619047616,84.70238095238095,3.8,2.64,0.12,-0.020621258846691522,-0.050216056098547984,-0.03195407505406583,-0.06293513662622595,0.004626650750346354,-0.0425756468426794,76.12270270270271,28.514774774774775,0.3169031531531531,0.03826126126126126,0.1465855855855856,0.8151418918918919,0.2667603603603603,0.26485183049723804,0.013396609186599708,2.0,SD,
PeterWelch,1410590874,Senator Peter Welch,Democrat,2909,37933,1856,3735,2013-05-07 16:10:47+00:00,117.0,official,0.003367003367003367,97.4057239057239,4.151685393258427,2.9258426966292137,0.0022471910112359553,0.02087084630018573,0.019736149618029917,-0.033441515607942736,-0.026007835908297524,0.038683018415612405,0.02933023228342959,80.46760398762461,26.20842213819182,0.5601993812306634,0.06104537641801306,0.1611570986593331,0.7777885871433482,0.29168346510828463,,,,,
JeanneShaheen,14125897,Jeanne Shaheen,Democrat,2297,21737,527,2642,2008-03-11 17:48:18+00:00,116.0,official,0.0,96.15734265734265,4.221719457013575,2.751131221719457,0.004524886877828055,0.0076482789077090794,-0.005391334762836798,0.02157905754029706,0.0028217842536372275,0.032786847112158006,0.010360413808760313,77.58874183717893,28.417483674357857,0.36437962559860687,0.04275272094035699,0.17139921636917718,0.7858554636482368,0.3714294732259469,,,,,0.596
tomudall,14140370,Tom Udall,Democrat,584,6444,811,702,2008-03-13 16:08:46+00:00,115.0,campaign,0.0,89.63333333333334,4.083333333333333,2.8333333333333335,0.0,0.005230288369016658,0.005959742000798821,0.0298142774599776,0.05393835391607594,0.07225300404220554,0.014836469571054611,82.71306506849315,23.837534246575345,0.3007876712328767,0.050474315068493154,0.15385787671232876,0.7956678082191782,0.2718191780821918,0.2802745624101465,0.05912927210231328,8.0,NM,
RonJohnsonWI,142332083,Ron Johnson,Republican,5986,57362,2716,7924,2010-05-10 16:05:01+00:00,116.0,official,0.03735632183908046,83.5933908045977,3.4290780141843973,2.4184397163120566,0.08156028368794327,-0.005905471766312423,-0.03155464349806339,-0.06252165740717364,-0.07592080919769383,0.07035412805799218,0.026612929800874867,82.94961242900101,20.28796191112596,0.3720531239558971,0.057724022719679254,0.14196876044102907,0.8003020380888741,0.18601710658202472,0.8104225955326892,0.06296339892636524,9.0,WI,0.483
CedricRichmond,142419647,Cedric Richmond,Democrat,973,21147,1353,2632,2010-05-10 21:02:57+00:00,116.0,official,0.0,90.71171171171171,4.04,2.8533333333333335,0.013333333333333334,-0.09557875880621923,-0.10223682890965162,-0.032868534438488875,-0.04572736538584342,-0.15011212091331685,-0.15423348469477088,80.79690647482015,20.37618705035971,0.3760945529290853,0.026483042137718397,0.1267852004110997,0.8467286742034943,0.22790853031860225,0.3227324451660912,0.05251865442967021,8.0,LA,
GaryPeters,145292853,Gary Peters,Democrat,2824,42190,779,3260,2010-05-18 16:10:02+00:00,116.0,official,0.025404157043879907,94.2309468822171,4.042042042042042,2.8978978978978978,0.0,0.025865024386067595,0.010451862992371483,-0.036208775970357966,-0.051951952309449524,0.050385065423599704,0.02967714800956509,78.10656161473088,27.857361898016997,0.5127478753541076,0.04864695467422096,0.17495184135977337,0.7764033286118981,0.3683621813031161,0.3693175814439057,0.08915304033869012,9.0,MI,0.5
jackiewalorski,14562874,Jackie Walorski,Republican,2516,4907,966,3382,2008-04-27 23:31:05+00:00,116.0,official,0.017578125,84.703125,3.741706161137441,2.571090047393365,0.07109004739336493,0.028901814388614278,0.007241777116149012,-0.09427281492494959,-0.09652388427939411,0.06427294202307567,0.03114076668051583,80.98097774244833,28.558207472178058,0.39503577106518284,0.04190620031796503,0.19688116057233704,0.7612106518282988,0.3225581478537361,0.773612092397249,0.04231745867545135,8.0,IN,
RepShontelBrown,1456381091598700556,Rep. Shontel Brown,Democrat,1208,33662,376,1604,2021-11-04 22:01:33+00:00,118.0,official,0.0,94.6875,4.25,2.892857142857143,0.0,-0.0049114216045353445,0.013993063420891926,,,-0.0049114216045353445,0.013993063420891926,82.8666059602649,31.464577814569537,0.6639817880794702,0.05632781456953642,0.1547317880794702,0.7889511589403974,0.34172632450331125,,,,OH,
MikeLevin,14573926,Mike Levin,Democrat,8174,104764,13711,12194,2008-04-28 19:30:07+00:00,116.0,official,0.004288777698355968,94.94889206576126,4.038876889848812,2.825773938084953,0.0064794816414686825,0.040264216628914835,0.009708933320443014,,,0.021964474578900335,0.007650624202576019,68.40653046244189,24.029294103254223,0.7566099828725226,0.06618620014680694,0.18932640078297042,0.7444798140445315,0.2569173721556154,0.24995864850095326,0.046546485525538084,3.0,CA,
RepMikeCarey,1457745193197780993,Congressman Mike Carey,Republican,520,1880,382,1097,2021-11-08 16:21:58+00:00,118.0,official,0.013888888888888888,83.22916666666667,3.550724637681159,2.5072463768115942,0.08695652173913043,0.024493192069451972,0.021478930999662818,,,0.024493192069451972,0.021478930999662818,82.10646153846155,26.08898076923077,0.4819423076923077,0.0729,0.16058653846153845,0.7665365384615385,0.20041576923076923,0.4914342469881127,,1.0,OH,
TimWalberg,146099856,Walberg for Congress,Republican,1125,1808,770,1402,2010-05-20 16:00:49+00:00,116.0,official,0.04477611940298507,85.75373134328358,3.3157894736842106,2.4035087719298245,0.15789473684210525,0.04387590533584807,0.048275938450371904,-0.011078487624308927,-0.04082189598261555,0.055385886070506166,0.012179833997928874,73.01547555555555,35.98285333333333,0.2929244444444445,0.023157333333333332,0.24230755555555555,0.7345351111111111,0.5460909333333334,,,,,
Congressman_JVD,1468677099594698757,Congressman Jeff Van Drew,Republican,260,7113,288,381,2021-12-08 20:21:30+00:00,118.0,official,0.16129032258064516,75.08064516129032,3.1,2.2,0.2,0.03552811350610799,0.021394999330850296,,,0.03552811350610799,0.021394999330850296,78.44776923076923,28.285769230769233,0.6263076923076923,0.08384230769230769,0.10177307692307691,0.8143923076923076,-0.006059999999999999,0.635651690793558,0.08824276030261188,3.0,NJ,
BenSasse,1480852568,Ben Sasse,Republican,7283,281892,952,8786,2013-06-03 23:18:20+00:00,116.0,official,0.04980842911877394,89.9272030651341,3.760869565217391,2.656899810964083,0.07939508506616257,0.07108078480422725,0.017966101620145163,0.04780793660558679,0.018204908631485946,0.06701294464199417,0.02480015458015818,65.84775641905809,25.985948098311137,0.4171673760812852,0.05703844569545517,0.12300837566936702,0.8199460387203076,0.12427474941644925,0.7503470265441722,0.03358825028267743,7.0,NE,
