"n","d","hack_mean","hack_sd","hack_min","hack_max","hitB","faB","hitA","faA","hitDeltaPct","faDeltaPct","hitDeltaPP","faDeltaPP"
148,0.5,3.23,1.42030726509186,0,7,0.991,0.0485,0.9985,0.1025,0.756811301715434,111.340206185567,0.749999999999995,5.4
