"criterion","dist.mean"
"p<0.1",0.103656854249492
"p<0.05",0.062128990204492
"p<0.005",0.078
"p<0.001",0.188
"BF>1",0.0569574173292382
"BF>2",0.0493137084989848
"BF>3",0.0568284271247462
"BF>10",0.108
