paper_id	pdf_filename	location	type	filename	description	source	sharing
eg1q	Nelson_JournConsRes_2009_eg1q	Original Materials	File	Nelson_JournConsRes_2009_eg1q_file_list.tsv	This is the full list of files, the file you are looking at right now	COS Generated file	open
eg1q	Nelson_JournConsRes_2009_eg1q	Outside repository	Website	https://www.youtube.com/watch?v=bksiiivwTLA	The 'fighting clowns' advertisement used in Study 2 (unconfirmed)	Youtube	open
eg1q	Nelson_JournConsRes_2009_eg1q	Outside repository	Website	https://www.youtube.com/watch?v=wRbd7Pd0EN8	Duel' by Raf Anzovin - the 'program' movie used in Study 2	Youtube	open
eg1q	Nelson_JournConsRes_2009_eg1q	Methods and Materials	File	author_notes_materials.txt	placeholder files for author communication	NA	NA
eg1q	Nelson_JournConsRes_2009_eg1q	Data	File	author_notes_data.txt	placeholder files for author communication	NA	NA
eg1q	Nelson_JournConsRes_2009_eg1q	Analysis	File	author_notes_analysis.txt	placeholder files for author communication	NA	NA
eg1q	Nelson_JournConsRes_2009_eg1q	Original Materials	File	InterruptedConsumptionDisruptingAdaptation.pdf	Web appendix	Journal	journal
eg1q	Nelson_JournConsRes_2009_eg1q	Original Materials	File	Nelson_JournConsRes_2009_eg1q (2).pdf	Original pdf	Journal	journal
eg1q	Nelson_JournConsRes_2009_eg1q	Original Materials	File	Nelson_JournConsRes_2009_eg1q_extracted_RRP_text.md	Text extracted from the pdf that is relevant to a replication or reproduction	journal	journal
