NR;JW1;JW2;JW3;JW4;JW5;JW6;JW7;JW8;JW9;JW10;JW11;JW12;JW13;CM1;CM2;CM3;CM4;CM5;CM6;CM7;CM8;CM9;CM10;CM11;CM12;RWA1;RWA2;RWA3;RWA4;RWA5;RWA6;RWA7;RWA8;RWA9;RWA10;RWA11;RWA12;SDO1;SDO2;SDO3;SDO4;SDO5;SDO6;SDO7;SDO8;SDO9;SDO10;SDO11;SDO12;SDO13;SDO14;SDO15;SDO16;GASP1;GASP2;GASP3;GASP4;GASP5;GASP6;GASP7;GASP8;GASP9;GASP10;GASP11;GASP12;GASP13;GASP14;GASP15;GASP16;NI1;NI2;NI3;NI4;NI5;NI6;NI7;NI8;NI9;AS1;AS2;AS3;AS4;AS5;AS6;AS7;AS8;AS9;AS10;AS11;AS12;AS13;AS14;AS15;AS16;AS17;AS18;AC1;AC2;AC3;AC4;AC5;AC6;AC7;AC8;AC9;AC10;MA1;MA2;MA3;MA4;MA5;MA6;MA7;MA8;TU1;TU2;TU3;TU4;TU5;TU6;TU7;TU8;JU1;JU2;JU3;JU4;JU5;JU6;JU7;JU8;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;TH1;TH2;TH3;TH4;TH5;TH6;TH7;TH8;TIPI1;TIPI2;TIPI3;TIPI4;TIPI5;TIPI6;TIPI7;TIPI8;TIPI9;TIPI10;GES;BIL;POL;MIG;REL1;REL2;Setting;subject;group;sex;mc_a;mc_b;itb1_1;itb1_2;itb1_3;itb1_4;itb1_5;itb1_6;itb1_7;itb1_8;itb2_1;itb2_2;itb2_3;itb2_4;itb2_5;itb2_6;itb2_7;itb2_8;itb3_1;itb3_2;itb3_3;itb3_4;itb3_5;itb3_6;itb3_7;itb3_8;itb4_1;itb4_2;itb4_3;itb4_4;itb4_5;itb4_6;itb4_7;itb4_8;itb5_1;itb5_2;itb5_3;itb5_4;itb5_5;itb5_6;itb5_7;itb5_8;itb6_1;itb6_2;itb6_3;itb6_4;itb6_5;itb6_6;itb6_7;itb6_8;logitb1_1;logitb1_2;logitb1_3;logitb1_4;logitb1_5;logitb1_6;logitb1_7;logitb1_8;logitb2_1;logitb2_2;logitb2_3;logitb2_4;logitb2_5;logitb2_6;logitb2_7;logitb2_8;logitb3_1;logitb3_2;logitb3_3;logitb3_4;logitb3_5;logitb3_6;logitb3_7;logitb3_8;logitb4_1;logitb4_2;logitb4_3;logitb4_4;logitb4_5;logitb4_6;logitb4_7;logitb4_8;logitb5_1;logitb5_2;logitb5_3;logitb5_4;logitb5_5;logitb5_6;logitb5_7;logitb5_8;logitb6_1;logitb6_2;logitb6_3;logitb6_4;logitb6_5;logitb6_6;logitb6_7;logitb6_8;prejudice_1;prejudice_2;prejudice_3;prejudice_4;prejudice_5;prejudice_6;prejudice_7;prejudice_8;prejudice_9;prejudice_10;prejudice_11;prejudice_12;prejudice_13;prejudice_14;prejudice_15;prejudice_16;prejudice_17;prejudice_18;prejudice_19;prejudice_20;prejudice_21;prime;itb_cond;bp;itb_c_pos;itb_c_neg;itb_i_pos;itb_i_neg;itb_g_pos;itb_g_neg;itb_c;itb_i;itb_g;logitb_c_pos;logitb_c_neg;logitb_i_pos;logitb_i_neg;logitb_g_pos;logitb_g_neg;logitb_c;logitb_i;logitb_g;logitb_c_diff;logitb_i_diff;complete;age_groups;jw_general;jw_personal;CM5r;CM8r;CM9r;cm;RWA1r;RWA3r;RWA5r;RWA7r;RWA9r;RWA11r;rwa;SDO1r;SDO10r;SDO11r;SDO12r;SDO13r;SDO14r;SDO15r;SDO16r;sdo;gasp_guilt_nbe;gasp_guilt_r;gasp_shame_nse;gasp_shame_w;NI7r;cn;AS1r;AS6r;AS10r;AS11r;sma;prejudice_j;AC1r;AC6r;AC10r;prejudice_c;prejudice_1r;prejudice_6r;prejudice_9r;prejudice_10r;prejudice_post;prejudice_pre;sma_post;sma_change;ZRE_1;Zcn;Zjw_general;Zgasp_guilt_nbe;zprime;zbp;prbp;prcn;bpcn;prbpcn;prjw;bpjw;prbpjw;prgp;bpgp;prbpgp
162;1;2;1;3;2;1;3;3;3;4;4;4;3;5;5;6;6;3;5;6;1;6;6;6;6;5;4;6;3;2;2;6;3;7;2;2;2;4;1;2;1;5; ;4;1;5;2;5;2;4;6;5;5;2;6;3;2;6;5;3;1;7;6;6;1;6;5;5;6;2;1;2;5;2;1;6;2;2;5;1;1;1;1;4;1;1;1;7;4;3;4;3;2;2;3;3;4;2;3;2;2;4;3;1;3;7;7;6;4;5;3;6;5;3;4;3;5;4;6;4;4;6;4;3;5;4;6;4;4;6;4;3;5;4;6;4;4;6;6;19;13;19;9;13;19;13;5;3;5;3;6;3;6;3;3;3;2;5;4;1;1;1;1;289;1;2;1;1;1418;1271;4031;1949;975;913;833;1568;3462;3246;1503;1669;1291;934;851;978;1273;2963;1347;2785;1452;950;955;1045;3724;1045;1010; ;1476;2019;2349;2795;1166;2406;2172;3199;3003;1515;2498;957;1026;1625; ; ;1154;855;2225;1339;7,25700270709207;7,14755927118945;8,30176976311717;7,57507169950756;6,88243747099785;6,81673588059497;6,72503364216684;7,35755620091035;8,14960173573616;8,08517874807454;7,31521838975297;7,41997992366183;7,16317239084664;6,83947643822884;6,74641212857337;6,88550967003482;7,14913159855741;7,99395754757357;7,20563517641036;7,93200315236138;7,28069719538474;6,85646198459459;6,86171134048073;6,95177216439891;8,22255363839696;6,95177216439891;6,9177056098353; ;7,29709100516042;7,61035761831284;7,76174498465891;7,9355873855892;7,06133436691044;7,78572089653462;7,68340368105383;8,07059353994952;8,00736706798333;7,32317071794347;7,82324569068552;6,86380339145295;6,93342302573071;7,39326309476384; ; ;7,05098944706805;6,75110146893676;7,70751219460034;7,19967834569117;5;2;2;2;1;5;2;1;3;6;4;7;1;2;4;3;3;2;2;3;4;1;1;0;2318,625;1042,875;2021;1630,125;1932,33333333333;1693,25;1680,75;1825,5625;1812,79166666667;7,65642277976647;6,92704172779421;7,48182269821913;7,31942795982254;7,48795643415716;7,3408585405452;7,29173225378034;7,40062532902084;7,41440748735118;,122675233570838;,0137821583303435;1;2;1,66666666666667;3,42857142857143;5;7;2;5,75;3;2;6;2;1;6;3;4;6;3;6;4;2;3;3;3,33333333333333;5;5,75;5;1,75;2;2,11111111111111;3;4;1;4;2,6;1,5;4;4;1;2,5;3;3;5;2;2,3;1,5;2,8;,2;,179827333560707;-,275916349505287;-3,05220704940383E-016;-,41034994278715;,5;-,5;-,25;-,137958174752643;,137958174752643;,0689790873763217;-1,52610352470192E-016;1,52610352470192E-016;7,63051762350958E-017;-,205174971393575;,205174971393575;,102587485696787
107;1;5;1;5;1;5;5;5;5;5;4;5;4;7;5;7;5;5;5;6;1;6;7;5;7;5;2;7;5;7;1;7;5;7;4;7;6;7;1;1;1; ;1;1;1;2;7;7;2;6;7;7;7;7;7;7;1;7;7;6;1;7;7;7;3;7;2;7;6;1;1;1;1;1;1;3;1;1;7;5;2;2;1;1;2;1;1;7;7;5;1;5;5;7;7;6;7;7;5;7;1;1;5;1;1;7;7;6;2;6;2;6;7;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31;31;31;31;31;31;31;31;5;5;6;4;6;2;7;6;6;3;1;5;3;1;1;4;1;261;1;1;1;1;1250;1125;2314;1425;1236;2372;1051;1429;2006;1227;1705;1947;804;1359;1027;825;1268;1008;680; ;884;1103;950;829;833;1581;1181;1462;1163;1251;1192;834;1426;1571;1482;1921;1021;902;1752;1123; ;1391;962;1209;1419;996;787;1922;7,13089883029635;7,02553831463852;7,74673290775362;7,26192709270275;7,11963563801764;7,77148876011762;6,95749737087695;7,26473017792987;7,60389796852188;7,11232744471091;7,44132038971762;7,5740450053722;6,68959926917897;7,21450441415114;6,93439720992856;6,71538338633468;7,14519613499717;6,91572344863131;6,52209279817015; ;6,78445706263764;7,0057890192535;6,85646198459459;6,7202201551353;6,72503364216684;7,36581283720947;7,07411681619736;7,28756064030972;7,05875815251866;7,13169851046691;7,0833878476253;6,72623340235875;7,26262860097424;7,35946763825562;7,30114780585603;7,56060116276856;6,92853781816467;6,80461452006262;7,46851327149634;7,02375895473844; ;7,23777819192344;6,86901445066571;7,09754885061479;7,25770767716004;6,9037472575846;6,6682282484174;7,56112158953024;6;4;1;3;4;7;4;1;2;7;1;7;7;1;4;6;6;6;4;4;2;1;1;0;1624,875;1262,875;1144,71428571429;1025,75;1423,14285714286;1240,25;1443,875;1085,23214285714;1331,69642857143;7,36208599421423;7,08340452831693;7,00507661681172;6,92087576682383;7,24116952872263;7,07702866714429;7,22274526126558;6,96297619181778;7,15909909793346;-,063646163332117;,196122906115686;1;2;3;4,71428571428571;3;7;2;5,83333333333333;3;1;1;1;1;1;2,58333333333333;1;1;1;6;2;1;1;1;1,46666666666667;5,5;7;7;2,75;5;1,44444444444444;1;7;1;1;5,6;2,3;1;7;1;3,6;2;1;6;1;2,7;2,3;4,8;-,8;-,0207605954518754;-1,06268772235204;1,83278913738036;,097954502471775;,5;-,5;-,25;-,531343861176022;,531343861176022;,265671930588011;,91639456869018;-,91639456869018;-,45819728434509;,0489772512358875;-,0489772512358875;-,0244886256179437
138;1;1;2;1;2;2;4;4;5;5;5;4;4;5;5;6;3;3;5;4;1;7;5;4;5;6;3;7;3;2;2;7;3;6;2;2;1;6;4;1;1;6;2;3;1;4;5;6;6;3;4;5;5;5;7;6;3;4;6;3;2;7;4;6;2;6;5;5;4;3;2;2;4;2;1;2;2;2;4;2;1;2;2;5;2;2;3;6;6;2;6;2;2;4;3;5;4;3;4;2;2;5;3;2;3;4;5;6;4;4;5;5;6;5;4;3;4;3;4;3;3;5;3;3;5;3;5;3;2;5;2;2;7;2;6;3;2;6;13;16;9;13;6;6;13;9;3;2;6;5;4;4;6;4;4;3;2;5;4;1;2;3;1;225;1;2;1;1;1755; ;1011;1055;1685;1067;956;913;1631;961;1448;1549;1577;1558;1668;1868;1893;1467;1479;1373;1386;1646;1062;1382;1376;1632;1214;944;1611;894;2016;890; ;1120;2317;1143; ;2081;914;2313; ;1037;1196;1031;1289;1483;1413;1180;7,47022413589997; ;6,91869521902047;6,96129604591017;7,42952084278646;6,97260625130175;6,8627579130514;6,81673588059497;7,39694860262101;6,86797440897029;7,27793857294566;7,34536484041687;7,36327958696304;7,35115822643069;7,41938058291869;7,53262361878879;7,54591815120932;7,29097477814298;7,2991214627108;7,22475340576797;7,23417717974985;7,40610338123702;6,96790920180188;7,23128700432762;7,22693601849329;7,39756153552405;7,10167597161944;6,8501261661455;7,38461038317697;6,79570577517351;7,60887062919126;6,79122146272619; ;7,02108396428914;7,74802852443238;7,04141166379481; ;7,64060382639363;6,81783057145415;7,74630066223144; ;6,94408720822953;7,08673793451058;6,93828448401696;7,16162200293919;7,30182234213793;7,25347038268453;7,07326971745971;6;1;1;1;1;4;1;1;5;7;6;7;2;6;5;2;1;1;3;5;6;1;1;0;1344,28571428571;1411,5;1422,25;1360,875;1307,33333333333;1524,71428571429;1377,89285714286;1391,5625;1416,02380952381;7,17692026082635;7,21850786285447;7,24213343620167;7,17748562717304;7,12993896321223;7,28498850075722;7,19771406184041;7,20980953168735;7,20746373198473;,00974967014431716;-,00234579970262505;1;1;1,5;4,42857142857143;5;7;1;5,08333333333333;2;1;6;1;2;6;2,66666666666667;2;3;2;2;5;4;3;3;2,875;5,25;5,5;5,5;2,5;6;2,66666666666667;4;3;2;2;3;2,3;4;3;4;3;2;4;3;1;1,6;2,3;2,6;-,4;-1,85358813664205;,379726461200344;-,229098642172546;-,156197720157687;,5;-,5;-,25;,189863230600172;-,189863230600172;-,0949316153000859;-,114549321086273;,114549321086273;,0572746605431364;-,0780988600788437;,0780988600788437;,0390494300394219
52;1;2;2;1;2;1;3;4;4;4;3;4;3;5;5;7;5;4;4;5;3;5;5;5;3;5;5;5;4;7;6;7;5;4;4;4;3;6;2;1;1;3;2;2;2;3;3;5;6;5;6;6;5;6;5;6;3;4;4;2;1;6;5;5;2;4;5;6;4;4;2;4;3;2;2;5;3;3;3;1;2;2;2;5;2;3;4;5;4;3;5;3;2;1;5;4;5;3;4;3;2;5;4;3;4;5;5;5;3;6;4;5;4;4;4;4;5;3;4;5;4;5;4;3;5;4;5;3;3;6;5;4;3;5;4;4;4;5;9;6;16;22;3;6;6;9;5;5;6;4;5;4;6;3;4;4;2;5;3;1;2;3;1;237;1;2;1;1;1404;1719;1654;1372;1836;1714;1315;1602;1336;1909;2164;1765;1443;1751;1929;1483;1476;1692;2168;2351;2566;2197;2008;1672;2183;2089;1853;1149;1508; ;1530;1859;2114;1945;1754;1939;1234;1331;2500;1095;1867;1409;2097;1624;1212;1514;2120;2358;7,24708058458576;7,44949800538285;7,41095187558364;7,22402480828583;7,51534457118044;7,44658509915773;7,18159194461187;7,3790081276283;7,19743535409659;7,55433482372575;7,67971363996637;7,4759059693674;7,27447955877387;7,46794233228585;7,56475701290573;7,30182234213793;7,29709100516042;7,43366654016617;7,68156036255954;7,76259604854007;7,85010354517558;7,69484807238461;7,60489448081162;7,42177579364465;7,68845535654994;7,64444076155657;7,52456122628536;7,04664727784876;7,3185395485679; ;7,33302301438648;7,52779398772144;7,65633716643018;7,57301725605255;7,46965417293213;7,56992765524265;7,11801620446533;7,19368581839511;7,82404601085629;6,9985096422506;7,53208814354172;7,25063551189868;7,64826303090192;7,39264752072162;7,10002716662926;7,32251043399739;7,65917136766606;7,76556908109732;6;3;2;3;2;6;2;4;3;6;7;7;1;7;5;3;3;3;1;4;4;1;1;0;1665,375;1634,125;1870,125;1905,71428571429;1843,625;1670,5;1649,75;1887,91964285714;1757,0625;7,40486813262427;7,39144137358521;7,50987732233335;7,53585406324176;7,51157130721518;7,37269196566967;7,39815475310474;7,52286569278755;7,44213163644243;,0439768833376837;-,0807340563451273;1;1;1,5;3,57142857142857;4;5;3;4,83333333333333;3;3;1;1;4;4;3,58333333333333;2;5;3;2;3;2;2;3;2,375;5,25;5;4,75;2;3;2,88888888888889;5;3;3;4;2,6;2,7;3;3;3;3,2;2;2;5;2;2,7;2,7;2,8;,2;-,454295931083654;,641983585482596;-,229098642172546;-,156197720157687;,5;-,5;-,25;,320991792741298;-,320991792741298;-,160495896370649;-,114549321086273;,114549321086273;,0572746605431364;-,0780988600788437;,0780988600788437;,0390494300394219
9;1;1;2;0;2;3;4;4;4;4;5;4;4;6;4;5;5;3;2;4;2;6;3;5;5;5;2;7;4;7;3;7;3;6;2;5;2;5;3;1;1;3;1;3;1;5;5;6;6;5;7;6;5;5;6;2;2;5;3;3;2;5;3;4;2;5;5;5;1;5;3;1;5;3;3;6;2;1;5;3;2;1;4;4;5;2;4;6;4;5;2;4;4;4;5;5;4;6;4;3;5;4;3;3;5;6;6;4;5;7;5;4;4;5;3;3;5;5;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;16;6;19;22;22;22;19;19;6;4;3;2;5;2;6;3;5;3;1;5;3;1;6;1;1;262;2;1;1;1;3425;4374;2326;2361;1621;1015;1545;526; ;2006;1566;1756;1796;1674;3233;2942;5143;2019;2311;2371;4362;959;2683;2637;1975;3131;1280;2615;1190;2822;3348;1619;3820;3823;3873;1425; ;1694; ;2917;935;1371;2321;3772;2532;1251;1040;1156;8,13885675069633;8,38343320123671;7,75190533307861;7,76684053708551;7,39079852173568;6,92264389147589;7,34277918933185;6,26530121273771; ;7,60389796852188;7,35627987655075;7,47079377419506;7,49331724886215;7,42297125104942;8,08116577772543;7,98684490116138;8,54539184577492;7,61035761831284;7,74543561027438;7,77106708606541;8,38068594676157;6,86589107488344;7,89469085042562;7,87739718635329;7,58832367733522;8,04910772132641;7,15461535691366;7,86901937649902;7,08170858610557;7,94520113241276;8,11611843160937;7,38956395367764;8,24800570160062;8,24879073369641;8,26178467951475;7,26192709270275; ;7,434847875212; ;7,97831096986772;6,84054652928869;7,22329567956231;7,74975340627444;8,23536064375335;7,83676478326407;7,13169851046691;6,94697599213542;7,05272104923232;5;3;3;2;2;5;4;1;3;7;3;7;5;3;5;3;2;2;2;5;3;1;2;0;2544,85714285714;1794;2605,625;2452,5;2667,5;1765;2169,42857142857;2529,0625;2216,25;7,78171534876641;7,36322774925994;7,79166478656273;7,69390714527866;7,75868305829917;7,39688653002974;7,57247154901317;7,7427859659207;7,57778479416445;,00531324515127896;-,165001171756242;1;1;1,5;4,14285714285714;5;6;2;4,66666666666667;3;1;1;1;2;3;2,25;3;3;2;2;3;1;2;3;2,3125;4;5;3,25;2,25;2;2,77777777777778;3;4;2;4;4,4;3;4;4;2;3,9;3;3;5;1;2,7;3;2,4;-2;-,779447432807486;,51085502334147;-,229098642172546;-1,426958833305;,5;-,5;-,25;,255427511670735;-,255427511670735;-,127713755835367;-,114549321086273;,114549321086273;,0572746605431364;-,7134794166525;,7134794166525;,35673970832625
74;0;0;0;1;0;0;0;0;0;0;0;0;2;7;5;6;7;3;5;5;1;7;7;6;7;7;7;7;4;1;4;7;5;7;6;2;1;7;2;1;1;1;1;1;1;1;7;7;7;6;7;7;7;7;2;6;6;7;6;4;1;7;7;1;2;7;7;7;7;1;1;1;1;4;1;1;1;1;4;1;1;1;1;4;1;1;1;5;6;1;1;1;1;1;3;4;4;3;4;4;3;4;1;1;1;4;7;3;1;6;1;7;5;1;1;1;4;2;4;4;4;4;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;16;19;9;16;0;16;16;16;1;1;6;7;4;7;5;2;1;2;2;5;4;2;7;2;1;281;1;2;1;1;1113;611;643;1093;947;794;812;724;1062;1038;1249;1085;925;793;691;672;1397;835;1152; ;575;632;649;729;1015;1300;914; ;783;521;1011;703;1077;947;1271;722;810;775;767;748;1571;943;880;1186;727;766;868;707;7,01481435127555;6,4150969591716;6,46614472423762;6,99668148817654;6,85329909318608;6,67708346124714;6,69950034016168;6,58479139238572;6,96790920180188;6,94505106372583;7,13009851012558;6,98933526597456;6,82979373751242;6,67582322163485;6,53813982376767;6,51025834052315;7,24208235925696;6,72743172485086;7,04925484125584; ;6,35437004079735;6,44888939414686;6,47543271670409;6,59167373200866;6,92264389147589;7,17011954344963;6,81783057145415; ;6,6631326959908;6,25575004175337;6,91869521902047;6,55535689181067;6,98193467715639;6,85329909318608;7,14755927118945;6,58202513889283;6,69703424766648;6,65286302935335;6,64248680136726;6,61740297797448;7,35946763825562;6,84906628263346;6,77992190747225;7,07834157955767;6,58892647753352;6,64118216974059;6,76619171466035;6,56103066589657;6;1;2;1;1;4;1;1;1;3;6;7;1;5;4;1;1;2;1;7;5;1;1;0;986,75;794,75;1102,16666666667;700,375;1074,625;771;890,75;901,270833333333;922,8125;6,86564144556114;6,67108617630234;6,98822715529055;6,53291259152903;6,95395194854297;6,64588976052408;6,76836381093174;6,76056987340979;6,79992085453352;,0315570436017802;,0393509811237269;1;2;,166666666666667;,285714285714286;5;7;1;6,16666666666667;1;1;7;1;1;6;3,66666666666667;1;1;1;1;2;1;1;1;1,125;7;4,25;6,5;3,25;7;2;4;4;3;2;1,6;1,8;4;4;4;2,9;2;4;7;5;2,5;1,8;2;,4;,18791720296236;-,407044911646413;-2,06188777955291;1,62286783824855;,5;-,5;-,25;-,203522455823206;,203522455823206;,101761227911603;-1,03094388977645;1,03094388977645;,515471944888227;,811433919124275;-,811433919124275;-,405716959562137
32;1;0;2;1;0;1;3;4;5;5;4;5;4;7;5;5;7;3;7;5;1;6;4;5;6;5;4;7;3;6;3;4;3;6;2;5;3;5;1;1;1;2;1;2;1;3;4;5;7;4;7;6;6;5;3;7;2;7;7;5;1;6;6;6;1;7;5;7;6;4;1;1;1;3;1;6;1;1;6;1;1;1;2;4;1;1;4;3;4;3;6;4;4;2;5;4;6;1;3;2;2;5;1;1;2;2;6;6;3;7;3;4;5;2;4;2;4;3;3;4;4;3;4;4;4;4;4;4;4;4;2;4;4;4;4;2;4;4;19;22;19;19;16;13;16;16;6;5;5;7;5;4;6;3;2;3;2;5;4;1;2;3;1;278;2;2;1;1;1098;1917;1255;1007;1087;2454;1212;2601;1613;1381;1355;1992;1709;1639;2513;1484;1081;1291;2255; ;1846; ;1144;1790;1713;1508;1113;2297;1280;1146;1511;1781;1354;1139;2200;2897;2074;1665;1915;1847;1696;2595;1136;1338;1008;1711;974;2914;7,00124562206948;7,55851674304564;7,13489085156588;6,91473089271856;6,99117688712121;7,80547462527086;7,10002716662926;7,86365126544865;7,38585107812521;7,23056315340929;7,2115567333138;7,59689443814454;7,44366368311559;7,40184157874383;7,82923253754359;7,30249642372733;6,98564181763921;7,16317239084664;7,72090525193678; ;7,5207764150628; ;7,04228617193974;7,4899708988348;7,44600149832412;7,3185395485679;7,01481435127555;7,7393592026891;7,15461535691366;7,04403289727469;7,32052696227274;7,48493028328966;7,21081845347222;7,03790596344718;7,69621263934641;7,97143099776935;7,63723438878947;7,41758040241454;7,55747290161475;7,52131798019924;7,43602781635185;7,86134179559999;7,0352685992811;7,19893124068817;6,91572344863131;7,44483327389219;6,88141130364254;7,97728198675515;2;1;1;1;1;4;4;1;3;6;6;7;3;4;5;4;4;4;4;5;5;1;2;0;1452,25;1837,375;1608,28571428571;1499,71428571429;1794,375;1763,5;1644,8125;1554;1778,9375;7,25428118904905;7,46719552095004;7,34120486589704;7,29387699794116;7,43099218824453;7,4191069607424;7,36073835499955;7,3175409319191;7,42504957449347;,0643112194939208;,107508642574367;1;2;,833333333333333;4,28571428571429;5;7;2;5,75;3;1;2;4;2;3;2,75;3;4;3;1;4;1;2;2;2;5,5;5,75;6,75;2,25;2;1,66666666666667;2;4;5;4;3,4;2,2;2;3;6;2,3;6;4;5;2;2,6;2,2;4,2;,8;-,0789974471066745;-,800430598069791;-1,14549321086273;,097954502471775;,5;-,5;-,25;-,400215299034896;,400215299034896;,200107649517448;-,572746605431363;,572746605431363;,286373302715681;,0489772512358875;-,0489772512358875;-,0244886256179437
86;0;0;1;2;1;3;2;4;5;5;4;4;5;6;5;6;6;5;4;3;2;6;2;6;6;5;2;7;1;7;4;7;3;7;4;7;2;7;1;1;1;2;2;3;1;3;4;6;4;4;5;4;6;6;7;7;3;3;7;3;5;6;5;4;1;7;7;6;5;1;1;1;6;2;3;6;2;1;5;4;2;2;2;4;2;1;4;7;6;2;2;2;2;2;6;5;5;4;5;4;4;4;5;2;4;7;7;5;2;6;2;6;6;2;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;25;13;3;13;4;19;16;16;6;5;6;4;5;3;6;4;3;3;1;5;3;2;6; ;1;242;2;1;1;1;1056;1315;1249;1625;1018;1043;1482;2485;955;2020;1628;2267;1339;1906; ;1327;1638;1902;1707; ;917;1013;1765;1455;1178;1352;2397;2026;984;970;1064;744;934;1091;973;1825;1529;1031;992;971;1100;874;1448; ;1050;1938;1359;1051;6,96224346426621;7,18159194461187;7,13009851012558;7,39326309476384;6,92559519711047;6,94985645500077;7,30114780585603;7,81802793853073;6,86171134048073;7,61085279039525;7,39510754656249;7,72621265050753;7,19967834569117;7,55276208421415; ;7,19067603433221;7,40123126441302;7,55066124310534;7,44249272279444; ;6,82110747225646;6,92067150424868;7,4759059693674;7,28276117960559;7,07157336421153;7,20934025660291;7,78197323443438;7,61381868480863;6,89162589705225;6,87729607149743;6,96979066990159;6,61204103483309;6,83947643822884;6,99484998583307;6,880384082186;7,50933526601659;7,33236920592906;6,93828448401696;6,89972310728487;6,87832646829133;7,00306545878646;6,77308037565554;7,27793857294566; ;6,95654544315157;7,56941179245071;7,21450441415114;6,95749737087695;4;1;1;1;1;4;1;1;4;7;1;7;7;1;7;4;4;4;1;1;5;1;2;0;1514,375;1514,28571428571;1742,85714285714;1114;1177,85714285714;1240,125;1514,33035714286;1428,42857142857;1208,99107142857;7,28263516771418;7,27682055153365;7,43872725291003;6,98139997484531;7,03973288280745;7,09333278576907;7,27972785962392;7,21006361387767;7,06653283428826;-,213195025335652;-,143530779589411;1;3;1,16666666666667;4,14285714285714;3;6;2;4,91666666666667;3;1;1;1;1;1;2;1;4;2;4;4;3;4;2;2,375;6;5;6,5;3;2;2,11111111111111;3;4;1;2;2,6;2,5;3;4;1;3,6;4;4;4;1;1,9;2,5;3,6;1;-1,57049374776971;-,275916349505287;-,687295926517636;,6062589477307;,5;-,5;-,25;-,137958174752643;,137958174752643;,0689790873763217;-,343647963258818;,343647963258818;,171823981629409;,30312947386535;-,30312947386535;-,151564736932675
179;2;1;2;2;1;1;4;4;4;3;3;4;4;5;4;5;6;3;5;4;3;5;6;5;3;5;5;6;3;5;6;7;4;5;3;4;3;4;3;2;1;1;1;1;1;2;5;6;7;5;7;6;6;6;7;7;4;6;7;4;5;7;6;7;2;6;6;7;7;1;1;1;1;3;1;1;1;1;6;1;1;1;1;6;1;1;1;6;5;4;4;2;3;2;4;3;6;2;3;2;1;6;1;1;2;6;5;5;4;5;3;5;3;4;2;2;6;3;6;2;2;5;2;3;6;2;5;2;2;5;2;2;6;3;5;2;2;5;16;25;25;6;19;25;22;22;5;3;6;3;5;4;6;2;5;3;2;5;3;1;1;2;1;274;2;2;1;1;1368;1254;1084;1900;1625;946;933;986;1069;2245;1889;1239;827;819;1188;908;1189;1103;1110;1121;1203;925;907;827;5093;1115;1213;2237;1352;860;1218;1034;2075;1349;1451;2533;954;1328;904;1050;891;1734;1302; ;903;1256;860;812;7,2211050981825;7,13409372119287;6,98841318199959;7,54960916515453;7,39326309476384;6,85224256905188;6,83840520084734;6,89365635460264;6,97447891102505;7,71646080017636;7,54380286750151;7,12205988162914;6,71780469502369;6,70808408385307;7,08002649992259;6,81124437860129;7,08086789669078;7,0057890192535;7,01211529430638;7,02197642307216;7,09257371597468;6,82979373751242;6,81014245011514;6,71780469502369;8,5356223268846;7,01660968389422;7,10085190894405;7,71289096149013;7,20934025660291;6,75693238924755;7,10496544826984;6,94119005506837;7,6377164326648;7,20711885620776;7,28000825288419;7,83715965000168;6,86066367144829;7,19142933003638;6,80682936039218;6,95654544315157;6,79234442747081;7,45818615734049;7,17165682276851; ;6,80572255341699;7,13568734702814;6,75693238924755;6,69950034016168;7;1;1;1;1;6;1;1;1;7;2;7;6;2;5;1;1;1;2;2;2;1;2;0;1506;1029;1772,625;1040,75;1619,28571428571;1008,375;1267,5;1406,6875;1313,83035714286;7,28125295335769;6,91184085958329;7,31084043931698;6,93284284347683;7,34059865704832;6,90166380436035;7,09654690647049;7,1218416413969;7,12113123070433;,0245843242338406;-,000710410692570385;1;1;1,5;3,71428571428571;5;5;3;4,83333333333333;3;2;3;1;3;4;3,33333333333333;4;3;2;1;3;1;2;2;1,875;6,5;6,75;6,5;3,75;7;1,88888888888889;2;2;2;3;2,8;1,3;2;2;2;1,8;1;2;7;1;1,7;1,3;1,4;-1,4;-,603129111999862;-,538173473787539;-,229098642172546;1,11456339298962;,5;-,5;-,25;-,26908673689377;,26908673689377;,134543368446885;-,114549321086273;,114549321086273;,0572746605431364;,557281696494812;-,557281696494812;-,278640848247406
