pref,rule,comm,rev,nsubj,file,period,subj,group,type,sample,action,groupdec,jar,payoff,time
het,7,0,0,27,HET_7_27_nochat.txt,7,27,3,1,2,2,2,2,50,40
het,7,0,0,27,HET_7_27_nochat.txt,7,25,3,1,1,1,2,2,50,84
het,7,0,0,27,HET_7_27_nochat.txt,7,2,3,1,1,1,2,2,50,16
het,7,0,0,27,HET_7_27_nochat.txt,7,16,3,2,2,2,2,2,150,22
het,7,0,0,27,HET_7_27_nochat.txt,7,12,3,1,1,1,2,2,50,14
het,7,0,0,27,HET_7_27_nochat.txt,8,7,1,2,1,2,2,2,150,25
het,7,0,0,27,HET_7_27_nochat.txt,8,21,1,1,2,1,2,2,50,14
het,7,0,0,27,HET_7_27_nochat.txt,8,15,1,1,1,1,2,2,50,11
het,7,0,0,27,HET_7_27_nochat.txt,8,27,1,2,2,1,2,2,150,25
het,7,0,0,27,HET_7_27_nochat.txt,8,26,1,1,2,1,2,2,50,34
het,7,0,0,27,HET_7_27_nochat.txt,8,14,1,1,1,1,2,2,50,21
het,7,0,0,27,HET_7_27_nochat.txt,8,8,1,2,2,2,2,2,150,3
het,7,0,0,27,HET_7_27_nochat.txt,8,19,1,1,1,1,2,2,50,4
het,7,0,0,27,HET_7_27_nochat.txt,8,5,1,2,2,2,2,2,150,6
het,7,0,0,27,HET_7_27_nochat.txt,8,25,2,2,2,2,1,2,10,115
het,7,0,0,27,HET_7_27_nochat.txt,8,4,2,1,2,1,1,2,10,11
het,7,0,0,27,HET_7_27_nochat.txt,8,12,2,1,2,1,1,2,10,48
het,7,0,0,27,HET_7_27_nochat.txt,8,3,2,1,1,1,1,2,10,8
het,7,0,0,27,HET_7_27_nochat.txt,8,17,2,2,1,1,1,2,10,11
het,7,0,0,27,HET_7_27_nochat.txt,8,9,2,2,2,1,1,2,10,11
het,7,0,0,27,HET_7_27_nochat.txt,8,2,2,1,1,1,1,2,10,16
het,7,0,0,27,HET_7_27_nochat.txt,8,24,2,2,2,1,1,2,10,9
het,7,0,0,27,HET_7_27_nochat.txt,8,1,2,1,1,1,1,2,10,12
het,7,0,0,27,HET_7_27_nochat.txt,8,23,3,2,1,1,2,2,150,5
het,7,0,0,27,HET_7_27_nochat.txt,8,10,3,1,2,2,2,2,50,6
het,7,0,0,27,HET_7_27_nochat.txt,8,6,3,1,2,2,2,2,50,7
het,7,0,0,27,HET_7_27_nochat.txt,8,13,3,2,2,2,2,2,150,12
het,7,0,0,27,HET_7_27_nochat.txt,8,18,3,2,1,1,2,2,150,10
het,7,0,0,27,HET_7_27_nochat.txt,8,11,3,1,1,1,2,2,50,8
het,7,0,0,27,HET_7_27_nochat.txt,8,16,3,1,1,1,2,2,50,19
het,7,0,0,27,HET_7_27_nochat.txt,8,22,3,1,2,1,2,2,50,16
het,7,0,0,27,HET_7_27_nochat.txt,8,20,3,2,2,2,2,2,150,6
het,7,0,0,27,HET_7_27_nochat.txt,9,10,1,2,2,2,2,2,150,5
het,7,0,0,27,HET_7_27_nochat.txt,9,12,1,2,2,2,2,2,150,33
het,7,0,0,27,HET_7_27_nochat.txt,9,15,1,2,2,2,2,2,150,10
het,7,0,0,27,HET_7_27_nochat.txt,9,18,1,1,2,2,2,2,50,35
het,7,0,0,27,HET_7_27_nochat.txt,9,21,1,1,2,1,2,2,50,21
het,7,0,0,27,HET_7_27_nochat.txt,9,1,1,1,1,2,2,2,50,22
het,7,0,0,27,HET_7_27_nochat.txt,9,11,1,1,1,2,2,2,50,4
het,7,0,0,27,HET_7_27_nochat.txt,9,14,1,2,1,1,2,2,150,31
het,7,0,0,27,HET_7_27_nochat.txt,9,23,1,1,1,1,2,2,50,12
het,7,0,0,27,HET_7_27_nochat.txt,9,7,2,1,1,1,2,1,10,6
het,7,0,0,27,HET_7_27_nochat.txt,9,8,2,1,1,1,2,1,10,7
het,7,0,0,27,HET_7_27_nochat.txt,9,24,2,2,1,1,2,1,10,9
het,7,0,0,27,HET_7_27_nochat.txt,9,17,2,1,1,1,2,1,10,35
het,7,0,0,27,HET_7_27_nochat.txt,9,3,2,2,1,2,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,9,26,2,2,1,1,2,1,10,34
het,7,0,0,27,HET_7_27_nochat.txt,9,5,2,2,2,2,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,9,25,2,1,1,1,2,1,10,25
het,7,0,0,27,HET_7_27_nochat.txt,9,4,2,1,2,2,2,1,10,18
het,7,0,0,27,HET_7_27_nochat.txt,9,20,3,2,1,1,2,1,10,7
het,7,0,0,27,HET_7_27_nochat.txt,9,19,3,2,2,2,2,1,10,4
het,7,0,0,27,HET_7_27_nochat.txt,9,22,3,1,1,2,2,1,10,21
het,7,0,0,27,HET_7_27_nochat.txt,9,16,3,2,2,2,2,1,10,4
het,7,0,0,27,HET_7_27_nochat.txt,9,6,3,2,1,1,2,1,10,9
het,7,0,0,27,HET_7_27_nochat.txt,9,13,3,2,1,1,2,1,10,8
het,7,0,0,27,HET_7_27_nochat.txt,9,2,3,1,1,1,2,1,10,19
het,7,0,0,27,HET_7_27_nochat.txt,9,9,3,1,2,2,2,1,10,25
het,7,0,0,27,HET_7_27_nochat.txt,9,27,3,2,1,2,2,1,10,30
het,7,0,0,27,HET_7_27_nochat.txt,10,12,1,2,1,2,2,1,10,34
het,7,0,0,27,HET_7_27_nochat.txt,10,24,1,1,2,2,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,10,7,1,1,2,2,2,1,10,15
het,7,0,0,27,HET_7_27_nochat.txt,10,23,1,1,2,2,2,1,10,35
het,7,0,0,27,HET_7_27_nochat.txt,10,21,1,2,2,2,2,1,10,10
het,7,0,0,27,HET_7_27_nochat.txt,10,6,1,2,1,1,2,1,10,6
het,7,0,0,27,HET_7_27_nochat.txt,10,17,1,1,2,2,2,1,10,16
het,7,0,0,27,HET_7_27_nochat.txt,10,19,1,2,2,2,2,1,10,4
het,7,0,0,27,HET_7_27_nochat.txt,10,20,1,2,1,1,2,1,10,7
het,7,0,0,27,HET_7_27_nochat.txt,10,5,2,1,1,1,2,1,10,7
het,7,0,0,27,HET_7_27_nochat.txt,10,27,2,2,2,2,2,1,10,16
het,7,0,0,27,HET_7_27_nochat.txt,10,15,2,1,2,2,2,1,10,20
het,7,0,0,27,HET_7_27_nochat.txt,10,11,2,1,1,2,2,1,10,6
het,7,0,0,27,HET_7_27_nochat.txt,10,10,2,1,2,2,2,1,10,14
het,7,0,0,27,HET_7_27_nochat.txt,10,26,2,1,1,1,2,1,10,21
het,7,0,0,27,HET_7_27_nochat.txt,10,25,2,1,1,1,2,1,10,27
het,7,0,0,27,HET_7_27_nochat.txt,10,8,2,1,1,1,2,1,10,3
het,7,0,0,27,HET_7_27_nochat.txt,10,9,2,1,2,1,2,1,10,12
het,7,0,0,27,HET_7_27_nochat.txt,10,18,3,1,1,1,2,1,10,11
het,7,0,0,27,HET_7_27_nochat.txt,10,13,3,1,1,1,2,1,10,6
het,7,0,0,27,HET_7_27_nochat.txt,10,16,3,2,1,2,2,1,10,12
het,7,0,0,27,HET_7_27_nochat.txt,10,2,3,2,1,2,2,1,10,12
het,7,0,0,27,HET_7_27_nochat.txt,10,14,3,1,1,1,2,1,10,32
het,7,0,0,27,HET_7_27_nochat.txt,10,3,3,2,1,2,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,10,4,3,1,1,1,2,1,10,24
het,7,0,0,27,HET_7_27_nochat.txt,10,22,3,2,2,2,2,1,10,19
het,7,0,0,27,HET_7_27_nochat.txt,10,1,3,2,1,2,2,1,10,11
het,7,0,0,27,HET_7_27_nochat.txt,11,12,1,1,2,2,2,2,50,36
het,7,0,0,27,HET_7_27_nochat.txt,11,18,1,2,2,1,2,2,150,16
het,7,0,0,27,HET_7_27_nochat.txt,11,24,1,2,2,1,2,2,150,13
het,7,0,0,27,HET_7_27_nochat.txt,11,17,1,2,2,1,2,2,150,21
het,7,0,0,27,HET_7_27_nochat.txt,11,23,1,1,2,2,2,2,50,13
het,7,0,0,27,HET_7_27_nochat.txt,11,25,1,2,2,2,2,2,150,63
het,7,0,0,27,HET_7_27_nochat.txt,11,22,1,1,2,1,2,2,50,26
het,7,0,0,27,HET_7_27_nochat.txt,11,4,1,2,1,1,2,2,150,7
het,7,0,0,27,HET_7_27_nochat.txt,11,2,1,2,2,2,2,2,150,8
het,7,0,0,27,HET_7_27_nochat.txt,11,15,2,1,1,1,2,1,10,9
het,7,0,0,27,HET_7_27_nochat.txt,11,16,2,2,1,2,2,1,10,24
het,7,0,0,27,HET_7_27_nochat.txt,11,11,2,2,2,1,2,1,10,6
het,7,0,0,27,HET_7_27_nochat.txt,11,14,2,1,2,2,2,1,10,24
het,7,0,0,27,HET_7_27_nochat.txt,11,21,2,1,1,1,2,1,10,9
het,7,0,0,27,HET_7_27_nochat.txt,11,6,2,2,2,2,2,1,10,9
het,7,0,0,27,HET_7_27_nochat.txt,11,26,2,2,1,2,2,1,10,31
het,7,0,0,27,HET_7_27_nochat.txt,11,9,2,1,2,1,2,1,10,14
het,7,0,0,27,HET_7_27_nochat.txt,11,27,2,1,2,2,2,1,10,27
het,7,0,0,27,HET_7_27_nochat.txt,11,7,3,2,1,2,2,2,150,27
het,7,0,0,27,HET_7_27_nochat.txt,11,3,3,2,1,2,2,2,150,3
het,7,0,0,27,HET_7_27_nochat.txt,11,10,3,2,2,2,2,2,150,12
het,7,0,0,27,HET_7_27_nochat.txt,11,19,3,1,2,1,2,2,50,13
het,7,0,0,27,HET_7_27_nochat.txt,11,1,3,2,2,2,2,2,150,9
het,7,0,0,27,HET_7_27_nochat.txt,11,8,3,2,2,2,2,2,150,3
het,7,0,0,27,HET_7_27_nochat.txt,11,13,3,1,2,2,2,2,50,4
het,7,0,0,27,HET_7_27_nochat.txt,11,20,3,2,1,1,2,2,150,18
het,7,0,0,27,HET_7_27_nochat.txt,11,5,3,1,2,2,2,2,50,4
het,7,0,0,27,HET_7_27_nochat.txt,12,18,1,2,2,2,2,2,150,28
het,7,0,0,27,HET_7_27_nochat.txt,12,11,1,2,1,1,2,2,150,6
het,7,0,0,27,HET_7_27_nochat.txt,12,4,1,2,2,2,2,2,150,7
het,7,0,0,27,HET_7_27_nochat.txt,12,2,1,2,2,2,2,2,150,11
het,7,0,0,27,HET_7_27_nochat.txt,12,6,1,1,1,1,2,2,50,3
het,7,0,0,27,HET_7_27_nochat.txt,12,16,1,1,1,1,2,2,50,8
het,7,0,0,27,HET_7_27_nochat.txt,12,3,1,2,1,2,2,2,150,2
het,7,0,0,27,HET_7_27_nochat.txt,12,25,1,1,1,1,2,2,50,102
het,7,0,0,27,HET_7_27_nochat.txt,12,13,1,2,2,2,2,2,150,5
het,7,0,0,27,HET_7_27_nochat.txt,12,15,2,2,1,1,2,1,10,16
het,7,0,0,27,HET_7_27_nochat.txt,12,20,2,1,1,1,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,12,17,2,2,1,2,2,1,10,25
het,7,0,0,27,HET_7_27_nochat.txt,12,10,2,1,2,1,2,1,10,12
het,7,0,0,27,HET_7_27_nochat.txt,12,1,2,1,1,2,2,1,10,19
het,7,0,0,27,HET_7_27_nochat.txt,12,9,2,2,1,1,2,1,10,17
het,7,0,0,27,HET_7_27_nochat.txt,12,8,2,1,1,1,2,1,10,6
het,7,0,0,27,HET_7_27_nochat.txt,12,19,2,1,1,2,2,1,10,16
het,7,0,0,27,HET_7_27_nochat.txt,12,12,2,1,1,1,2,1,10,15
het,7,0,0,27,HET_7_27_nochat.txt,12,26,3,1,1,1,2,1,10,23
het,7,0,0,27,HET_7_27_nochat.txt,12,24,3,2,1,1,2,1,10,19
het,7,0,0,27,HET_7_27_nochat.txt,12,23,3,1,1,1,2,1,10,12
het,7,0,0,27,HET_7_27_nochat.txt,12,21,3,2,1,2,2,1,10,10
het,7,0,0,27,HET_7_27_nochat.txt,12,5,3,2,2,2,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,12,22,3,2,1,2,2,1,10,20
het,7,0,0,27,HET_7_27_nochat.txt,12,27,3,1,1,1,2,1,10,8
het,7,0,0,27,HET_7_27_nochat.txt,12,7,3,1,1,1,2,1,10,3
het,7,0,0,27,HET_7_27_nochat.txt,12,14,3,2,2,2,2,1,10,15
het,7,0,0,27,HET_7_27_nochat.txt,13,14,1,1,2,2,2,2,50,25
het,7,0,0,27,HET_7_27_nochat.txt,13,20,1,1,1,1,2,2,50,4
het,7,0,0,27,HET_7_27_nochat.txt,13,21,1,1,1,1,2,2,50,22
het,7,0,0,27,HET_7_27_nochat.txt,13,24,1,2,1,2,2,2,150,13
het,7,0,0,27,HET_7_27_nochat.txt,13,19,1,2,2,1,2,2,150,4
het,7,0,0,27,HET_7_27_nochat.txt,13,1,1,2,2,2,2,2,150,8
het,7,0,0,27,HET_7_27_nochat.txt,13,3,1,2,2,2,2,2,150,9
het,7,0,0,27,HET_7_27_nochat.txt,13,25,1,1,2,1,2,2,50,59
het,7,0,0,27,HET_7_27_nochat.txt,13,26,1,2,2,2,2,2,150,28
het,7,0,0,27,HET_7_27_nochat.txt,13,2,2,1,2,2,2,2,50,5
het,7,0,0,27,HET_7_27_nochat.txt,13,7,2,2,2,2,2,2,150,3
het,7,0,0,27,HET_7_27_nochat.txt,13,22,2,1,2,1,2,2,50,17
het,7,0,0,27,HET_7_27_nochat.txt,13,9,2,1,2,1,2,2,50,13
het,7,0,0,27,HET_7_27_nochat.txt,13,16,2,2,1,2,2,2,150,33
het,7,0,0,27,HET_7_27_nochat.txt,13,6,2,1,2,2,2,2,50,7
het,7,0,0,27,HET_7_27_nochat.txt,13,23,2,1,2,2,2,2,50,4
het,7,0,0,27,HET_7_27_nochat.txt,13,13,2,1,2,2,2,2,50,8
het,7,0,0,27,HET_7_27_nochat.txt,13,15,2,1,1,1,2,2,50,5
het,7,0,0,27,HET_7_27_nochat.txt,13,12,3,2,2,2,2,1,10,9
het,7,0,0,27,HET_7_27_nochat.txt,13,27,3,2,1,2,2,1,10,12
het,7,0,0,27,HET_7_27_nochat.txt,13,8,3,1,1,2,2,1,10,9
het,7,0,0,27,HET_7_27_nochat.txt,13,17,3,2,1,1,2,1,10,4
het,7,0,0,27,HET_7_27_nochat.txt,13,10,3,2,1,2,2,1,10,13
het,7,0,0,27,HET_7_27_nochat.txt,13,11,3,2,1,1,2,1,10,11
het,7,0,0,27,HET_7_27_nochat.txt,13,4,3,2,1,2,2,1,10,10
het,7,0,0,27,HET_7_27_nochat.txt,13,5,3,2,1,2,2,1,10,6
het,7,0,0,27,HET_7_27_nochat.txt,13,18,3,1,2,2,2,1,10,32
het,7,0,0,27,HET_7_27_nochat.txt,14,11,1,1,1,1,1,1,150,9
het,7,0,0,27,HET_7_27_nochat.txt,14,26,1,1,1,1,1,1,150,23
het,7,0,0,27,HET_7_27_nochat.txt,14,12,1,2,1,1,1,1,50,43
het,7,0,0,27,HET_7_27_nochat.txt,14,7,1,1,2,2,1,1,150,6
het,7,0,0,27,HET_7_27_nochat.txt,14,17,1,1,1,2,1,1,150,6
het,7,0,0,27,HET_7_27_nochat.txt,14,24,1,1,1,1,1,1,150,6
het,7,0,0,27,HET_7_27_nochat.txt,14,16,1,1,1,1,1,1,150,11
het,7,0,0,27,HET_7_27_nochat.txt,14,15,1,2,1,1,1,1,50,7
het,7,0,0,27,HET_7_27_nochat.txt,14,10,1,1,1,1,1,1,150,4
het,7,0,0,27,HET_7_27_nochat.txt,14,9,2,1,1,1,2,2,50,14
het,7,0,0,27,HET_7_27_nochat.txt,14,23,2,1,2,2,2,2,50,5
het,7,0,0,27,HET_7_27_nochat.txt,14,3,2,2,2,2,2,2,150,8
het,7,0,0,27,HET_7_27_nochat.txt,14,5,2,1,2,2,2,2,50,7
het,7,0,0,27,HET_7_27_nochat.txt,14,18,2,1,2,2,2,2,50,13
het,7,0,0,27,HET_7_27_nochat.txt,14,4,2,1,2,2,2,2,50,12
het,7,0,0,27,HET_7_27_nochat.txt,14,20,2,2,2,2,2,2,150,7
het,7,0,0,27,HET_7_27_nochat.txt,14,13,2,2,2,2,2,2,150,16
het,7,0,0,27,HET_7_27_nochat.txt,14,2,2,1,2,1,2,2,50,6
het,7,0,0,27,HET_7_27_nochat.txt,14,25,3,2,2,2,2,2,150,76
het,7,0,0,27,HET_7_27_nochat.txt,14,21,3,2,2,2,2,2,150,16
het,7,0,0,27,HET_7_27_nochat.txt,14,6,3,1,2,2,2,2,50,11
het,7,0,0,27,HET_7_27_nochat.txt,14,1,3,2,2,2,2,2,150,11
het,7,0,0,27,HET_7_27_nochat.txt,14,14,3,1,2,2,2,2,50,12
het,7,0,0,27,HET_7_27_nochat.txt,14,22,3,2,1,2,2,2,150,17
het,7,0,0,27,HET_7_27_nochat.txt,14,19,3,1,2,2,2,2,50,10
het,7,0,0,27,HET_7_27_nochat.txt,14,27,3,2,2,2,2,2,150,7
het,7,0,0,27,HET_7_27_nochat.txt,14,8,3,1,2,2,2,2,50,8
het,7,0,0,27,HET_7_27_nochat.txt,15,4,1,2,2,2,2,2,150,11
het,7,0,0,27,HET_7_27_nochat.txt,15,25,1,2,2,2,2,2,150,8
het,7,0,0,27,HET_7_27_nochat.txt,15,19,1,2,1,2,2,2,150,6
het,7,0,0,27,HET_7_27_nochat.txt,15,17,1,1,2,2,2,2,50,4
het,7,0,0,27,HET_7_27_nochat.txt,15,26,1,1,2,2,2,2,50,17
het,7,0,0,27,HET_7_27_nochat.txt,15,3,1,1,2,1,2,2,50,2
het,7,0,0,27,HET_7_27_nochat.txt,15,21,1,2,2,2,2,2,150,6
het,7,0,0,27,HET_7_27_nochat.txt,15,10,1,2,2,2,2,2,150,7
het,7,0,0,27,HET_7_27_nochat.txt,15,13,1,2,1,1,2,2,150,14
het,7,0,0,27,HET_7_27_nochat.txt,15,27,2,2,1,1,2,1,10,16
het,7,0,0,27,HET_7_27_nochat.txt,15,16,2,1,2,1,2,1,10,28
het,7,0,0,27,HET_7_27_nochat.txt,15,6,2,2,2,2,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,15,18,2,1,1,1,2,1,10,7
het,7,0,0,27,HET_7_27_nochat.txt,15,15,2,2,1,1,2,1,10,12
het,7,0,0,27,HET_7_27_nochat.txt,15,20,2,1,2,2,2,1,10,2
het,7,0,0,27,HET_7_27_nochat.txt,15,1,2,2,1,2,2,1,10,18
het,7,0,0,27,HET_7_27_nochat.txt,15,7,2,2,1,1,2,1,10,15
het,7,0,0,27,HET_7_27_nochat.txt,15,23,2,2,2,2,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,15,22,3,2,1,2,2,1,10,25
het,7,0,0,27,HET_7_27_nochat.txt,15,2,3,2,1,2,2,1,10,13
het,7,0,0,27,HET_7_27_nochat.txt,15,5,3,2,2,2,2,1,10,13
het,7,0,0,27,HET_7_27_nochat.txt,15,12,3,2,1,2,2,1,10,33
het,7,0,0,27,HET_7_27_nochat.txt,15,9,3,2,1,1,2,1,10,11
het,7,0,0,27,HET_7_27_nochat.txt,15,24,3,2,2,2,2,1,10,29
het,7,0,0,27,HET_7_27_nochat.txt,15,8,3,2,1,2,2,1,10,5
het,7,0,0,27,HET_7_27_nochat.txt,15,14,3,1,2,1,2,1,10,34
het,7,0,0,27,HET_7_27_nochat.txt,15,11,3,1,1,1,2,1,10,6
het,7,0,0,45,HET_7_45_nochat.txt,1,12,1,1,1,1,2,2,50,11
het,7,0,0,45,HET_7_45_nochat.txt,1,25,1,2,2,2,2,2,150,17
het,7,0,0,45,HET_7_45_nochat.txt,1,11,1,2,2,2,2,2,150,11
het,7,0,0,45,HET_7_45_nochat.txt,1,13,1,2,1,2,2,2,150,7
het,7,0,0,45,HET_7_45_nochat.txt,1,30,1,2,2,2,2,2,150,12
het,7,0,0,45,HET_7_45_nochat.txt,1,38,1,1,2,1,2,2,50,12
het,7,0,0,45,HET_7_45_nochat.txt,1,42,1,2,2,2,2,2,150,16
het,7,0,0,45,HET_7_45_nochat.txt,1,2,1,2,2,2,2,2,150,7
het,7,0,0,45,HET_7_45_nochat.txt,1,19,1,1,2,2,2,2,50,7
het,7,0,0,45,HET_7_45_nochat.txt,1,15,2,2,1,1,1,1,50,22
het,7,0,0,45,HET_7_45_nochat.txt,1,4,2,1,1,1,1,1,150,15
het,7,0,0,45,HET_7_45_nochat.txt,1,1,2,1,1,1,1,1,150,5
het,7,0,0,45,HET_7_45_nochat.txt,1,44,2,2,1,1,1,1,50,18
het,7,0,0,45,HET_7_45_nochat.txt,1,41,2,1,1,1,1,1,150,27
het,7,0,0,45,HET_7_45_nochat.txt,1,45,2,1,1,1,1,1,150,10
het,7,0,0,45,HET_7_45_nochat.txt,1,23,2,1,1,1,1,1,150,5
het,7,0,0,45,HET_7_45_nochat.txt,1,18,2,1,2,1,1,1,150,23
het,7,0,0,45,HET_7_45_nochat.txt,1,31,2,1,2,2,1,1,150,33
het,7,0,0,45,HET_7_45_nochat.txt,1,39,3,1,1,2,2,1,10,20
het,7,0,0,45,HET_7_45_nochat.txt,1,5,3,1,2,1,2,1,10,20
het,7,0,0,45,HET_7_45_nochat.txt,1,16,3,2,1,1,2,1,10,27
het,7,0,0,45,HET_7_45_nochat.txt,1,28,3,2,1,2,2,1,10,28
het,7,0,0,45,HET_7_45_nochat.txt,1,33,3,1,1,1,2,1,10,10
het,7,0,0,45,HET_7_45_nochat.txt,1,20,3,1,2,2,2,1,10,30
het,7,0,0,45,HET_7_45_nochat.txt,1,9,3,1,2,2,2,1,10,14
het,7,0,0,45,HET_7_45_nochat.txt,1,22,3,2,1,2,2,1,10,23
het,7,0,0,45,HET_7_45_nochat.txt,1,7,3,2,2,2,2,1,10,15
het,7,0,0,45,HET_7_45_nochat.txt,1,10,4,2,1,2,2,1,10,13
het,7,0,0,45,HET_7_45_nochat.txt,1,26,4,2,2,2,2,1,10,8
het,7,0,0,45,HET_7_45_nochat.txt,1,17,4,2,1,1,2,1,10,10
het,7,0,0,45,HET_7_45_nochat.txt,1,27,4,2,1,1,2,1,10,8
het,7,0,0,45,HET_7_45_nochat.txt,1,40,4,2,1,1,2,1,10,17
het,7,0,0,45,HET_7_45_nochat.txt,1,34,4,1,2,1,2,1,10,11
het,7,0,0,45,HET_7_45_nochat.txt,1,21,4,2,2,2,2,1,10,24
het,7,0,0,45,HET_7_45_nochat.txt,1,24,4,2,2,2,2,1,10,7
het,7,0,0,45,HET_7_45_nochat.txt,1,32,4,2,1,1,2,1,10,22
het,7,0,0,45,HET_7_45_nochat.txt,1,37,5,2,2,2,2,2,150,10
het,7,0,0,45,HET_7_45_nochat.txt,1,3,5,2,2,2,2,2,150,22
het,7,0,0,45,HET_7_45_nochat.txt,1,36,5,1,1,1,2,2,50,17
het,7,0,0,45,HET_7_45_nochat.txt,1,35,5,2,2,1,2,2,150,52
het,7,0,0,45,HET_7_45_nochat.txt,1,6,5,2,2,2,2,2,150,7
het,7,0,0,45,HET_7_45_nochat.txt,1,43,5,1,1,1,2,2,50,5
het,7,0,0,45,HET_7_45_nochat.txt,1,8,5,2,2,2,2,2,150,14
het,7,0,0,45,HET_7_45_nochat.txt,1,29,5,2,1,1,2,2,150,6
het,7,0,0,45,HET_7_45_nochat.txt,1,14,5,1,1,1,2,2,50,5
het,7,0,0,45,HET_7_45_nochat.txt,2,42,1,2,1,2,2,2,150,12
het,7,0,0,45,HET_7_45_nochat.txt,2,4,1,1,2,2,2,2,50,8
het,7,0,0,45,HET_7_45_nochat.txt,2,30,1,1,2,2,2,2,50,12
het,7,0,0,45,HET_7_45_nochat.txt,2,1,1,1,2,2,2,2,50,5
het,7,0,0,45,HET_7_45_nochat.txt,2,35,1,1,1,1,2,2,50,23
het,7,0,0,45,HET_7_45_nochat.txt,2,15,1,2,2,2,2,2,150,15
het,7,0,0,45,HET_7_45_nochat.txt,2,21,1,2,2,1,2,2,150,24
het,7,0,0,45,HET_7_45_nochat.txt,2,27,1,1,2,2,2,2,50,6
het,7,0,0,45,HET_7_45_nochat.txt,2,18,1,1,1,1,2,2,50,6
het,7,0,0,45,HET_7_45_nochat.txt,2,37,2,2,1,2,2,1,10,23
het,7,0,0,45,HET_7_45_nochat.txt,2,38,2,2,1,2,2,1,10,12
het,7,0,0,45,HET_7_45_nochat.txt,2,3,2,1,1,1,2,1,10,19
het,7,0,0,45,HET_7_45_nochat.txt,2,2,2,2,2,2,2,1,10,5
het,7,0,0,45,HET_7_45_nochat.txt,2,34,2,2,2,2,2,1,10,11
het,7,0,0,45,HET_7_45_nochat.txt,2,25,2,2,1,2,2,1,10,8
het,7,0,0,45,HET_7_45_nochat.txt,2,22,2,2,1,1,2,1,10,12
het,7,0,0,45,HET_7_45_nochat.txt,2,5,2,2,1,2,2,1,10,8
het,7,0,0,45,HET_7_45_nochat.txt,2,39,2,2,2,2,2,1,10,20
het,7,0,0,45,HET_7_45_nochat.txt,2,31,3,1,2,2,2,1,10,6
het,7,0,0,45,HET_7_45_nochat.txt,2,23,3,1,1,1,2,1,10,4
het,7,0,0,45,HET_7_45_nochat.txt,2,43,3,1,1,1,2,1,10,3
het,7,0,0,45,HET_7_45_nochat.txt,2,9,3,1,2,2,2,1,10,10
het,7,0,0,45,HET_7_45_nochat.txt,2,13,3,2,1,2,2,1,10,4
het,7,0,0,45,HET_7_45_nochat.txt,2,36,3,2,1,2,2,1,10,29
het,7,0,0,45,HET_7_45_nochat.txt,2,16,3,2,1,1,2,1,10,29
het,7,0,0,45,HET_7_45_nochat.txt,2,12,3,2,1,2,2,1,10,9
het,7,0,0,45,HET_7_45_nochat.txt,2,20,3,2,1,2,2,1,10,14
het,7,0,0,45,HET_7_45_nochat.txt,2,17,4,2,2,2,2,2,150,5
het,7,0,0,45,HET_7_45_nochat.txt,2,41,4,2,1,1,2,2,150,14
het,7,0,0,45,HET_7_45_nochat.txt,2,11,4,1,1,1,2,2,50,26
het,7,0,0,45,HET_7_45_nochat.txt,2,45,4,2,2,2,2,2,150,11
het,7,0,0,45,HET_7_45_nochat.txt,2,32,4,2,2,1,2,2,150,13
het,7,0,0,45,HET_7_45_nochat.txt,2,19,4,1,1,1,2,2,50,9
het,7,0,0,45,HET_7_45_nochat.txt,2,40,4,2,1,1,2,2,150,24
het,7,0,0,45,HET_7_45_nochat.txt,2,8,4,1,2,2,2,2,50,5
het,7,0,0,45,HET_7_45_nochat.txt,2,6,4,1,2,1,2,2,50,5
het,7,0,0,45,HET_7_45_nochat.txt,2,7,5,2,1,1,2,1,10,12
het,7,0,0,45,HET_7_45_nochat.txt,2,14,5,1,2,2,2,1,10,5
het,7,0,0,45,HET_7_45_nochat.txt,2,24,5,1,1,1,2,1,10,5
het,7,0,0,45,HET_7_45_nochat.txt,2,29,5,1,1,1,2,1,10,6
het,7,0,0,45,HET_7_45_nochat.txt,2,33,5,2,2,2,2,1,10,7
het,7,0,0,45,HET_7_45_nochat.txt,2,28,5,1,1,2,2,1,10,23
het,7,0,0,45,HET_7_45_nochat.txt,2,26,5,1,1,1,2,1,10,6
het,7,0,0,45,HET_7_45_nochat.txt,2,10,5,1,1,1,2,1,10,6
het,7,0,0,45,HET_7_45_nochat.txt,2,44,5,2,1,1,2,1,10,13
het,7,0,0,45,HET_7_45_nochat.txt,3,41,1,2,1,1,1,1,50,10
het,7,0,0,45,HET_7_45_nochat.txt,3,25,1,2,2,1,1,1,50,13
het,7,0,0,45,HET_7_45_nochat.txt,3,45,1,1,1,1,1,1,150,7
het,7,0,0,45,HET_7_45_nochat.txt,3,7,1,2,1,1,1,1,50,4
het,7,0,0,45,HET_7_45_nochat.txt,3,37,1,1,1,2,1,1,150,11
het,7,0,0,45,HET_7_45_nochat.txt,3,8,1,2,1,2,1,1,50,17
