pref,rule,comm,rev,nsubj,file,period,subj,group,type,sample,action,groupdec,jar,payoff,time
hom,9,0,0,27,HOM_9_27_nochat.txt,9,10,1,0,2,2,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,9,12,1,0,1,1,2,2,100,8
hom,9,0,0,27,HOM_9_27_nochat.txt,9,15,1,0,2,1,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,9,18,1,0,2,2,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,9,21,1,0,1,1,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,9,1,1,0,2,2,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,9,11,1,0,2,1,2,2,100,80
hom,9,0,0,27,HOM_9_27_nochat.txt,9,14,1,0,2,2,2,2,100,10
hom,9,0,0,27,HOM_9_27_nochat.txt,9,23,1,0,1,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,9,7,2,0,1,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,9,8,2,0,1,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,9,24,2,0,1,1,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,9,17,2,0,2,2,2,1,10,10
hom,9,0,0,27,HOM_9_27_nochat.txt,9,3,2,0,1,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,9,26,2,0,2,1,2,1,10,13
hom,9,0,0,27,HOM_9_27_nochat.txt,9,5,2,0,1,2,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,9,25,2,0,2,2,2,1,10,6
hom,9,0,0,27,HOM_9_27_nochat.txt,9,4,2,0,1,1,2,1,10,17
hom,9,0,0,27,HOM_9_27_nochat.txt,9,20,3,0,1,1,2,1,10,11
hom,9,0,0,27,HOM_9_27_nochat.txt,9,19,3,0,2,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,9,22,3,0,1,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,9,16,3,0,1,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,9,6,3,0,2,1,2,1,10,8
hom,9,0,0,27,HOM_9_27_nochat.txt,9,13,3,0,1,1,2,1,10,9
hom,9,0,0,27,HOM_9_27_nochat.txt,9,2,3,0,2,2,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,9,9,3,0,1,1,2,1,10,6
hom,9,0,0,27,HOM_9_27_nochat.txt,9,27,3,0,1,2,2,1,10,35
hom,9,0,0,27,HOM_9_27_nochat.txt,10,12,1,0,2,2,2,2,100,24
hom,9,0,0,27,HOM_9_27_nochat.txt,10,24,1,0,2,1,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,10,7,1,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,10,23,1,0,2,1,2,2,100,7
hom,9,0,0,27,HOM_9_27_nochat.txt,10,21,1,0,2,2,2,2,100,22
hom,9,0,0,27,HOM_9_27_nochat.txt,10,6,1,0,2,1,2,2,100,13
hom,9,0,0,27,HOM_9_27_nochat.txt,10,17,1,0,2,2,2,2,100,7
hom,9,0,0,27,HOM_9_27_nochat.txt,10,19,1,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,10,20,1,0,1,1,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,10,5,2,0,2,2,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,10,27,2,0,2,2,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,10,15,2,0,2,1,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,10,11,2,0,2,1,2,2,100,54
hom,9,0,0,27,HOM_9_27_nochat.txt,10,10,2,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,10,26,2,0,2,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,10,25,2,0,1,1,2,2,100,8
hom,9,0,0,27,HOM_9_27_nochat.txt,10,8,2,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,10,9,2,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,10,18,3,0,1,1,2,2,100,7
hom,9,0,0,27,HOM_9_27_nochat.txt,10,13,3,0,1,2,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,10,16,3,0,1,1,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,10,2,3,0,1,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,10,14,3,0,2,2,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,10,3,3,0,2,2,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,10,4,3,0,1,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,10,22,3,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,10,1,3,0,2,2,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,11,12,1,0,2,2,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,11,18,1,0,2,2,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,11,24,1,0,2,1,2,2,100,7
hom,9,0,0,27,HOM_9_27_nochat.txt,11,17,1,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,11,23,1,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,11,25,1,0,2,2,2,2,100,10
hom,9,0,0,27,HOM_9_27_nochat.txt,11,22,1,0,2,2,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,11,4,1,0,1,1,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,11,2,1,0,1,1,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,11,15,2,0,2,1,2,1,10,2
hom,9,0,0,27,HOM_9_27_nochat.txt,11,16,2,0,2,2,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,11,11,2,0,1,1,2,1,10,53
hom,9,0,0,27,HOM_9_27_nochat.txt,11,14,2,0,1,1,2,1,10,18
hom,9,0,0,27,HOM_9_27_nochat.txt,11,21,2,0,1,1,2,1,10,7
hom,9,0,0,27,HOM_9_27_nochat.txt,11,6,2,0,2,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,11,26,2,0,1,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,11,9,2,0,1,1,2,1,10,6
hom,9,0,0,27,HOM_9_27_nochat.txt,11,27,2,0,1,2,2,1,10,22
hom,9,0,0,27,HOM_9_27_nochat.txt,11,7,3,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,11,3,3,0,2,2,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,11,10,3,0,2,2,2,2,100,7
hom,9,0,0,27,HOM_9_27_nochat.txt,11,19,3,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,11,1,3,0,2,2,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,11,8,3,0,2,2,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,11,13,3,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,11,20,3,0,1,1,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,11,5,3,0,1,1,2,2,100,8
hom,9,0,0,27,HOM_9_27_nochat.txt,12,18,1,0,2,2,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,12,11,1,0,2,2,2,1,10,33
hom,9,0,0,27,HOM_9_27_nochat.txt,12,4,1,0,2,2,2,1,10,7
hom,9,0,0,27,HOM_9_27_nochat.txt,12,2,1,0,1,1,2,1,10,6
hom,9,0,0,27,HOM_9_27_nochat.txt,12,6,1,0,1,1,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,12,16,1,0,2,1,2,1,10,12
hom,9,0,0,27,HOM_9_27_nochat.txt,12,3,1,0,2,2,2,1,10,2
hom,9,0,0,27,HOM_9_27_nochat.txt,12,25,1,0,2,2,2,1,10,12
hom,9,0,0,27,HOM_9_27_nochat.txt,12,13,1,0,1,2,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,12,15,2,0,2,1,2,1,10,2
hom,9,0,0,27,HOM_9_27_nochat.txt,12,20,2,0,1,1,2,1,10,7
hom,9,0,0,27,HOM_9_27_nochat.txt,12,17,2,0,2,2,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,12,10,2,0,2,2,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,12,1,2,0,1,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,12,9,2,0,1,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,12,8,2,0,1,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,12,19,2,0,2,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,12,12,2,0,2,2,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,12,26,3,0,2,1,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,12,24,3,0,2,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,12,23,3,0,1,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,12,21,3,0,1,1,2,1,10,10
hom,9,0,0,27,HOM_9_27_nochat.txt,12,5,3,0,1,1,2,1,10,9
hom,9,0,0,27,HOM_9_27_nochat.txt,12,22,3,0,2,2,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,12,27,3,0,2,2,2,1,10,8
hom,9,0,0,27,HOM_9_27_nochat.txt,12,7,3,0,2,1,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,12,14,3,0,1,1,2,1,10,8
hom,9,0,0,27,HOM_9_27_nochat.txt,13,14,1,0,2,1,2,2,100,7
hom,9,0,0,27,HOM_9_27_nochat.txt,13,20,1,0,2,1,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,13,21,1,0,2,1,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,13,24,1,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,13,19,1,0,2,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,13,1,1,0,2,2,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,13,3,1,0,2,2,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,13,25,1,0,1,1,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,13,26,1,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,13,2,2,0,2,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,13,7,2,0,2,1,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,13,22,2,0,1,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,13,9,2,0,2,2,2,2,100,8
hom,9,0,0,27,HOM_9_27_nochat.txt,13,16,2,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,13,6,2,0,1,1,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,13,23,2,0,2,1,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,13,13,2,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,13,15,2,0,1,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,13,12,3,0,2,2,2,2,100,14
hom,9,0,0,27,HOM_9_27_nochat.txt,13,27,3,0,2,2,2,2,100,21
hom,9,0,0,27,HOM_9_27_nochat.txt,13,8,3,0,1,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,13,17,3,0,1,1,2,2,100,8
hom,9,0,0,27,HOM_9_27_nochat.txt,13,10,3,0,2,2,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,13,11,3,0,1,1,2,2,100,49
hom,9,0,0,27,HOM_9_27_nochat.txt,13,4,3,0,1,1,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,13,5,3,0,2,2,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,13,18,3,0,1,1,2,2,100,8
hom,9,0,0,27,HOM_9_27_nochat.txt,14,11,1,0,1,2,2,2,100,7
hom,9,0,0,27,HOM_9_27_nochat.txt,14,26,1,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,14,12,1,0,2,1,2,2,100,28
hom,9,0,0,27,HOM_9_27_nochat.txt,14,7,1,0,2,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,14,17,1,0,2,2,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,14,24,1,0,1,1,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,14,16,1,0,2,2,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,14,15,1,0,2,1,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,14,10,1,0,2,2,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,14,9,2,0,1,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,14,23,2,0,1,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,14,3,2,0,2,2,2,1,10,2
hom,9,0,0,27,HOM_9_27_nochat.txt,14,5,2,0,1,1,2,1,10,9
hom,9,0,0,27,HOM_9_27_nochat.txt,14,18,2,0,2,2,2,1,10,12
hom,9,0,0,27,HOM_9_27_nochat.txt,14,4,2,0,1,1,2,1,10,6
hom,9,0,0,27,HOM_9_27_nochat.txt,14,20,2,0,1,2,2,1,10,8
hom,9,0,0,27,HOM_9_27_nochat.txt,14,13,2,0,1,1,2,1,10,4
hom,9,0,0,27,HOM_9_27_nochat.txt,14,2,2,0,1,1,2,1,10,3
hom,9,0,0,27,HOM_9_27_nochat.txt,14,25,3,0,2,2,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,14,21,3,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,14,6,3,0,2,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,14,1,3,0,2,2,2,2,100,1
hom,9,0,0,27,HOM_9_27_nochat.txt,14,14,3,0,2,1,2,2,100,16
hom,9,0,0,27,HOM_9_27_nochat.txt,14,22,3,0,2,2,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,14,19,3,0,2,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,14,27,3,0,2,1,2,2,100,26
hom,9,0,0,27,HOM_9_27_nochat.txt,14,8,3,0,1,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,15,4,1,0,2,2,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,15,25,1,0,2,2,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,15,19,1,0,1,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,15,17,1,0,1,1,2,2,100,14
hom,9,0,0,27,HOM_9_27_nochat.txt,15,26,1,0,2,1,2,2,100,5
hom,9,0,0,27,HOM_9_27_nochat.txt,15,3,1,0,2,2,2,2,100,2
hom,9,0,0,27,HOM_9_27_nochat.txt,15,21,1,0,2,1,2,2,100,11
hom,9,0,0,27,HOM_9_27_nochat.txt,15,10,1,0,2,2,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,15,13,1,0,2,2,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,15,27,2,0,1,1,2,1,10,10
hom,9,0,0,27,HOM_9_27_nochat.txt,15,16,2,0,1,2,2,1,10,12
hom,9,0,0,27,HOM_9_27_nochat.txt,15,6,2,0,1,1,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,15,18,2,0,1,1,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,15,15,2,0,2,1,2,1,10,2
hom,9,0,0,27,HOM_9_27_nochat.txt,15,20,2,0,1,1,2,1,10,9
hom,9,0,0,27,HOM_9_27_nochat.txt,15,1,2,0,2,2,2,1,10,2
hom,9,0,0,27,HOM_9_27_nochat.txt,15,7,2,0,2,1,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,15,23,2,0,2,1,2,1,10,5
hom,9,0,0,27,HOM_9_27_nochat.txt,15,22,3,0,2,2,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,15,2,3,0,1,1,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,15,5,3,0,2,2,2,2,100,9
hom,9,0,0,27,HOM_9_27_nochat.txt,15,12,3,0,2,1,2,2,100,28
hom,9,0,0,27,HOM_9_27_nochat.txt,15,9,3,0,2,2,2,2,100,6
hom,9,0,0,27,HOM_9_27_nochat.txt,15,24,3,0,2,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,15,8,3,0,2,2,2,2,100,3
hom,9,0,0,27,HOM_9_27_nochat.txt,15,14,3,0,1,1,2,2,100,4
hom,9,0,0,27,HOM_9_27_nochat.txt,15,11,3,0,1,2,2,2,100,18
het,7,1,1,18,Het_7_18_chat_rev.txt,1,18,1,1,1,1,1,1,150,55
het,7,1,1,18,Het_7_18_chat_rev.txt,1,7,1,1,2,1,1,1,150,133
het,7,1,1,18,Het_7_18_chat_rev.txt,1,12,1,2,2,1,1,1,50,72
het,7,1,1,18,Het_7_18_chat_rev.txt,1,9,1,1,1,1,1,1,150,162
het,7,1,1,18,Het_7_18_chat_rev.txt,1,4,1,2,1,1,1,1,50,67
het,7,1,1,18,Het_7_18_chat_rev.txt,1,11,1,2,2,1,1,1,50,154
het,7,1,1,18,Het_7_18_chat_rev.txt,1,14,1,2,1,2,1,1,50,14
het,7,1,1,18,Het_7_18_chat_rev.txt,1,2,1,2,1,1,1,1,50,67
het,7,1,1,18,Het_7_18_chat_rev.txt,1,13,1,1,2,1,1,1,150,20
het,7,1,1,18,Het_7_18_chat_rev.txt,1,6,2,2,1,2,2,1,10,46
het,7,1,1,18,Het_7_18_chat_rev.txt,1,17,2,1,1,2,2,1,10,236
het,7,1,1,18,Het_7_18_chat_rev.txt,1,5,2,1,2,2,2,1,10,249
het,7,1,1,18,Het_7_18_chat_rev.txt,1,15,2,2,2,2,2,1,10,94
het,7,1,1,18,Het_7_18_chat_rev.txt,1,16,2,1,2,2,2,1,10,261
het,7,1,1,18,Het_7_18_chat_rev.txt,1,8,2,1,1,2,2,1,10,255
het,7,1,1,18,Het_7_18_chat_rev.txt,1,10,2,2,2,2,2,1,10,89
het,7,1,1,18,Het_7_18_chat_rev.txt,1,3,2,2,1,2,2,1,10,85
het,7,1,1,18,Het_7_18_chat_rev.txt,1,1,2,2,1,1,2,1,10,235
het,7,1,1,18,Het_7_18_chat_rev.txt,2,4,1,2,1,1,1,1,50,276
het,7,1,1,18,Het_7_18_chat_rev.txt,2,14,1,1,1,1,1,1,150,247
het,7,1,1,18,Het_7_18_chat_rev.txt,2,13,1,2,1,1,1,1,50,82
het,7,1,1,18,Het_7_18_chat_rev.txt,2,16,1,2,2,2,1,1,50,311
het,7,1,1,18,Het_7_18_chat_rev.txt,2,12,1,1,1,1,1,1,150,39
het,7,1,1,18,Het_7_18_chat_rev.txt,2,18,1,1,1,1,1,1,150,248
het,7,1,1,18,Het_7_18_chat_rev.txt,2,5,1,2,1,1,1,1,50,316
het,7,1,1,18,Het_7_18_chat_rev.txt,2,15,1,2,1,1,1,1,50,273
het,7,1,1,18,Het_7_18_chat_rev.txt,2,11,1,2,2,2,1,1,50,329
het,7,1,1,18,Het_7_18_chat_rev.txt,2,1,2,2,1,1,1,1,50,66
het,7,1,1,18,Het_7_18_chat_rev.txt,2,6,2,1,2,1,1,1,150,133
het,7,1,1,18,Het_7_18_chat_rev.txt,2,7,2,2,1,1,1,1,50,115
het,7,1,1,18,Het_7_18_chat_rev.txt,2,8,2,2,1,1,1,1,50,112
het,7,1,1,18,Het_7_18_chat_rev.txt,2,3,2,1,1,1,1,1,150,71
het,7,1,1,18,Het_7_18_chat_rev.txt,2,9,2,1,1,1,1,1,150,131
het,7,1,1,18,Het_7_18_chat_rev.txt,2,10,2,2,2,2,1,1,50,68
het,7,1,1,18,Het_7_18_chat_rev.txt,2,17,2,1,1,1,1,1,150,108
het,7,1,1,18,Het_7_18_chat_rev.txt,2,2,2,1,1,1,1,1,150,125
het,7,1,1,18,Het_7_18_chat_rev.txt,3,4,1,2,2,2,2,1,10,207
het,7,1,1,18,Het_7_18_chat_rev.txt,3,9,1,1,2,2,2,1,10,209
het,7,1,1,18,Het_7_18_chat_rev.txt,3,5,1,2,1,2,2,1,10,203
het,7,1,1,18,Het_7_18_chat_rev.txt,3,7,1,2,2,2,2,1,10,203
het,7,1,1,18,Het_7_18_chat_rev.txt,3,15,1,1,1,2,2,1,10,256
het,7,1,1,18,Het_7_18_chat_rev.txt,3,2,1,2,1,2,2,1,10,239
het,7,1,1,18,Het_7_18_chat_rev.txt,3,13,1,1,2,2,2,1,10,199
het,7,1,1,18,Het_7_18_chat_rev.txt,3,14,1,2,1,2,2,1,10,181
het,7,1,1,18,Het_7_18_chat_rev.txt,3,18,1,2,2,2,2,1,10,207
het,7,1,1,18,Het_7_18_chat_rev.txt,3,10,2,1,1,2,1,1,150,70
het,7,1,1,18,Het_7_18_chat_rev.txt,3,11,2,1,2,1,1,1,150,98
het,7,1,1,18,Het_7_18_chat_rev.txt,3,8,2,1,1,1,1,1,150,68
het,7,1,1,18,Het_7_18_chat_rev.txt,3,3,2,1,1,1,1,1,150,80
het,7,1,1,18,Het_7_18_chat_rev.txt,3,6,2,1,1,1,1,1,150,81
het,7,1,1,18,Het_7_18_chat_rev.txt,3,17,2,2,1,1,1,1,50,62
het,7,1,1,18,Het_7_18_chat_rev.txt,3,12,2,1,2,1,1,1,150,82
het,7,1,1,18,Het_7_18_chat_rev.txt,3,16,2,2,2,1,1,1,50,83
het,7,1,1,18,Het_7_18_chat_rev.txt,3,1,2,2,1,1,1,1,50,85
het,7,1,1,18,Het_7_18_chat_rev.txt,4,3,1,1,1,1,1,1,150,82
het,7,1,1,18,Het_7_18_chat_rev.txt,4,6,1,2,1,1,1,1,50,94
het,7,1,1,18,Het_7_18_chat_rev.txt,4,11,1,1,1,1,1,1,150,76
het,7,1,1,18,Het_7_18_chat_rev.txt,4,5,1,2,1,1,1,1,50,50
het,7,1,1,18,Het_7_18_chat_rev.txt,4,15,1,2,2,1,1,1,50,144
het,7,1,1,18,Het_7_18_chat_rev.txt,4,7,1,2,1,1,1,1,50,31
het,7,1,1,18,Het_7_18_chat_rev.txt,4,16,1,2,1,1,1,1,50,38
het,7,1,1,18,Het_7_18_chat_rev.txt,4,14,1,1,1,1,1,1,150,43
het,7,1,1,18,Het_7_18_chat_rev.txt,4,17,1,1,1,1,1,1,150,25
het,7,1,1,18,Het_7_18_chat_rev.txt,4,10,2,1,2,2,2,2,50,80
het,7,1,1,18,Het_7_18_chat_rev.txt,4,8,2,1,2,2,2,2,50,105
het,7,1,1,18,Het_7_18_chat_rev.txt,4,13,2,2,2,2,2,2,150,105
het,7,1,1,18,Het_7_18_chat_rev.txt,4,12,2,1,1,2,2,2,50,49
het,7,1,1,18,Het_7_18_chat_rev.txt,4,4,2,1,2,2,2,2,50,72
het,7,1,1,18,Het_7_18_chat_rev.txt,4,18,2,2,1,1,2,2,150,114
het,7,1,1,18,Het_7_18_chat_rev.txt,4,2,2,2,2,2,2,2,150,79
het,7,1,1,18,Het_7_18_chat_rev.txt,4,1,2,2,1,2,2,2,150,95
het,7,1,1,18,Het_7_18_chat_rev.txt,4,9,2,1,2,2,2,2,50,107
het,7,1,1,18,Het_7_18_chat_rev.txt,5,10,1,2,1,2,1,1,50,77
het,7,1,1,18,Het_7_18_chat_rev.txt,5,12,1,2,2,1,1,1,50,41
het,7,1,1,18,Het_7_18_chat_rev.txt,5,11,1,2,2,2,1,1,50,127
het,7,1,1,18,Het_7_18_chat_rev.txt,5,3,1,2,1,1,1,1,50,62
het,7,1,1,18,Het_7_18_chat_rev.txt,5,13,1,1,1,1,1,1,150,98
het,7,1,1,18,Het_7_18_chat_rev.txt,5,8,1,2,1,1,1,1,50,113
het,7,1,1,18,Het_7_18_chat_rev.txt,5,6,1,1,1,1,1,1,150,112
het,7,1,1,18,Het_7_18_chat_rev.txt,5,2,1,2,1,1,1,1,50,87
het,7,1,1,18,Het_7_18_chat_rev.txt,5,4,1,1,2,1,1,1,150,101
het,7,1,1,18,Het_7_18_chat_rev.txt,5,14,2,2,2,2,2,2,150,141
het,7,1,1,18,Het_7_18_chat_rev.txt,5,18,2,1,1,1,2,2,50,182
het,7,1,1,18,Het_7_18_chat_rev.txt,5,17,2,1,2,2,2,2,50,254
het,7,1,1,18,Het_7_18_chat_rev.txt,5,1,2,2,2,2,2,2,150,241
het,7,1,1,18,Het_7_18_chat_rev.txt,5,7,2,1,2,2,2,2,50,252
het,7,1,1,18,Het_7_18_chat_rev.txt,5,5,2,2,1,2,2,2,150,255
het,7,1,1,18,Het_7_18_chat_rev.txt,5,9,2,2,1,2,2,2,150,258
het,7,1,1,18,Het_7_18_chat_rev.txt,5,15,2,1,1,2,2,2,50,280
het,7,1,1,18,Het_7_18_chat_rev.txt,5,16,2,1,1,2,2,2,50,255
het,7,1,1,18,Het_7_18_chat_rev.txt,6,18,1,2,1,1,2,2,150,175
het,7,1,1,18,Het_7_18_chat_rev.txt,6,14,1,2,2,2,2,2,150,47
het,7,1,1,18,Het_7_18_chat_rev.txt,6,15,1,1,1,2,2,2,50,115
het,7,1,1,18,Het_7_18_chat_rev.txt,6,17,1,2,2,2,2,2,150,40
het,7,1,1,18,Het_7_18_chat_rev.txt,6,13,1,1,2,2,2,2,50,78
het,7,1,1,18,Het_7_18_chat_rev.txt,6,7,1,2,2,2,2,2,150,77
het,7,1,1,18,Het_7_18_chat_rev.txt,6,3,1,1,2,2,2,2,50,46
het,7,1,1,18,Het_7_18_chat_rev.txt,6,10,1,2,2,2,2,2,150,82
het,7,1,1,18,Het_7_18_chat_rev.txt,6,1,1,1,2,2,2,2,50,64
het,7,1,1,18,Het_7_18_chat_rev.txt,6,6,2,1,2,2,2,2,50,46
het,7,1,1,18,Het_7_18_chat_rev.txt,6,2,2,1,2,2,2,2,50,64
het,7,1,1,18,Het_7_18_chat_rev.txt,6,4,2,2,1,2,2,2,150,42
het,7,1,1,18,Het_7_18_chat_rev.txt,6,12,2,1,2,2,2,2,50,35
het,7,1,1,18,Het_7_18_chat_rev.txt,6,11,2,1,2,1,2,2,50,87
het,7,1,1,18,Het_7_18_chat_rev.txt,6,9,2,1,2,2,2,2,50,50
het,7,1,1,18,Het_7_18_chat_rev.txt,6,16,2,1,2,2,2,2,50,52
het,7,1,1,18,Het_7_18_chat_rev.txt,6,5,2,2,2,2,2,2,150,48
het,7,1,1,18,Het_7_18_chat_rev.txt,6,8,2,1,2,2,2,2,50,45
het,7,1,1,18,Het_7_18_chat_rev.txt,7,3,1,2,1,1,1,1,50,45
het,7,1,1,18,Het_7_18_chat_rev.txt,7,12,1,2,1,1,1,1,50,29
het,7,1,1,18,Het_7_18_chat_rev.txt,7,2,1,1,1,1,1,1,150,52
het,7,1,1,18,Het_7_18_chat_rev.txt,7,11,1,1,2,1,1,1,150,56
het,7,1,1,18,Het_7_18_chat_rev.txt,7,6,1,2,1,1,1,1,50,39
het,7,1,1,18,Het_7_18_chat_rev.txt,7,16,1,2,1,1,1,1,50,43
