1	10	1	0	2	2	2	1	10	4
1	3	1	0	1	2	2	1	10	7
1	1	1	0	1	2	2	1	10	15
1	15	1	0	2	2	2	1	10	7
1	20	1	0	1	1	2	1	10	7
1	9	1	0	1	1	2	1	10	11
1	14	1	0	2	2	2	1	10	9
1	17	1	0	1	1	2	1	10	7
1	12	1	0	2	2	2	1	10	12
1	13	2	0	2	2	2	1	10	4
1	25	2	0	1	2	2	1	10	31
1	22	2	0	1	1	2	1	10	57
1	26	2	0	2	2	2	1	10	6
1	5	2	0	1	2	2	1	10	13
1	19	2	0	1	1	2	1	10	17
1	23	2	0	2	2	2	1	10	21
1	27	2	0	1	1	2	1	10	12
1	21	2	0	2	1	2	1	10	12
1	8	3	0	1	1	2	1	10	10
1	16	3	0	1	1	2	1	10	20
1	18	3	0	1	2	2	1	10	25
1	6	3	0	1	1	2	1	10	12
1	4	3	0	1	1	2	1	10	37
1	11	3	0	2	2	2	1	10	7
1	7	3	0	2	2	2	1	10	15
1	2	3	0	2	2	2	1	10	11
1	24	3	0	1	1	2	1	10	12
2	21	1	0	1	1	1	2	10	22
2	4	1	0	1	1	1	2	10	14
2	11	1	0	2	2	1	2	10	6
2	18	1	0	1	2	1	2	10	19
2	6	1	0	1	1	1	2	10	8
2	25	1	0	2	1	1	2	10	33
2	5	1	0	1	1	1	2	10	29
2	8	1	0	1	1	1	2	10	7
2	10	1	0	1	1	1	2	10	3
2	23	2	0	2	2	1	1	100	26
2	2	2	0	2	2	1	1	100	8
2	27	2	0	1	1	1	1	100	37
2	1	2	0	1	1	1	1	100	14
2	26	2	0	1	1	1	1	100	22
2	14	2	0	1	1	1	1	100	4
2	20	2	0	1	1	1	1	100	4
2	9	2	0	1	1	1	1	100	8
2	16	2	0	1	1	1	1	100	19
2	24	3	0	2	2	2	2	100	6
2	22	3	0	2	1	2	2	100	78
2	19	3	0	1	2	2	2	100	45
2	7	3	0	1	1	2	2	100	6
2	17	3	0	2	2	2	2	100	6
2	13	3	0	1	1	2	2	100	10
2	12	3	0	1	1	2	2	100	7
2	15	3	0	1	1	2	2	100	6
2	3	3	0	1	1	2	2	100	10
3	19	1	0	2	1	2	2	100	19
3	5	1	0	1	1	2	2	100	8
3	25	1	0	2	2	2	2	100	20
3	10	1	0	2	2	2	2	100	4
3	2	1	0	2	2	2	2	100	6
3	18	1	0	2	2	2	2	100	7
3	24	1	0	2	2	2	2	100	7
3	4	1	0	2	1	2	2	100	11
3	17	1	0	1	1	2	2	100	10
3	12	2	0	1	2	2	1	10	19
3	1	2	0	2	1	2	1	10	8
3	7	2	0	1	1	2	1	10	7
3	8	2	0	1	1	2	1	10	6
3	6	2	0	1	2	2	1	10	7
3	3	2	0	1	1	2	1	10	15
3	9	2	0	1	2	2	1	10	4
3	14	2	0	1	1	2	1	10	4
3	16	2	0	1	2	2	1	10	5
3	15	3	0	2	2	2	2	100	11
3	26	3	0	2	2	2	2	100	9
3	22	3	0	2	2	2	2	100	109
3	13	3	0	2	2	2	2	100	7
3	21	3	0	2	1	2	2	100	17
3	11	3	0	1	1	2	2	100	4
3	20	3	0	2	2	2	2	100	10
3	27	3	0	1	1	2	2	100	8
3	23	3	0	2	1	2	2	100	14
4	25	1	0	2	1	2	2	100	10
4	14	1	0	1	1	2	2	100	3
4	5	1	0	2	2	2	2	100	7
