1	18	1	2	2	2	2	1	10	11
1	7	1	1	1	1	2	1	10	6
1	12	1	1	1	1	2	1	10	27
1	9	1	2	2	2	2	1	10	4
1	4	1	2	1	1	2	1	10	3
1	11	1	2	2	2	2	1	10	5
1	14	1	2	1	2	2	1	10	15
1	2	1	1	2	1	2	1	10	21
1	13	1	2	1	1	2	1	10	3
1	6	2	2	2	2	2	2	150	5
1	17	2	1	1	1	2	2	50	46
1	5	2	1	2	1	2	2	50	4
1	15	2	1	2	2	2	2	50	10
1	16	2	1	1	1	2	2	50	13
1	8	2	2	2	2	2	2	150	8
1	10	2	2	2	2	2	2	150	9
1	3	2	2	2	2	2	2	150	4
1	1	2	2	1	2	2	2	150	11
2	4	1	1	1	1	2	2	50	3
2	14	1	1	1	1	2	2	50	12
2	13	1	1	1	1	2	2	50	2
2	16	1	1	2	2	2	2	50	13
2	12	1	2	2	2	2	2	150	26
2	18	1	1	2	2	2	2	50	12
2	5	1	2	2	2	2	2	150	8
2	15	1	1	1	1	2	2	50	8
2	11	1	2	2	1	2	2	150	25
2	1	2	2	1	1	2	1	10	25
2	6	2	1	2	1	2	1	10	17
2	7	2	1	1	1	2	1	10	5
2	8	2	1	1	1	2	1	10	10
2	3	2	2	2	2	2	1	10	9
2	9	2	1	1	1	2	1	10	4
2	10	2	2	1	2	2	1	10	11
2	17	2	1	2	1	2	1	10	56
2	2	2	2	1	2	2	1	10	35
3	4	1	2	2	2	2	2	150	4
3	9	1	2	2	2	2	2	150	12
3	5	1	1	2	1	2	2	50	6
3	7	1	1	2	1	2	2	50	18
3	15	1	1	2	1	2	2	50	15
3	2	1	1	2	1	2	2	50	43
3	13	1	2	1	1	2	2	150	4
3	14	1	2	2	2	2	2	150	11
3	18	1	1	2	2	2	2	50	11
3	10	2	2	2	2	2	1	10	8
3	11	2	1	1	1	2	1	10	7
3	8	2	1	1	2	2	1	10	8
3	3	2	1	1	2	2	1	10	14
3	6	2	1	1	1	2	1	10	22
3	17	2	2	2	2	2	1	10	39
3	12	2	2	1	1	2	1	10	15
3	16	2	1	1	1	2	1	10	4
3	1	2	1	1	1	2	1	10	11
4	3	1	1	1	1	2	2	50	7
4	6	1	2	2	2	2	2	150	10
4	11	1	2	1	1	2	2	150	14
4	5	1	2	1	2	2	2	150	6
4	15	1	2	1	2	2	2	150	18
4	7	1	1	2	1	2	2	50	11
4	16	1	2	2	2	2	2	150	8
4	14	1	2	2	2	2	2	150	25
4	17	1	2	2	2	2	2	150	37
4	10	2	1	1	1	2	1	10	4
4	8	2	1	1	1	2	1	10	10
4	13	2	1	1	1	2	1	10	10
4	12	2	2	2	2	2	1	10	17
4	4	2	1	2	2	2	1	10	9
4	18	2	1	1	1	2	1	10	10
4	2	2	1	1	1	2	1	10	28
4	1	2	2	2	2	2	1	10	7
4	9	2	1	2	1	2	1	10	13
5	10	1	1	1	1	1	1	150	9
5	12	1	1	1	1	1	1	150	56
5	11	1	1	1	1	1	1	150	15
5	3	1	2	1	1	1	1	50	11
5	13	1	2	1	1	1	1	50	10
5	8	1	1	1	2	1	1	150	6
5	6	1	2	1	1	1	1	50	17
5	2	1	2	1	2	1	1	50	16
5	4	1	2	1	1	1	1	50	5
5	14	2	2	2	2	2	1	10	11
5	18	2	2	2	2	2	1	10	9
5	17	2	1	1	1	2	1	10	47
5	1	2	1	1	1	2	1	10	4
5	7	2	1	1	1	2	1	10	6
5	5	2	2	1	2	2	1	10	4
5	9	2	1	1	1	2	1	10	6
5	15	2	2	1	2	2	1	10	14
5	16	2	2	1	1	2	1	10	12
6	18	1	2	1	1	2	1	10	9
6	14	1	2	2	2	2	1	10	13
6	15	1	1	1	1	2	1	10	5
6	17	1	1	1	1	2	1	10	30
6	13	1	2	1	1	2	1	10	9
6	7	1	1	2	1	2	1	10	4
6	3	1	2	1	2	2	1	10	14
6	10	1	1	1	1	2	1	10	9
6	1	1	2	2	2	2	1	10	5
6	6	2	2	1	2	1	2	10	16
6	2	2	2	2	1	1	2	10	41
6	4	2	1	2	2	1	2	10	7
6	12	2	2	2	1	1	2	10	60
6	11	2	1	2	1	1	2	10	20
6	9	2	1	2	1	1	2	10	4
6	16	2	1	1	1	1	2	10	4
6	5	2	1	1	1	1	2	10	4
6	8	2	1	2	1	1	2	10	20
7	3	1	2	2	1	1	1	50	4
7	12	1	1	1	1	1	1	150	24
7	2	1	1	2	1	1	1	150	48
7	11	1	2	2	1	1	1	50	16
7	6	1	1	1	1	1	1	150	16
7	16	1	1	1	1	1	1	150	10
7	17	1	1	2	2	1	1	150	20
7	9	1	1	1	1	1	1	150	16
7	14	1	2	2	2	1	1	50	21
7	10	2	1	2	2	2	2	50	10
7	5	2	1	2	1	2	2	50	4
7	8	2	1	2	1	2	2	50	9
7	4	2	1	2	2	2	2	50	10
7	7	2	2	1	1	2	2	150	25
7	1	2	1	2	2	2	2	50	11
7	13	2	1	2	2	2	2	50	5
7	15	2	1	2	2	2	2	50	11
7	18	2	1	2	2	2	2	50	10
8	11	1	1	2	2	2	2	50	10
8	18	1	1	2	2	2	2	50	7
8	5	1	1	2	1	2	2	50	4
8	16	1	1	1	1	2	2	50	8
8	6	1	2	1	2	2	2	150	15
8	1	1	1	1	1	2	2	50	3
8	3	1	2	2	2	2	2	150	16
8	12	1	1	1	2	2	2	50	37
8	17	1	2	2	2	2	2	150	40
8	10	2	2	1	2	2	2	150	6
8	13	2	1	2	2	2	2	50	2
8	14	2	2	2	2	2	2	150	23
8	2	2	1	2	1	2	2	50	43
8	15	2	1	2	2	2	2	50	14
8	7	2	2	2	2	2	2	150	7
8	4	2	2	1	1	2	2	150	4
8	9	2	1	2	1	2	2	50	14
8	8	2	1	2	1	2	2	50	7
9	5	1	2	2	2	2	2	150	5
9	7	1	2	1	1	2	2	150	30
9	8	1	1	2	1	2	2	50	12
9	18	1	1	2	2	2	2	50	3
9	13	1	2	2	2	2	2	150	4
9	17	1	2	2	2	2	2	150	26
9	6	1	1	2	1	2	2	50	19
9	1	1	2	2	2	2	2	150	6
9	10	1	2	1	1	2	2	150	6
9	11	2	1	1	1	2	2	50	12
9	15	2	2	2	2	2	2	150	4
9	4	2	2	1	1	2	2	150	3
9	3	2	2	2	2	2	2	150	5
9	9	2	2	1	2	2	2	150	5
9	12	2	2	2	1	2	2	150	51
9	16	2	2	2	2	2	2	150	4
9	14	2	2	2	2	2	2	150	8
9	2	2	2	1	2	2	2	150	37
10	5	1	2	1	1	2	1	10	5
10	16	1	1	1	1	2	1	10	8
10	18	1	1	1	1	2	1	10	4
10	12	1	2	1	2	2	1	10	27
10	9	1	1	1	1	2	1	10	14
10	4	1	1	1	1	2	1	10	7
10	6	1	2	1	1	2	1	10	15
10	14	1	2	2	2	2	1	10	14
10	17	1	2	1	2	2	1	10	62
10	7	2	1	1	1	2	1	10	8
10	2	2	1	2	1	2	1	10	32
10	11	2	2	1	1	2	1	10	18
10	1	2	2	1	1	2	1	10	4
10	15	2	2	1	2	2	1	10	12
10	10	2	2	1	2	2	1	10	8
10	13	2	2	2	2	2	1	10	9
10	8	2	1	1	2	2	1	10	9
10	3	2	2	1	1	2	1	10	6
11	12	1	1	2	2	2	2	50	34
11	2	1	1	2	1	2	2	50	35
11	17	1	1	1	1	2	2	50	18
11	18	1	2	2	2	2	2	150	3
11	4	1	2	2	2	2	2	150	8
11	7	1	2	2	2	2	2	150	18
11	16	1	2	2	2	2	2	150	9
11	8	1	1	2	1	2	2	50	5
11	9	1	1	2	1	2	2	50	8
11	3	2	2	1	1	1	1	50	10
11	15	2	1	1	1	1	1	150	5
11	13	2	1	1	1	1	1	150	5
11	11	2	1	1	1	1	1	150	14
11	10	2	2	1	1	1	1	50	9
11	6	2	1	2	1	1	1	150	15
11	14	2	2	1	2	1	1	50	23
11	5	2	1	1	1	1	1	150	12
11	1	2	2	2	2	1	1	50	4
12	17	1	1	2	2	2	2	50	29
12	3	1	2	2	2	2	2	150	2
12	14	1	1	2	1	2	2	50	13
12	16	1	2	1	1	2	2	150	7
12	1	1	2	2	2	2	2	150	3
12	12	1	2	2	2	2	2	150	51
12	2	1	1	2	1	2	2	50	38
12	13	1	1	2	2	2	2	50	12
12	6	1	1	2	1	2	2	50	8
12	9	2	1	2	1	2	2	50	10
12	8	2	2	2	2	2	2	150	9
12	11	2	2	2	2	2	2	150	9
12	15	2	2	1	1	2	2	150	10
12	18	2	1	2	2	2	2	50	9
12	10	2	1	2	1	2	2	50	8
12	4	2	1	2	2	2	2	50	11
12	7	2	2	1	1	2	2	150	21
12	5	2	1	2	1	2	2	50	4
13	4	1	1	2	2	2	2	50	3
13	7	1	1	1	1	2	2	50	5
13	11	1	1	1	1	2	2	50	15
13	15	1	1	2	2	2	2	50	6
13	5	1	2	1	1	2	2	150	10
13	13	1	1	2	2	2	2	50	9
13	14	1	2	2	2	2	2	150	25
13	18	1	2	2	2	2	2	150	3
13	1	1	2	2	2	2	2	150	3
