cidade	p2a	b9a	deam	knowdeam1	female	knowvictim	marital_status	children	classe	homiciderate	femiciderate	civilpolice	b11ar	c1r	b4gr	q91cr	q89er	color	q53r	q91er	edlevel	a3aer	b4dr	vaw_law	education_muni_2010	c6r	num_years	Loggdp_2012	Logpopsize	yearscollective	protest_fem
25.0	2.0		0	0.0	0.0	0.0	4.0	0.0	5.0	33.59827	5.3	1	4.0	1.0	1.0	5.0	10.0	2.0	2.0	5.0	1.0	3.0	5.0	0	0.632	4.0	0	9.284604	11.464187	0.0	0
25.0	1.0	0.0	0	1.0	1.0	1.0	3.0	2.0	5.0	33.59827	5.3	1	4.0	1.0	4.0	5.0	10.0	1.0	2.0	4.0	1.0	3.0	5.0	0	0.632	3.0	0	9.284604	11.464187	0.0	0
26.0	3.0	0.0	0	0.0	1.0	1.0	6.0	1.0	4.0	46.690186	3.4	1	5.0	1.0	4.0	2.0	9.0	3.0	2.0	1.0	2.0	3.0	5.0	0	0.564	5.0	0	8.8069515	10.965228	0.0	0
26.0	3.0		0	0.0	0.0	0.0	3.0	4.0	4.0	46.690186	3.4	1	5.0	1.0	3.0	2.0	10.0	3.0	2.0	2.0	2.0	2.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
26.0	1.0	0.0	0	0.0	1.0	0.0	3.0	2.0	3.0	46.690186	3.4	1	5.0	1.0	3.0	3.0	9.0	3.0	1.0	2.0	2.0	3.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
26.0	2.0	0.0	0	0.0	1.0	0.0	5.0	1.0	4.0	46.690186	3.4	1	5.0	1.0	4.0	2.0	9.0	3.0	1.0	1.0	2.0	4.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
26.0	2.0	0.0	0	0.0	1.0	0.0	3.0	3.0	4.0	46.690186	3.4	1	5.0	1.0	3.0	2.0	9.0	3.0	2.0	3.0	2.0	3.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
26.0	1.0		0	0.0	0.0	0.0	2.0	0.0	3.0	46.690186	3.4	1	5.0	1.0	3.0	2.0	7.0	1.0	1.0	3.0	2.0	4.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
26.0	1.0		0	0.0	0.0	1.0	1.0	0.0	4.0	46.690186	3.4	1	5.0	1.0	4.0	2.0	9.0	3.0	2.0	2.0	2.0	2.0	5.0	0	0.564	4.0	0	8.8069515	10.965228	0.0	0
26.0	1.0	0.0	0	0.0	1.0	1.0	3.0	2.0	4.0	46.690186	3.4	1	5.0	1.0	4.0	2.0	9.0	3.0	2.0	3.0	1.0	4.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
26.0	2.0	0.0	0	0.0	1.0	1.0	6.0	3.0	4.0	46.690186	3.4	1	5.0	1.0	2.0	1.0	10.0	3.0	2.0	1.0	1.0	3.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
26.0	1.0	0.0	0	1.0	1.0	1.0	1.0	4.0	5.0	46.690186	3.4	1	5.0	1.0	3.0	2.0	8.0	2.0	2.0	2.0	1.0	3.0	5.0	0	0.564	4.0	0	8.8069515	10.965228	0.0	0
26.0	1.0		0	0.0	0.0	0.0	3.0	0.0	4.0	46.690186	3.4	1	5.0	1.0	3.0	2.0	10.0	3.0	2.0	3.0	1.0	3.0	5.0	0	0.564	5.0	0	8.8069515	10.965228	0.0	0
26.0	3.0		0	1.0	0.0	1.0	3.0	2.0	4.0	46.690186	3.4	1	4.0	1.0	4.0	2.0	10.0	3.0	2.0	3.0	1.0	3.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
26.0	2.0	0.0	0	0.0	1.0	1.0	2.0	2.0	4.0	46.690186	3.4	1	5.0	1.0	4.0	3.0	10.0	3.0	2.0	2.0	1.0	3.0	5.0	0	0.564	5.0	0	8.8069515	10.965228	0.0	0
26.0	3.0		0	1.0	0.0	1.0	3.0	4.0	4.0	46.690186	3.4	1	5.0	1.0	3.0	3.0	10.0	3.0	2.0	3.0	1.0	3.0	5.0	0	0.564	3.0	0	8.8069515	10.965228	0.0	0
27.0	1.0		1	0.0	0.0	1.0	3.0	2.0	3.0	52.024418	5.8	1	5.0	0.0	5.0	4.0	2.0	3.0	1.0	5.0	3.0	2.0	5.0	0	0.698	2.0	28	10.072348	14.257011	38.0	4
27.0	1.0		1	1.0	0.0	1.0	1.0	0.0	4.0	52.024418	5.8	1	5.0	1.0	4.0	4.0	4.0	3.0	2.0	5.0	3.0	2.0	5.0	0	0.698	3.0	28	10.072348	14.257011	38.0	4
27.0	3.0	0.0	1	0.0	1.0	1.0	4.0	4.0	4.0	52.024418	5.8	1	5.0	1.0	4.0	5.0	5.0	3.0	2.0	5.0	3.0	2.0	5.0	0	0.698	2.0	28	10.072348	14.257011	38.0	4
27.0	3.0	0.0	1	0.0	1.0	1.0	6.0	3.0	4.0	52.024418	5.8	1	5.0	1.0	4.0	5.0	6.0	3.0	2.0	5.0	3.0	2.0	5.0	0	0.698	3.0	28	10.072348	14.257011	38.0	4
27.0	2.0	0.0	1	1.0	1.0	1.0	3.0	1.0	3.0	52.024418	5.8	1	5.0	1.0	4.0	4.0	5.0	3.0	1.0	5.0	3.0	2.0	5.0	0	0.698	3.0	28	10.072348	14.257011	38.0	4
27.0	1.0		1	0.0	0.0	1.0	2.0	0.0	4.0	52.024418	5.8	1	5.0	0.0	4.0	4.0	4.0	3.0	2.0	5.0	3.0	2.0	5.0	0	0.698	2.0	28	10.072348	14.257011	38.0	4
27.0	2.0	0.0	1	1.0	1.0	1.0	1.0	0.0	3.0	52.024418	5.8	1	5.0	1.0	5.0	4.0	7.0	3.0	2.0	5.0	3.0	2.0	5.0	0	0.698	3.0	28	10.072348	14.257011	38.0	4
27.0	1.0	1.0	1	0.0	1.0	1.0	1.0	1.0	5.0	52.024418	5.8	1	5.0	1.0	4.0	4.0	7.0	3.0	2.0	5.0	1.0	3.0	5.0	0	0.698	4.0	28	10.072348	14.257011	38.0	4
27.0	1.0		1	0.0	0.0	1.0	4.0	1.0	5.0	52.024418	5.8	1	5.0	1.0	5.0	5.0	6.0	3.0	2.0	4.0	1.0	3.0	5.0	0	0.698	2.0	28	10.072348	14.257011	38.0	4
27.0	2.0		1	1.0	0.0	1.0	3.0	4.0	4.0	52.024418	5.8	1	5.0	1.0	4.0	5.0	6.0	3.0	2.0	4.0	1.0	2.0	4.0	0	0.698	3.0	28	10.072348	14.257011	38.0	4
27.0	1.0	0.0	1	1.0	1.0	1.0	4.0	3.0	4.0	52.024418	5.8	1	5.0	1.0	3.0	5.0	7.0	1.0	2.0	5.0	1.0	2.0	5.0	0	0.698	2.0	28	10.072348	14.257011	38.0	4
27.0	2.0		1	0.0	0.0	1.0	4.0	4.0	5.0	52.024418	5.8	1	5.0	1.0	5.0	5.0	6.0	2.0	2.0	4.0	1.0	3.0	4.0	0	0.698	2.0	28	10.072348	14.257011	38.0	4
27.0	3.0	0.0	1	0.0	1.0	1.0	3.0	3.0	5.0	52.024418	5.8	1	5.0	1.0	4.0	5.0	8.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.698	2.0	28	10.072348	14.257011	38.0	4
27.0	3.0		1	0.0	0.0	0.0	4.0	0.0	5.0	52.024418	5.8	1	4.0		5.0	5.0	5.0	2.0	2.0	4.0	1.0	3.0	4.0	0	0.698	2.0	28	10.072348	14.257011	38.0	4
28.0	3.0		1	0.0	0.0	0.0	3.0	1.0	3.0	98.560555	9.4	1	4.0	1.0	5.0	3.0	8.0	1.0	2.0	3.0	2.0	2.0	4.0	0	0.549	4.0	26	9.312855	12.292892		0
28.0	1.0		1	0.0	0.0	0.0	2.0	1.0	3.0	98.560555	9.4	1	3.0	1.0	5.0	3.0	6.0	1.0	1.0	3.0	2.0	2.0	5.0	0	0.549	4.0	26	9.312855	12.292892		0
28.0	1.0	0.0	1	1.0	1.0	0.0	3.0	1.0	3.0	98.560555	9.4	1	4.0	1.0	4.0	3.0	6.0	1.0	2.0	4.0	2.0	2.0	5.0	0	0.549	4.0	26	9.312855	12.292892		0
28.0	2.0	0.0	1	1.0	1.0	0.0	3.0	0.0	3.0	98.560555	9.4	1	4.0	1.0	5.0	3.0	8.0	1.0	2.0	3.0	2.0	2.0	5.0	0	0.549	3.0	26	9.312855	12.292892		0
28.0	2.0	0.0	1	1.0	1.0	0.0	3.0	0.0	3.0	98.560555	9.4	1	4.0	1.0	4.0	3.0	10.0	3.0	2.0	4.0	2.0	2.0	5.0	0	0.549	4.0	26	9.312855	12.292892		0
28.0	1.0	0.0	1	1.0	1.0	0.0	3.0	2.0	3.0	98.560555	9.4	1	4.0		4.0	2.0	10.0	3.0	2.0	5.0	2.0	2.0	5.0	0	0.549	3.0	26	9.312855	12.292892		0
28.0	3.0		1	1.0	0.0	0.0	3.0	1.0	3.0	98.560555	9.4	1	5.0		5.0	4.0	8.0	1.0	2.0	3.0	2.0	2.0	5.0	0	0.549	3.0	26	9.312855	12.292892		0
28.0	1.0		1	0.0	0.0	1.0	3.0	1.0	5.0	98.560555	9.4	1	3.0		5.0	4.0	7.0	3.0	2.0	3.0	1.0	2.0	4.0	0	0.549	3.0	26	9.312855	12.292892		0
28.0	1.0		1	0.0	0.0	0.0	3.0	1.0	5.0	98.560555	9.4	1	4.0	1.0	5.0	3.0	10.0	3.0	2.0	4.0	1.0	2.0	5.0	0	0.549	3.0	26	9.312855	12.292892		0
28.0	1.0	0.0	1	0.0	1.0	0.0	4.0	3.0	4.0	98.560555	9.4	1	4.0		5.0	3.0	10.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.549	4.0	26	9.312855	12.292892		0
28.0	2.0	0.0	1	0.0	1.0	0.0	3.0	3.0	4.0	98.560555	9.4	1	3.0	1.0	4.0	2.0	8.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.549	4.0	26	9.312855	12.292892		0
28.0	3.0		1	1.0	0.0	0.0	3.0	2.0	3.0	98.560555	9.4	1	3.0		5.0	4.0	8.0	1.0	2.0	3.0	1.0	2.0	5.0	0	0.549	2.0	26	9.312855	12.292892		0
28.0	3.0	0.0	1	0.0	1.0	0.0	6.0	2.0	5.0	98.560555	9.4	1	3.0		3.0	2.0	8.0	2.0	2.0	5.0	0.0	2.0	5.0	0	0.549	5.0	26	9.312855	12.292892		0
28.0	2.0	0.0	1	1.0	1.0	0.0	5.0	5.0	5.0	98.560555	9.4	1	4.0	1.0	3.0	2.0	10.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.549	4.0	26	9.312855	12.292892		0
29.0	1.0	0.0	0	0.0	1.0	1.0	4.0	1.0	3.0	21.172983	4.6	1	3.0	0.0	3.0	3.0	10.0	3.0	1.0	3.0	2.0	2.0	4.0	1	0.536	3.0	0	8.767349	10.539641	0.0	0
29.0	2.0		0	0.0	0.0	1.0	4.0	3.0	4.0	21.172983	4.6	1	3.0	0.0	2.0	4.0	10.0	3.0	2.0	4.0	2.0	3.0	3.0	1	0.536	3.0	0	8.767349	10.539641	0.0	0
29.0	3.0	0.0	0	0.0	1.0	0.0	6.0	4.0	4.0	21.172983	4.6	1	3.0	0.0	2.0	5.0	9.0	3.0	1.0	3.0	2.0	2.0	2.0	1	0.536	3.0	0	8.767349	10.539641	0.0	0
29.0	1.0	0.0	0	0.0	1.0	0.0	4.0	1.0	3.0	21.172983	4.6	1	3.0	0.0	2.0	3.0	9.0	3.0	2.0	3.0	2.0	3.0	2.0	1	0.536	3.0	0	8.767349	10.539641	0.0	0
29.0	3.0		0	0.0	0.0	0.0	6.0	5.0	4.0	21.172983	4.6	1	2.0	0.0	3.0	3.0	9.0	3.0	1.0	3.0	2.0		2.0	1	0.536	3.0	0	8.767349	10.539641	0.0	0
29.0	2.0		0	0.0	0.0	0.0	3.0	2.0	4.0	21.172983	4.6	1	4.0	1.0	3.0	4.0	10.0	3.0	2.0	4.0	2.0	3.0	3.0	1	0.536	3.0	0	8.767349	10.539641	0.0	0
29.0	2.0	0.0	0	0.0	1.0	1.0	3.0	2.0	4.0	21.172983	4.6	1	3.0	1.0	3.0	3.0	9.0	3.0	2.0	3.0	2.0	3.0	2.0	1	0.536	2.0	0	8.767349	10.539641	0.0	0
29.0	2.0	0.0	0	0.0	1.0	1.0	3.0	2.0	3.0	21.172983	4.6	1	3.0	0.0	2.0	4.0	7.0	3.0	1.0	4.0	3.0	2.0	2.0	1	0.536	2.0	0	8.767349	10.539641	0.0	0
29.0	2.0	0.0	0	0.0	1.0	0.0	2.0	0.0	3.0	21.172983	4.6	1	3.0	0.0	2.0	5.0	10.0	3.0	1.0	4.0	3.0	2.0	2.0	1	0.536	3.0	0	8.767349	10.539641	0.0	0
29.0	1.0		0	1.0	0.0	0.0	2.0	0.0	3.0	21.172983	4.6	1	2.0	0.0	3.0	5.0	10.0	3.0	1.0	3.0	3.0	2.0	2.0	1	0.536	4.0	0	8.767349	10.539641	0.0	0
29.0	3.0		0	1.0	0.0	0.0	3.0	5.0	3.0	21.172983	4.6	1	2.0	0.0	3.0	5.0	10.0	3.0	1.0	4.0	3.0	2.0	2.0	1	0.536	4.0	0	8.767349	10.539641	0.0	0
29.0	1.0	0.0	0	0.0	1.0	1.0	1.0	1.0	4.0	21.172983	4.6	1	3.0	0.0	2.0	3.0	9.0	1.0	2.0	3.0	3.0	2.0	3.0	1	0.536	3.0	0	8.767349	10.539641	0.0	0
29.0	1.0	0.0	0	0.0	1.0	1.0	3.0	1.0	4.0	21.172983	4.6	1	3.0	0.0	2.0	4.0	9.0	1.0	2.0	5.0	3.0	2.0	3.0	1	0.536	2.0	0	8.767349	10.539641	0.0	0
29.0	3.0		0	0.0	0.0	1.0	3.0	3.0	2.0	21.172983	4.6	1	3.0	1.0	3.0	4.0	10.0	1.0	1.0	4.0	3.0	3.0	3.0	1	0.536	2.0	0	8.767349	10.539641	0.0	0
30.0	1.0	0.0	0	0.0	1.0	1.0	3.0	1.0	5.0	11.650599	0.0	1	5.0	1.0	4.0	5.0	9.0	2.0	2.0	5.0	1.0	3.0	5.0	0	0.461	3.0	0	8.404976	10.443862	0.0	0
30.0	3.0	0.0	0	0.0	1.0	0.0	3.0	8.0	5.0	11.650599	0.0	1	5.0	1.0	4.0	5.0	10.0	2.0	2.0	5.0	1.0	3.0	5.0	0	0.461	1.0	0	8.404976	10.443862	0.0	0
30.0	3.0		0	0.0	0.0	0.0	6.0	7.0	5.0	11.650599	0.0	1	5.0	1.0	5.0	5.0	10.0	1.0	2.0	4.0	0.0	3.0	5.0	0	0.461	3.0	0	8.404976	10.443862	0.0	0
30.0	1.0	0.0	0	0.0	1.0	0.0	1.0	0.0	5.0	11.650599	0.0	1	5.0	0.0	5.0	5.0	9.0	1.0	2.0	5.0	1.0	3.0	5.0	0	0.461	3.0	0	8.404976	10.443862	0.0	0
30.0	1.0		0	0.0	0.0	0.0	4.0	1.0	5.0	11.650599	0.0	1	5.0	1.0	5.0	3.0	9.0	2.0	2.0	3.0	1.0	3.0	5.0	0	0.461	4.0	0	8.404976	10.443862	0.0	0
30.0	2.0		0	0.0	0.0	0.0	3.0	2.0	5.0	11.650599	0.0	1	5.0	1.0	5.0	3.0	9.0	2.0	2.0	3.0	1.0	2.0	5.0	0	0.461	4.0	0	8.404976	10.443862	0.0	0
30.0	2.0	0.0	0	0.0	1.0	0.0	6.0	8.0	5.0	11.650599	0.0	1	5.0	0.0	5.0	5.0	9.0	1.0	2.0	5.0	1.0	3.0	5.0	0	0.461	3.0	0	8.404976	10.443862	0.0	0
30.0	3.0		0	0.0	0.0	1.0	3.0	8.0	5.0	11.650599	0.0	1	5.0	0.0	1.0	5.0	10.0	2.0	2.0	5.0	0.0	2.0	4.0	0	0.461	3.0	0	8.404976	10.443862	0.0	0
30.0	3.0	0.0	0	0.0	1.0	0.0	3.0	4.0	5.0	11.650599	0.0	1	5.0	1.0	1.0	5.0	10.0	2.0	2.0	5.0	0.0	4.0	5.0	0	0.461	4.0	0	8.404976	10.443862	0.0	0
30.0	2.0		0	0.0	0.0	1.0	2.0	0.0	5.0	11.650599	0.0	1	5.0	0.0	1.0	3.0	10.0	1.0	2.0	5.0	2.0	3.0	5.0	0	0.461	5.0	0	8.404976	10.443862	0.0	0
30.0	1.0	0.0	0	0.0	1.0	1.0	3.0	2.0	5.0	11.650599	0.0	1	5.0	0.0	4.0	4.0	9.0	2.0	2.0	4.0	2.0	3.0	5.0	0	0.461	3.0	0	8.404976	10.443862	0.0	0
30.0	1.0	0.0	0	0.0	1.0	1.0	1.0	0.0	5.0	11.650599	0.0	1	5.0	0.0	5.0	4.0	9.0	1.0	2.0	4.0	1.0	4.0	5.0	0	0.461	2.0	0	8.404976	10.443862	0.0	0
30.0	2.0	0.0	0	0.0	1.0	0.0	3.0	3.0	5.0	11.650599	0.0	1	5.0	0.0	1.0	5.0	9.0	1.0	2.0	4.0	2.0	2.0	5.0	0	0.461	4.0	0	8.404976	10.443862	0.0	0
30.0	1.0		0	0.0	0.0	1.0	2.0	1.0	5.0	11.650599	0.0	1	5.0	1.0	4.0	2.0	10.0	1.0	2.0	5.0	2.0	3.0	5.0	0	0.461	3.0	0	8.404976	10.443862	0.0	0
31.0	2.0	0.0	0	1.0	1.0	1.0	3.0	4.0	4.0	0.0	0.0	0	5.0	1.0	4.0	5.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.621	2.0	0	8.353506	9.957929	0.0	0
31.0	1.0		0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0	4.0	1.0	5.0	3.0	8.0	3.0	2.0	3.0	1.0	2.0	5.0	0	0.621	4.0	0	8.353506	9.957929	0.0	0
31.0	3.0	0.0	0	1.0	1.0	1.0	3.0	4.0	5.0	0.0	0.0	0	5.0	1.0	5.0	5.0	8.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.621	2.0	0	8.353506	9.957929	0.0	0
31.0	2.0		0	0.0	0.0	1.0	4.0	3.0	5.0	0.0	0.0	0	5.0	0.0	5.0	5.0	8.0	3.0	2.0	5.0	1.0	1.0	4.0	0	0.621	2.0	0	8.353506	9.957929	0.0	0
31.0	1.0		0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0	5.0	1.0	5.0	5.0	5.0	3.0	2.0	5.0	1.0	1.0	5.0	0	0.621	2.0	0	8.353506	9.957929	0.0	0
31.0	1.0	0.0	0	0.0	1.0	0.0	3.0	1.0	3.0	0.0	0.0	0	3.0	0.0	4.0	2.0	7.0	3.0	2.0	3.0	1.0	2.0	5.0	0	0.621	3.0	0	8.353506	9.957929	0.0	0
31.0	3.0	0.0	0	0.0	1.0	0.0	3.0	1.0	3.0	0.0	0.0	0	2.0	0.0	3.0	3.0	7.0	3.0	2.0	4.0	1.0	2.0	5.0	0	0.621	3.0	0	8.353506	9.957929	0.0	0
31.0	3.0		0	0.0	0.0	0.0	3.0	3.0	5.0	0.0	0.0	0	4.0	1.0	5.0	5.0	9.0	3.0	2.0	3.0	1.0	2.0	5.0	0	0.621	3.0	0	8.353506	9.957929	0.0	0
31.0	2.0	0.0	0	0.0	1.0	1.0	2.0	0.0	5.0	0.0	0.0	0	5.0	1.0	4.0	4.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.621	2.0	0	8.353506	9.957929	0.0	0
31.0	3.0		0	0.0	0.0	0.0	3.0	2.0	5.0	0.0	0.0	0	3.0		5.0	4.0	10.0	3.0	2.0	3.0	1.0	2.0	5.0	0	0.621	3.0	0	8.353506	9.957929	0.0	0
31.0	1.0	0.0	0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	0	3.0		3.0	1.0	10.0	1.0	2.0	5.0	1.0	2.0	5.0	0	0.621	3.0	0	8.353506	9.957929	0.0	0
31.0	2.0		0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	0	5.0	1.0	4.0	5.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.621	2.0	0	8.353506	9.957929	0.0	0
31.0	1.0	0.0	0	0.0	1.0	1.0	4.0	2.0	4.0	0.0	0.0	0	5.0	1.0	4.0	5.0	7.0	2.0	2.0	5.0	1.0	1.0	5.0	0	0.621	2.0	0	8.353506	9.957929	0.0	0
31.0	1.0	0.0	0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0	4.0	0.0	5.0	2.0	10.0	1.0	2.0	5.0	1.0	2.0	5.0	0	0.621	4.0	0	8.353506	9.957929	0.0	0
32.0	1.0	0.0	0	0.0	1.0	1.0	1.0	0.0	4.0	0.0	0.0	0	5.0	0.0	4.0	2.0	8.0	1.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	2.0	0.0	0	0.0	1.0	1.0	4.0	2.0	4.0	0.0	0.0	0	5.0	1.0	4.0	5.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	1.0		0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0	5.0	1.0	4.0	5.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	2.0	0.0	0	0.0	1.0	1.0	4.0	3.0	5.0	0.0	0.0	0	5.0	0.0	4.0	5.0	8.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	2.0		0	0.0	0.0	1.0	4.0	2.0	4.0	0.0	0.0	0	5.0	0.0	4.0	5.0	8.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	3.0	1.0	0	0.0	1.0	1.0	3.0	2.0	5.0	0.0	0.0	0	5.0	0.0	5.0	5.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	3.0		0	0.0	0.0	0.0	4.0	5.0	5.0	0.0	0.0	0	5.0		5.0	5.0	8.0	2.0	2.0	5.0	1.0	2.0	4.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	3.0	1.0	0	0.0	1.0	1.0	3.0	4.0	5.0	0.0	0.0	0	5.0	0.0	5.0	5.0	8.0	2.0	2.0	5.0	1.0	1.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	3.0		0	0.0	0.0	1.0	3.0	4.0	5.0	0.0	0.0	0	4.0	1.0	5.0	5.0	8.0	2.0	2.0	5.0	1.0	2.0	4.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	2.0		0	0.0	0.0	1.0	4.0	3.0	4.0	0.0	0.0	0	5.0	0.0	4.0	5.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	1.0		0	0.0	0.0	1.0	4.0	2.0	4.0	0.0	0.0	0	5.0	0.0	5.0	5.0	6.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
32.0	2.0		0	0.0	1.0	1.0	6.0	4.0	5.0	0.0	0.0	0	5.0	0.0	4.0	5.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	3.0	0	8.4112835	9.670167	0.0	0
32.0	1.0	0.0	0	0.0	1.0	1.0	4.0	2.0	4.0	0.0	0.0	0	5.0	0.0	5.0	4.0	7.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	3.0	0	8.4112835	9.670167	0.0	0
32.0	1.0	0.0	0	0.0	1.0	1.0	4.0	2.0	5.0	0.0	0.0	0	5.0	0.0	4.0	5.0	8.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.534	2.0	0	8.4112835	9.670167	0.0	0
33.0	1.0	0.0	0	0.0	1.0	0.0	3.0	1.0	3.0	18.967106	5.5	1	4.0		5.0	3.0	8.0	3.0	2.0	5.0	1.0	2.0	5.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	2.0	0.0	0	0.0	1.0	0.0	3.0	1.0	3.0	18.967106	5.5	1	4.0	0.0	5.0	2.0	10.0	3.0	2.0	5.0	1.0	2.0	4.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	3.0		0	0.0	0.0	0.0	3.0	1.0	5.0	18.967106	5.5	1	3.0		5.0	4.0	9.0	3.0	2.0	3.0	1.0	2.0	5.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	2.0		0	0.0	0.0	0.0	3.0	1.0	5.0	18.967106	5.5	1	3.0	1.0	5.0	5.0	10.0	3.0	2.0	4.0	1.0	2.0	5.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	1.0		0	0.0	0.0	0.0	1.0	0.0	5.0	18.967106	5.5	1	2.0	1.0	5.0	3.0	10.0	3.0	2.0	3.0	1.0	2.0	5.0	0	0.567	4.0	0	8.752065	11.209276	0.0	0
33.0	1.0		0	0.0	0.0	0.0	2.0	0.0	5.0	18.967106	5.5	1	4.0		5.0	3.0	8.0	3.0	2.0	3.0	1.0	2.0	5.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	3.0	0.0	0	0.0	1.0	0.0	3.0	1.0	3.0	18.967106	5.5	1	3.0		5.0	4.0	10.0	3.0	2.0	5.0	1.0	2.0	4.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	2.0		0	0.0	0.0	0.0	3.0	1.0	5.0	18.967106	5.5	1	3.0		5.0	5.0	10.0	3.0	2.0	2.0	2.0	2.0	4.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	2.0	0.0	0	0.0	1.0	0.0	3.0	2.0	3.0	18.967106	5.5	1	3.0		4.0	3.0	10.0	1.0	2.0	5.0	2.0	2.0	5.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	1.0	0.0	0	0.0	1.0	0.0	3.0	0.0	5.0	18.967106	5.5	1	3.0	0.0	3.0	4.0	10.0	1.0	2.0	4.0	2.0	2.0	5.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	3.0	0.0	0	0.0	1.0	0.0	3.0	2.0	3.0	18.967106	5.5	1	4.0		5.0	5.0	10.0	1.0	2.0	5.0	2.0	2.0	5.0	0	0.567	4.0	0	8.752065	11.209276	0.0	0
33.0	3.0		0	0.0	0.0	0.0	3.0	2.0	3.0	18.967106	5.5	1	4.0	1.0	5.0	5.0	10.0	3.0	2.0	4.0	2.0	2.0	5.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	1.0	0.0	0	0.0	1.0	1.0	3.0	0.0	5.0	18.967106	5.5	1	2.0	0.0	4.0	3.0	10.0	1.0	2.0	4.0	2.0	2.0	5.0	0	0.567	3.0	0	8.752065	11.209276	0.0	0
33.0	2.0		0	0.0	0.0	0.0	3.0	1.0	5.0	18.967106	5.5	1	3.0	1.0	5.0	4.0	10.0	3.0	2.0	3.0	2.0	2.0	4.0	0	0.567	4.0	0	8.752065	11.209276	0.0	0
34.0	3.0		0	0.0	0.0	0.0	3.0	3.0	4.0	9.081002	3.5	0	3.0	0.0	5.0	4.0	10.0	3.0	1.0	4.0	2.0	3.0	5.0	0	0.634	2.0	0	8.90134	9.306741	0.0	0
34.0	2.0		0	0.0	0.0	0.0	3.0	2.0	5.0	9.081002	3.5	0	3.0	1.0	5.0	4.0	9.0	3.0	2.0	4.0	2.0	3.0	3.0	0	0.634	2.0	0	8.90134	9.306741	0.0	0
34.0	3.0	0.0	0	0.0	1.0	0.0	3.0	2.0	4.0	9.081002	3.5	0	5.0	1.0	5.0	4.0	10.0	3.0	2.0	1.0	2.0	2.0	5.0	0	0.634	3.0	0	8.90134	9.306741	0.0	0
